공고번호,날짜,발주기관,공고명,1순위업체,투찰금액,투찰률,기초금액
R25BK01005231,2026-02-24,조달청,강동하남남양주선 광역철도 4공구 건설공사,극동건설 주식회사,273851700000,,
R25BK01031597,2026-02-27,조달청,강동하남남양주선 광역철도 6공구 건설공사,남광토건 주식회사,768485900000,,
R26BK01338629,2026-02-26,사단법인 한국정보통신진흥협회,불법촬영물등 유통방지 책임자 온라인 교육 콘텐츠 제작,(주)위트커뮤니케이션,45600000,,
R26BK01268172,2026-02-03,사회복지법인 굿네이버스,현대자동차그룹 아이케어(i CARE) 소진예방사업 및 전달식 운영,텔러스헬스 주식회사,215326650,,
R26BK01296223,2026-02-06,사단법인 대한축구협회,축구종목 안전관리 점검 및 지원 용역 업체 선정 입찰,주식회사 더스포츠코퍼레이션,283030000,,
