공고번호,날짜,발주기관,공고명,1순위업체,투찰금액,투찰률,기초금액
R26BK01472852,2026-04-23,한국공항공사 김해공항,김해공항 교통약자 이동편의시설 교체공사,"에스알디자인컴퍼니 주식회사(SR.D Co.,Ltd)",37578100,90.467,
R26BK01471973,2026-04-23,대전광역시,중리동 105-6번지 일원 노후관 개량공사,(주)세진환경건설,515925193,90.438,
R26BK01480596,2026-04-23,채비(주),2025년 무공해차 전환 브랜드사업(2차) 삼성교통 공사 건,주식회사 이모션플레이스,28967730,100.0,
R26BK01480605,2026-04-23,채비(주),2025년 지역별 무공해차 전환 브랜드사업(3차) 태진운수 공사 건,주식회사 이모션플레이스,31158160,100.0,
R26BK01485721,2026-04-23,한국농어촌공사 경북지역본부 포항지사,기일지 외 1개소 간이방류시설(수문) 설치공사,두류종합건설 주식회사,31980000,90.008,
R26BK01482399,2026-04-23,서울특별시 중부공원여가센터,낙산공원 노후시설 및 녹지대 정비공사,워터알앤디 주식회사,49500000,90.0,
R26BK01472230,2026-04-23,강원특별자치도 홍천군,2026년 산림연접 생활권주변 피해우려수목 제거사업(1차),주식회사 청솔나무,127138960,89.955,
R26BK01471967,2026-04-23,전남광주통합특별시 무안청사,생일119지역대 신축공사(건축),(유)혜원종합건설,921113330,90.387,
R26BK01472280,2026-04-23,전남광주통합특별시 동구,2026년 꽤재 등산로 산림피해지 복구사업(2차),유한회사 호남산림종합개발,53366680,90.314,
R26BK01472039,2026-04-23,하동군산림조합,2026년 하동군 산불피해지 조림사업(7지구),주식회사 목화임업,80975561,89.954,
R26BK01484476,2026-04-23,한국농어촌공사 경북지역본부 청송.영양지사,이평1용수간선 1잠관 보수공사,(주)대한건업,6200000,88.206,
R26BK01471812,2026-04-23,울산광역시,부모커뮤니티센터 설치 리모델링 공사(전기),태하전력,117489500,90.497,
R26BK01467368,2026-04-23,한국공항공사 제주공항,광주공항 계류장 전면 재포장공사,(주)양정건설,906869630,90.925,
R26BK01472826,2026-04-23,경기도 성남시,하이테크밸리공원 재정비사업,(주)태화에스앤지,197688000,90.368,
R26BK01472322,2026-04-23,경기도 성남시,2026년 등산로 정비공사 1구역,육백십 주식회사,201255494,90.23,
R26BK01469232,2026-04-23,충청남도교육청 충청남도보령교육지원청,대천동대초등학교 외벽방수 및 기타공사,주식회사 인주피앤피,219527600,90.419,
R26BK01464040,2026-04-23,한국농어촌공사 경남지역본부 합천지사,광암지구 배수개선사업 전기공사,송광전력 주식회사,231020830,90.313,
R26BK01473536,2026-04-23,경찰청 충청북도경찰청,보은경찰서 마로파출소 대수선공사(변경4),유한회사 서정씨앤이,335315900,90.361,
R26BK01473842,2026-04-23,한국철도공사 회계통합센터,2026년 서울본부 관내 소규모 유지보수 기타공사,주식회사 제이비탑,285195100,90.448,
R26BK01482264,2026-04-22,한국농어촌공사 경남지역본부 창원지사,대산지구 분수문 보수공사,주식회사 부광산업,19600000,89.09,
R26BK01484146,2026-04-23,한국농어촌공사 충남지역본부 청양지사,청양지사 신축사옥 기타공사,주식회사청암,5399500,87.999,
R26BK01469084,2026-04-23,경상남도 고성군 고성읍,교동소하천 정비공사 소액수의 견적 제출 공고,주식회사 신영건설,34333000,90.316,
R26BK01474013,2026-04-23,충청남도 보령시,대천항 공중화장실 개보수 공사(건축),주식회사 동방건축사사무소,60361320,89.937,
R26BK01471384,2026-04-23,충청남도 논산시,노성면 읍내 공공하수처리장 체육시설 설치공사,원진건설산업 주식회사,83995000,90.151,
R26BK01464508,2026-04-23,경상북도 경주시 사적관리사무소,성동동전랑지 일원 예초 공사,(주)에덴조경,53223902,90.335,
R26BK01483363,2026-04-23,경기도 평택시 상하수도사업소,공업용수도(1단계) 무단점유 방지 시설물(메쉬휀스) 설치 공사,주식회사 유한이엔씨,44467000,88.001,
R26BK01483312,2026-04-23,경기도 평택시 상하수도사업소,고덕공업용수 제수밸브실 안전발판 설치공사,주식회사 써밋필텍,48158000,88.0,
R26BK01473897,2026-04-23,강원특별자치도 횡성군,군도22호선(횡성읍 추동리 419-8번지 일원) 배수로 정비공사,삼양건설주식회사,34720000,91.365,
R26BK01483313,2026-04-23,서울특별시 관악소방서,관악소방서 외벽 노후 타일 철거 및 도장 공사,라인종합안전건설,10250000,96.862,
R26BK01479328,2026-04-22,한국농어촌공사 전남지역본부 보성지사,고읍지구 배수로 보수공사,주식회사 시온건설,20000000,91.32,
R26BK01478428,2026-04-23,강원특별자치도 춘천시 농업기술센터,"2026년 임도신설사업(간선, 팔미순환)",춘천시산림조합,516836000,100.0,
R26BK01478469,2026-04-23,강원특별자치도 춘천시 농업기술센터,"2026년 임도신설사업(산불, 평촌~신이)",춘천시산림조합,623985000,89.745,
R26BK01483468,2026-04-23,강원특별자치도 양구군,2026년 사방댐 설치공사(이현리),양구군산림조합,155021920,89.744,
R26BK01468096,2026-04-23,경기주택도시공사,`26년 매입임대주택 유지보수공사(토목),두리산업 주식회사,194163050,90.29,
R26BK01472325,2026-04-23,경기도 이천시,2026년 안흥유원지 소공원 조성 및 공원개선사업,(주)여림,129758500,90.005,
R26BK01473748,2026-04-23,경상북도 영주시,방산아파트 단지 내 도로 포장공사,세일건설 주식회사,24421430,89.947,
R26BK01469688,2026-04-23,경상남도 산청군,"7.16~20. 집중호우 산사태 복구사업(3차,장천양전지구)",(주) 알프스토목,131563190,90.747,
R26BK01447636,2026-04-23,수소에너지네트워크(주),"하이넷 평택신장 수소충전소 구축공사(건축,토목)",주식회사신세대테크,1302070000,89.249,
R26BK01471547,2026-04-23,인천광역시 중구,공영주차장 공중화장실 오수처리시설 교체공사,주식회사 대진에코닉,71550000,91.523,
R26BK01471647,2026-04-23,전남광주통합특별시 곡성군,유팽로 역사촌 보강토 옹벽 보수보강 공사,구양토건(주),228771540,90.497,
R26BK01471650,2026-04-23,서울특별시 노원구,영축산 산림복합체험센터 신축 전기공사,경일건설,256386778,90.434,
R26BK01480289,2026-04-22,한국농어촌공사 전남지역본부 보성지사,새마을지구 용수로 보수공사,(주)코리아나산업,16000000,90.049,
R26BK01473800,2026-04-23,경기도 여주시,2026년 현암지구 수목식재 사업,주식회사 나무사랑,62427603,90.215,
R26BK01471498,2026-04-23,충청남도 아산시 미래도시관리사업소,2026년 생활환경숲 조성사업,주식회사 라온조경,173079740,90.213,
R26BK01469292,2026-04-23,파주도시공사,2026년 주차관리팀 조경 유지관리,청림이엔씨(주),58973440,90.349,
R26BK01461335,2026-04-23,경기도 안산시 상록구,2026년 철도변 녹지대 정비공사,성안조경 주식회사,174812000,90.794,190802000
R26BK01470287,2026-04-22,남해군산림조합,2026년 어린나무가꾸기사업(남해지구),주식회사 거산,57701300,90.284,
R26BK01454378,2026-04-23,조달청 부산지방조달청,부산출입국외국인청 신규임차청사(교보생명) 인테리어공사,(주)세명아이디,469804020,90.29,
R26BK01481927,2026-04-23,한국농어촌공사 전남지역본부 영광지사,유풍양배수장 외 1개소 물관리자동화시스템 공사,이아이시텍주식회사,14840000,89.999,
R26BK01471760,2026-04-23,충청북도 영동군,용암1 게이트 펌프장 유수지 확장사업,주식회사 창명건설,170655810,90.38,
R26BK01470132,2026-04-23,경기도 수원시 팔달구,팔달구 손바닥정원 유지관리공사(단가계약),한성에코그린 주식회사,8028500,90.021,
R26BK01473932,2026-04-23,경상남도 밀양시,밀양시종합사회복지관 가곡분관 지정폐기물철거공사,"주식회사 이엔에프(ENF Co.,Ltd.)",21719900,90.021,
R26BK01473728,2026-04-23,경상북도 영주시,2026년 조경지 유지관리 공사(시내2권역),주식회사 대로,137777016,90.414,
R26BK01473989,2026-04-23,강원특별자치도 철원군,청양1리 마을 휴게공간 조성사업,주식회사푸른결조경,61609400,90.367,
R26BK01472982,2026-04-23,전북특별자치도 산림환경연구원,2026년 산지사방시설(남원산내백일 산10) 설치공사,유한회사 늘푸른산림개발,60182728,90.32,
R26BK01472661,2026-04-23,경기도 성남시,2026년 등산로 정비공사 2구역,청목이엔씨 주식회사,205428900,90.243,
R26BK01470170,2026-04-23,충청남도 당진시,당진천변 기후대응도시숲 조성사업,늘사랑산림산업(주),756610070,90.126,
R26BK01473969,2026-04-23,강원특별자치도 철원군,2026년 생활환경개선사업(서면권),주식회사 명성디자인앤건설,149912500,90.662,
R26BK01478457,2026-04-23,강원특별자치도 춘천시 농업기술센터,"2026년 임도신설사업(간선, 신이~품안)",춘천시산림조합,395122000,89.745,
R26BK01474040,2026-04-23,전남광주통합특별시 완도군,청산 여서도 마을안길 확포장 정비공사,씨에스건설(주),386899950,90.314,
R26BK01471178,2026-04-23,충청북도 옥천군 청산면,청산 대성지구 용수로 정비 및 수문설치사업,주식회사기산이앤씨,35004684,90.085,
R26BK01469424,2026-04-23,전북대학교병원,2026년 냉동기 세관,(유)아연건설,89690160,90.399,
R26BK01473928,2026-04-23,강원특별자치도 횡성군,군도10호선(안흥면 소사리 1732-2번지 일원) 노후도로 재포장공사,합자회사 동양건설건업,46438700,90.668,
R26BK01481889,2026-04-22,한국농어촌공사 전남지역본부 진도지사,진도 태양광발전소 태양광모듈 보수공사,주식회사 화광이엔씨,20000000,91.549,
R26BK01471340,2026-04-23,음성군산림조합,2026년 숲가꾸기사업(1차),음성숲 주식회사,11497540,89.969,
R26BK01481964,2026-04-22,한국농어촌공사 경북지역본부 상주지사,사벌지구 수문 보수공사,신화이엔지,12705000,90.023,
R26BK01482430,2026-04-22,한국농어촌공사 경남지역본부 창원지사,본포양수장 진공차단기(VCB) 교체공사,(주)이도이엔지,24200000,89.285,
R26BK01481271,2026-04-22,한국지역난방공사 화성지사,2026년 화성지사 공기압축기 정기점검보수공사,세아엔지니어링,9680000,89.929,
R26BK01428156,2026-04-23,조달청 광주지방조달청,용당부두 및 흑산도항 유지보수공사,원남건설 주식회사,3137132020,89.382,
R26BK01378282,2026-04-23,조달청,고양창릉 공공주택지구 부지조성공사(3공구),주식회사 건영,62157984220,90.511,
R26BK01469132,2026-04-23,경상북도 구미시 상하수도사업본부,(긴급)구미시 지방상수도 비상공급망 구축사업,주식회사 홍익인간,1886734770,89.769,
R26BK01471659,2026-04-23,전남광주통합특별시 곡성군,섬진강 침실습지 연하원 인도교 설치공사,민경기술(주),218412229,90.348,
R26BK01471649,2026-04-23,충청남도 아산시 미래도시관리사업소,[새로공고] 2026년 은행나무길 일원 제초 및 관목전정 사업,건흥건설 주식회사,77797983,90.332,
R26BK01468779,2026-04-23,고용노동부 대전지방고용노동청 충주지청,고용노동부 충주지청 별관 실내건축공사 수의시담 견적서 제출 안내 수정 공고,주식회사 이음디자인,142351000,89.868,
R26BK01473929,2026-04-23,경상북도 구미시,송정동 백산로(상공회의소) 일원 도로정비공사,주식회사 서흥건설,31893920,90.241,
R26BK01473967,2026-04-23,경상북도 구미시,선산읍 봉남리 시도 15호선 도로측구 정비공사,지동건설 주식회사,42924800,90.436,
R26BK01474110,2026-04-23,전남광주통합특별시 순천시,2026년 관문 철쭉동산 유지관리 사업,건미건설(주),78956600,90.425,
R26BK01472948,2026-04-23,강원특별자치도교육청 강원특별자치도강릉교육지원청,초당초 외 13교 예초작업 수의계약견적제출공고 안내,주식회사 우신조경산업,96081090,90.475,
R26BK01473266,2026-04-23,법무부 대구지방교정청 경북북부제3교도소,경북북부제3교도소 수용거실문 잠금장치 교체 공사 입찰 공고,주식회사 서연,60079810,89.922,
R26BK01473709,2026-04-23,경기도 고양시,탄현동 어린이공원 경계 휀스 교체사업,주식회사 사월조경,33076900,90.37,
R26BK01471897,2026-04-23,경기도 남양주시 와부읍,2026년 와부읍 생활민원처리 단가계약(2차),덕현건설(주),60201397,90.197,
R26BK01484658,2026-04-23,한국농어촌공사 전남지역본부 담양지사,호우대비 홍수예경보시스템 보수공사,주식회사 아주엔지니어링,18513000,90.0,
R26BK01471710,2026-04-23,전남광주통합특별시 곡성군,2026년 어린나무가꾸기사업(목사동죽곡지구),유한회사 만재산림,48198800,90.361,53116000
R26BK01471552,2026-04-23,부산광역시 부산진구,2026년 등산로 정비사업,주식회사 초록개발,106828240,91.359,
R26BK01463389,2026-04-23,경기도 안양시 만안구,안양9동 율목주공아파트 주변 보도정비공사,거상건설(주),84795998,90.886,
R26BK01467388,2026-04-23,인천시설공단,2026년 청라국제도시 가로녹지 유지관리 공사(연간단가),주식회사 중흥조경,250651340,90.313,
R26BK01471314,2026-04-23,충청남도 아산시 미래도시관리사업소,곡교천~신정호 자전거도로 개선사업,주식회사 다원건설,24497060,89.959,
R26BK01476864,2026-04-20,한국농어촌공사 전남지역본부 보성지사,배수장 사전 예방정비 덕산 및 안심배수장 펌프설비 보수공사,주식회사 동부그린,19600000,90.355,
R26BK01474111,2026-04-23,경상남도 진주시,"배수펌프장 바닥 도장공사(나불천, 상평배수장)",우리산업 주식회사,59287800,89.992,
R26BK01474083,2026-04-23,전남광주통합특별시 순천시,주암 문성관정 외 29개소 농업용 대형관정 사후관리 공사,지수개발,129213200,90.477,
R26BK01472885,2026-04-23,서울특별시 강남구,2026년 가로변 녹지량 확충 및 매력정원 조성공사,(주)에스제이베스텍,106561300,90.387,
R26BK01470984,2026-04-23,전남광주통합특별시 북구,북구 골목형상점가 상인교육관 건립 통신공사,(주)테라이앤씨,45687000,90.219,
R26BK01452227,2026-04-23,부산교통공사,1호선 교대~부산대 전차선로 급전선 교체공사,현창전기(주),1993642000,89.695,
R26BK01474020,2026-04-23,경상북도 구미시,고아 파산천 정비공사,주식회사 풍경산업개발,189600000,97.982,
R26BK01472952,2026-04-23,경기도 성남시,자혜공원 내 노후 산책로 및 쉼터 재정비공사,주식회사 동백엘앤씨,141929000,90.26,
R26BK01466528,2026-04-23,충청남도 당진시,2026년 지하수 보조관측망 설치공사,(주)창신건설,27365000,98.506,
R26BK01471372,2026-04-23,한국어촌어항공단,2026년 국가어항(연도항(여수) 등 4개항) 부잔교 유지보수공사,주식회사 삼현,435129800,90.084,
R26BK01474134,2026-04-23,인천광역시 옹진군,2026년 가뭄대비 용수개발 사업,(주)해밀이엔씨,246958430,90.523,
R26BK01471707,2026-04-23,경상북도 구미시,구미시립인동도서관 옥외계단방수공사,(주)퍼팩트라인,35639921,89.96,
R26BK01480956,2026-04-22,서울특별시 동부공원여가센터,매헌시민의숲 노후 시설물 개선공사,주식회사 다옴조경,48500000,90.158,
R26BK01473827,2026-04-23,경상북도 고령군,덕곡면 가륜1리 마을회관 신축 공사(전기),동양전기(주),35464700,90.458,
R26BK01473314,2026-04-23,충청북도 청주시 청원구,호명리 674번지 일원 도로 정비공사,주식회사 올테크건설,25864995,90.174,
R26BK01482825,2026-04-22,서울특별시 서울대공원,서울대공원 음영지역 와이파이 확대설치 공사,(주)나라이엔씨,28908000,90.0,
R26BK01472617,2026-04-23,경상남도 창녕군,영산 월령2구 진입로 확포장공사,(주)태흥건설,47311900,90.292,
R26BK01482120,2026-04-23,한국농어촌공사 전남지역본부 영광지사,2026년 염산지구 자체유지보수사업,보다건설(주),16461000,89.995,
R26BK01482359,2026-04-23,한국농어촌공사 경남지역본부 의령지사,2025년 재해복구사업(마쌍배수장) 비가림막 설치공사,태림개발주식회사,33430000,89.962,
R26BK01465886,2026-04-23,서울교통공사,2026년 본선 통신케이블 개량 정보통신공사(2호선),세기정보통신,2772328500,89.457,
R26BK01474085,2026-04-23,전남광주통합특별시 순천시,호두삼거리 배수로 정비공사,티엠건설 주식회사,27883235,90.252,
R26BK01478510,2026-04-23,강원특별자치도 춘천시 농업기술센터,"2026년 임도신설사업(간선, 품걸)",춘천시산림조합,441071000,89.745,
R26BK01471720,2026-04-23,충청남도 논산시,2026년 지역특화 조림사업(양촌지구),유한회사 아성,81790000,89.984,
R26BK01473461,2026-04-23,경상남도 창원시 진해구,창원시진해종합사회복지관 기능보강공사,주식회사 아남산업개발,122568740,90.263,
R26BK01470898,2026-04-23,전남대학교,[여수캠퍼스] 수산해양교육연구지원센터 외 1동 외벽 마감재 교체공사,유진엔지니어링(주),491207481,90.503,
R26BK01465400,2026-04-23,강원특별자치도교육청 강원특별자치도태백교육지원청,장성여고 관사 외벽보수 공사,삼성방수개발(주),297146526,90.259,327031000
R26BK01470076,2026-04-22,(재)제주테크노파크,연구소 AI 교육 인프라 구축 리모델링(건축) 공사,대유디자인 주식회사,129759270,90.319,
R26BK01462475,2026-04-23,한국농어촌공사 경남지역본부 고성.통영.거제지사,견유 권역단위거점개발사업 토목건축공사,주식회사 배산건설,2405756800,89.473,
R26BK01473450,2026-04-23,강원특별자치도 원주시,혁신도시 상업지구 경관조명 설치공사,주식회사 가나전기공사,72004770,90.313,79433000
R26BK01471790,2026-04-23,대구광역시 군위군,위천수변테마파크 유지관리사업,(주)성남건설,68411831,90.311,
R26BK01473780,2026-04-23,대전광역시 대덕구,2026년 장동문화공원 잔디유지관리사업,천지조경(주),38007900,90.312,
R26BK01468324,2026-04-23,부산광역시,수영하수 MBR분리막 철거공사,무림종합건설 주식회사,504076800,90.448,
R26BK01473772,2026-04-23,경상북도 영주시,동진타워 외벽 도장공사,주식회사싸이트건설,64661110,90.022,
R26BK01466708,2026-04-23,전남광주통합특별시교육청 서강고등학교,서강고 체육관 드라이비트 해소 외벽교체공사,동경건설(주),76812330,90.387,
R26BK01456862,2026-04-23,조달청,"캄보디아 귀국 이주노동자 재통합 지원센터 인테리어 공사(건축, 기계)",태용종합건설 주식회사,534931460,90.531,
R26BK01465442,2026-04-23,대전광역시 대덕구,2026년 도시공원 및 녹지 잔디유지관리사업,주식회사 파인조경건설,231513843,90.396,
R26BK01473120,2026-04-23,전남광주통합특별시 북구,장등동 1014번지 일원 농업시설 정비공사,주식회사정상개발,98751100,90.449,
R26BK01470409,2026-04-23,전북특별자치도 익산시 상하수도사업단,2026년 하수도 맨홀보수공사 단가계약(2차),(유)주신테크,14455004,90.411,
R26BK01472367,2026-04-23,고양시 일산서구청,일산1동 행정복지센터 내진보강공사,주식회사 펀플스토리,168579000,90.366,
R26BK01466403,2026-04-23,한국농어촌공사 경남지역본부,오천 등 6지구 재해예방계측시스템 통신설비공사,양산정보통신(주),267249120,90.252,
R26BK01484468,2026-04-23,서울특별시 구로소방서,구로소방서 중대재해예방 및 위험요인개선 공사 계약,주식회사 디자인에스아이,9000000,97.508,
R26BK01472378,2026-04-23,산림청 북부지방산림청 수원국유림관리소,2026년 숲가꾸기(어린나무가꾸기) 사업(기번3),양자산 국유림영림단,73930000,89.699,82009000
R26BK01472645,2026-04-23,산림청 북부지방산림청 수원국유림관리소,2026년 공익림 기능증진사업(기번2),상산국유림영림단,77920000,89.46,86378000
R26BK01464923,2026-04-15,한국농어촌공사 전남지역본부 영암지사,2026년 금지지구 흙수로 구조물화사업 신북18 용수지선 수로관 설치공사,인영건설(주),11090000,90.991,
R26BK01482517,2026-04-22,한국농어촌공사 경남지역본부 창원지사,신천배수장 외 4개소 전기설비 보수공사,주식회사 대륙,18700000,88.958,
R26BK01482564,2026-04-22,한국농어촌공사 경남지역본부 창원지사,동읍지구 분수문 보수공사,진성수기,18700000,89.047,
R26BK01473042,2026-04-23,부산광역시 동래구,2026년 맨홀 추락방지시설 설치공사(수민·안락권역),수환건설(주),107711620,90.235,
R26BK01472717,2026-04-23,충청남도 태안군,양잠1리 마을안길 포장공사,서평건설산업(주),28706325,90.335,
R26BK01473675,2026-04-23,전북특별자치도 익산시,2026년 무왕로 중앙분리대 유지관리 사업,(유)일상조경,34027570,89.963,
R26BK01473187,2026-04-23,경상북도 의성군,안티드론산업지원센터건립사업 조성부지 석면해체공사,주식회사 대찬건설,73389826,90.218,
R26BK01472742,2026-04-23,한국철도공사 회계통합센터,수송차량정비부 대차정비용 바닥판 설치,주식회사해인이엔지,53797596,89.954,
R26BK01469894,2026-04-23,경상남도 창원시 상수도사업소,칠서정수장 급속여과지 유충차단망 설치공사,주식회사 한길건설,88952200,89.98,
R26BK01468968,2026-04-23,경기도 남양주시 의회사무국,"시의회 지하공간 리모델링 및 1층 사무공간 환경 개선 공사(건축, 기계설비)",진보종합건설 주식회사,220438630,90.321,
R26BK01469558,2026-04-23,함평군농협쌀조합공동사업법인,고품질쌀유통활성화사업 가공시설현대화 기계설비공사,주식회사 아이디알시스템,2928000000,95.003,
R26BK01479588,2026-04-23,경상북도 문경시 문경새재관리사무소,미로측백나무 수종개선 공사,주식회사 녹색조경,52723200,96.0,
R26BK01480949,2026-04-23,한국농어촌공사 영산강사업단,영암제수문 섹터게이트 사이드 씰빔 보수공사,주식회사 대길산업,18700000,88.495,
R26BK01472595,2026-04-23,강원특별자치도 춘천시 서면,2026년 행복한 우리마을 조성사업(서면 방동리 1008-55일원),국도건설 주식회사,120843932,90.224,
R26BK01471263,2026-04-23,경기도 수원시 권선구,세류고가차도 도로정비공사,동호산업주식회사,29761110,91.406,
R26BK01472399,2026-04-23,경기도 고양시 일산동구,"쥐똥나무 철쭉류 등 관목 전정공사(마두, 백석, 정발산동 등)",주식회사 우신조경개발,67389000,90.325,
R26BK01472900,2026-04-23,대구광역시서부교육청 관음중학교,관음중학교 학교숲 조성공사,주식회사 미래정원,68793300,90.174,
R26BK01472974,2026-04-23,전남광주통합특별시 북구,생용동 677-16번지 일원 관로정비공사,다문토건 주식회사,179760600,90.46,
R26BK01473100,2026-04-23,한국농어촌공사 전남지역본부 함평지사,2026년 방축지구 저수지준설사업,주식회사 태형건설,167267240,90.679,
R26BK01478049,2026-04-23,한국농어촌공사 충남서부관리단,홍보지구 배수갑문 주변 안전난간 보강공사,주식회사 태화애드이엔씨,27630000,90.029,
R26BK01475113,2026-04-22,코레일유통(주),동대구역 3번출구 옆 전문점 통합공사,(주)호연씨아이,13602400,98.823,
R26BK01472114,2026-04-23,국토교통부 익산지방국토관리청 순천국토관리사무소,2026년 순천국토 북부권 도로시설물보수 연간단가공사,주식회사 미래기술산업,510524837,90.363,
R26BK01471364,2026-04-23,경기도 김포시,나진포천 수초목 제거공사,에스에이치 조경건설,71665320,90.478,
R26BK01471848,2026-04-23,전북특별자치도,2026년 대아수목원 금낭화 육성온실 보완사업,(유)금성기업,331307357,90.21,
R26BK01467505,2026-04-23,한국공항공사 김포공항,김포공항 국제선 비상전화 교체 정보통신공사,주식회사 엠스톤유넷,334482270,90.179,
R26BK01473296,2026-04-23,경상남도 밀양시,2026년도 밀양시 청사 조경 유지관리 공사,주식회사 해송건설,86338737,90.409,
R26BK01473347,2026-04-23,경상남도 밀양시,덕곡들 송수관로 정비공사,주식회사 태림건설,125707108,90.891,
