공고번호,날짜,발주기관,공고명,1순위업체,사업자번호,대표자,투찰금액,투찰률,기초금액,A값,A값적용,예가하한,예가상한,참가업체수
R26BK01656827,2026-08-28,조달청 대전지방조달청,합강중학교 신축 기계설비공사,주식회사 동위,,,2741659480,89.26,3101349000,130061513,Y,-3.0,3.0,38
R26BK01703626,2026-08-28,한국농어촌공사 충남지역본부 서산.태안지사,고남저수지 용수확보 대책시설 설치공사,주식회사 서담건설,,,24100000,91.06,,,,,,1
R26BK01694088,2026-08-28,경기도 고양시,삼송수질복원센터 1단계 탈수기 교체 사업공사(기계),(주)동인엔지니어링,,,46114480,90.317,51645000,2469708,Y,-3.0,3.0,57
R26BK01695575,2026-08-28,강원특별자치도 춘천시,2026년 춘천시 관내 도로노면표시 도색공사(석사지구),주식회사 명테크,,,129904610,90.415,141924000,9073029,Y,-3.0,3.0,105
R26BK01694857,2026-08-28,거창군산림조합,2026년 조림지 풀베기사업 2차(고제봉계외지구),유한회사 선우,,,24351920,90.018,27067000,304672,Y,-3.0,3.0,12
R26BK01691066,2026-08-28,경기도 안양시,비산지하차도 방음터널 설치공사,성진기업 주식회사,,,344840980,90.543,381760000,29584528,Y,-3.0,3.0,823
R26BK01695670,2026-08-28,제주특별자치도,제주향교 대성전 주변 배수로 정비사업  (사업소),유상건설 주식회사,,,112375000,90.544,125046000,6968122,Y,-3.0,3.0,8
R26BK01693900,2026-08-28,경상북도 봉화군,2026년 생태계교란 생물(가시박) 제거사업,녹원조경(주),,,44852510,90.538,50000000,2838340,Y,-3.0,3.0,15
R26BK01692332,2026-08-28,경기도 고양시,벽제수질복원센터 1단계 유입동 전기실 저압판넬 교체공사,주식회사 앤트,,,72876860,90.255,81375400,3872781,Y,-3.0,3.0,238
R26BK01675968,2026-08-28,조달청 대구지방조달청,중동교 재가설공사,중앙건설 주식회사,,,15259272000,85.286,17729704000,1661274351,Y,-3.0,3.0,261
R26BK01695799,2026-08-28,경기도 화성시,화성종합경기타운 관람석 PC이음 보수공사,주식회사 정무이엔씨,,,174506600,90.616,190839000,10015113,Y,-3.0,3.0,49
R26BK01688552,2026-08-28,경기도 안산시,"호수공원 제2주차장 화장실 환경개선공사(건축, 기계)",주식회사 도시공영,,,81268000,90.234,89419000,4053820,Y,-3.0,3.0,54
R26BK01695443,2026-08-28,전남광주통합특별시 나주시,"다시면행정복지센터 화장실 증축 및 리모델링 공사(건축, 기계)",(유)성민기업,,,92006250,90.427,101969000,6641027,Y,-3.0,3.0,90
R26BK01694921,2026-08-28,거창군산림조합,2026년 조림지 풀베기사업 2차(북상소정외지구),주식회사 부성임업,,,50000000,90.12,56323000,633982,Y,-3.0,3.0,12
R26BK01693908,2026-08-28,인천광역시 강화군,2026년 저수지변 쉼터 조성사업,한수그린텍(주),,,83451998,90.189,92543000,3894489,Y,-3.0,3.0,31
R26BK01696149,2026-08-28,전남광주통합특별시 여수시,돌산 항대마을 해안도로 법면 정비공사,평강건설 주식회사,,,33783000,89.913,37350000,559389,Y,-3.0,3.0,65
R26BK01689356,2026-08-28,산림청 북부지방산림청 민북지역국유림관리소,"2026년 산림복원사업(기번6, 노동) 제한경쟁입찰",주식회사 흥림임업,,,240778000,87.89,275714870,,N,-2.0,2.0,26
R26BK01693759,2026-08-28,충청북도 제천시 수도사업소,2026년 하반기 소규모수도시설 응급복구공사(단가계약),천부건설(주),,,90061600,90.336,98080000,4199400,Y,-3.0,3.0,58
R26BK01695065,2026-08-28,거창군산림조합,2026년 조림지 풀베기사업 2차(가북박암외지구),주식회사 주목,,,50057800,90.118,55041000,619559,Y,-3.0,3.0,12
R26BK01691556,2026-08-28,경상북도,2026년도 간선임도사업(영천 고경 삼귀~북안 관),대림산림개발 주식회사,,,217698620,90.296,242953000,12607119,Y,-3.0,3.0,63
R26BK01691032,2026-08-28,경기도 남양주시 상하수도관리센터,2026년 3권역 누수복구공사 단가계약(5차)(화도읍 등 2개소),덕현건설(주),,,61630899,90.287,68687000,3499490,Y,-3.0,3.0,27
R26BK01683812,2026-08-28,경상남도 거제시,아주동 한화오션 남문 일대 노후 등기구 교체 공사,더빛 주식회사,,,33365980,89.889,37385370,440034,Y,-3.0,3.0,62
R26BK01693899,2026-08-28,전남광주통합특별시 해남소방서,문내119지역대 증축 공사(통신),가가이지텍주식회사,,,44596240,90.335,49390000,2842812,Y,-3.0,3.0,485
R26BK01695259,2026-08-28,경상남도,산불특수대응단 임시청사 환경개선공사(통신),가온소프트 주식회사,,,33935350,90.103,37785000,1314350,Y,-3.0,3.0,465
R26BK01690632,2026-08-28,강원특별자치도 횡성군,횡성군폐기물종합처리장(소각시설)해체공사,(주)현대철거,,,817208290,90.556,913105000,69087712,Y,-3.0,3.0,185
R26BK01695181,2026-08-28,전남광주통합특별시 담양군,대덕면 대소산 작은도서관 조성사업(건축),제중종합건설 주식회사,,,39696330,90.042,44440000,818550,Y,-3.0,3.0,51
R26BK01690487,2026-08-28,한국철도공사 회계통합센터,경부고속선 광명역 등 14개소 구내 광케이블 개량공사,주식회사 아현정보기술,,,362775251,90.394,401863000,25389456,Y,-2.0,2.0,4306
R26BK01685207,2026-08-28,경기도교육청 경기도구리남양주교육청 광릉중학교,광릉중학교 복합특수학급 구축공사 안내 공고,주식회사 디딤건설,,,177711965,90.092,199796260,6587588,Y,-3.0,3.0,908
R26BK01694225,2026-08-28,대구광역시 달서구,송현동 287-2번지 일원 공영주차장 조성공사,주식회사 중용건설,,,86402581,90.507,96262000,7085421,Y,-3.0,3.0,268
R26BK01695433,2026-08-28,전남광주통합특별시 북구,운암제3근린공원 노후시설 정비공사,(주)오브유,,,33829978,90.32,37818000,2089079,Y,-3.0,3.0,125
R26BK01689306,2026-08-28,산림청 북부지방산림청 민북지역국유림관리소,"2026년 산림복원사업(기번4, 등대) 제한경쟁입찰",주식회사 흥광,,,252515000,87.763,288739000,,N,-2.0,2.0,26
R26BK01693811,2026-08-28,경상북도 영양군,향토유산(옥계리 금화재) 보수정비사업,주식회사 서호건설,,,122506553,91.774,134550000,7758585,Y,-3.0,3.0,2
R26BK01694691,2026-08-28,제주특별자치도 서귀포시,천제연로 일원 도로정비공사,세운건설주식회사,,,92475000,90.785,102300000,10250876,Y,-3.0,3.0,158
R26BK01694812,2026-08-28,경기도 가평군,2026년 신천4리 마을정원 조성사업,명지건설,,,82557610,90.143,91971000,1949121,Y,-3.0,3.0,14
R26BK01695688,2026-08-28,전북특별자치도 익산시,익산 문화체육센터 파크골프장 조성사업(전기),(주)이공이엔지,,,19733280,90.227,21938000,1003317,Y,-3.0,3.0,136
R26BK01691629,2026-08-28,분당서울대학교병원,스누하우스 3층 객실 증설공사(통신),수호정보통신(주),,,320949120,90.422,354662000,23461128,Y,-2.0,2.0,1886
R26BK01680113,2026-08-28,전남광주통합특별시 광양시,다압면 매각마을 취약지역 생활여건 개조사업,(주)한솔기업,,,1124697913,89.297,1272379000,61825503,Y,-3.0,3.0,897
R26BK01695569,2026-08-28,경상북도 예천군,호명 산합1리(산합지 인근) 농로 정비공사,백암건설 주식회사,,,35790820,90.422,39900000,2595823,Y,-3.0,3.0,94
R26BK01695900,2026-08-28,경상남도 통영시,2026년 조림지 풀베기사업 2차(용남지구),덕산영림(주),,,51327000,90.581,57695000,646612,Y,-3.0,3.0,9
