공고번호,날짜,발주기관,공고명,1순위업체,사업자번호,대표자,투찰금액,투찰률,기초금액,A값,A값적용,예가하한,예가상한,참가업체수
R26BK01659473,2026-08-05,전남광주통합특별시 순천시,연동삼거리 일원 도로 재포장공사,주식회사 제이엘건설,,,69407440,90.055,,1928497,Y,-3.0,3.0,50
R26BK01659072,2026-08-05,한국과학기술단체총연합회,ST Center 회의실 바닥 카펫타일 교체공사 소액수의 견적제출 안내공고,나눔유디주식회사,,,90342700,90.14,,3861010,Y,-2.0,2.0,1826
R26BK01658833,2026-08-05,경상북도교육청 경상북도상주교육지원청,상주미래교육지원센터 흙막이 가시설공사 전자입찰 공고(긴급),(주)거상건설,,,558870820,90.298,,33206244,Y,-3.0,3.0,1084
R26BK01659214,2026-08-05,부산광역시 상수도사업본부 덕산정수사업소,"덕산 제1,2,3정수장 입상활성탄여과지 정부밸브 교체공사",주식회사 하이크린,,,82753000,90.452,,6314065,Y,-3.0,3.0,759
R26BK01653655,2026-08-03,충청북도 도로관리사업소 남부지소,영동 명천지구 등 3개지구 낙석방지시설 정비사업,(주)태웅건설,,,41980000,92.005,,10051529,Y,-3.0,3.0,100
R26BK01659608,2026-08-05,경상남도 합천군,율곡 갑산~내천간 상수관로 정비사업,주목건설주식회사,,,25995000,89.987,28820000,534767,Y,-3.0,3.0,24
R26BK01658643,2026-08-05,한국농어촌공사 제주지역본부,제주형 스마트양식 클러스터 테스트베드 염지하수 착정공사,주식회사 해강종합기술,,,152146000,90.352,,9168028,Y,-3.0,3.0,24
R26BK01658071,2026-08-05,서울특별시,노원교 경관조명 신설사업 전기공사,합자회사 동성전기공사,,,249721360,90.255,,13702690,Y,-3.0,3.0,1579
R26BK01659618,2026-08-05,채비(주),26년 무공해차 전환 브랜드사업(1차) 특별한렌트카 충전시설 구축공사,주식회사 케블러스,,,13951300,100.0,,,,,,1
R26BK01657800,2026-08-05,경기도 성남시,2026년 바닥형 보행신호등 유지관리공사,주식회사 이디엔씨(ED&C),,,60967942,90.454,,4248992,Y,-3.0,3.0,192
R26BK01659515,2026-08-05,경상남도 진주시,진성 중촌천 재해복구공사,보성종합건설주식회사,,,2268777210,89.272,,118518656,Y,-3.0,3.0,638
R26BK01653898,2026-08-05,서울특별시 여성가족재단,서울여성플라자 출입문 개선 공사(건축) (2인이상 견적 수의계약),(주)케이엠비건설,,,110702990,90.058,,3746350,Y,-3.0,3.0,166
R26BK01659681,2026-08-05,전남광주통합특별시 순천시,2026년 하반기 1권역 하수도 긴급 복구공사(총액 단가계약),청수건설 주식회사,,,45103900,90.334,49995000,1839842,Y,-3.0,3.0,11
R26BK01659615,2026-08-05,경상북도 청도군,우산리딱재들용배수로개체공사,각남건설(주),,,106118740,90.381,,7159699,Y,-3.0,3.0,44
R26BK01656424,2026-08-05,경상북도 경주시,강동 도시계획도로(소2-18) 개설공사,금오건설(주),,,59614650,90.7,,6104381,Y,-3.0,3.0,129
R26BK01637174,2026-08-05,경상남도 창원시,동읍 자여 체육시설 조성공사(장기계속),구룡종합건설 주식회사,,,1336746000,89.659,,121015672,Y,-3.0,3.0,690
R26BK01657574,2026-08-05,경기도 수원시,"2026년 버스승강장 유지관리 공사(단가계약, 1구역)",주식회사 다우건설,,,44606375,90.405,,2644416,Y,-3.0,3.0,35
R26BK01656423,2026-08-05,경찰청 경찰병원,경찰병원 영상의학과 의료기기 도입 기반시설 개선공사(소방),주식회사 엠브이피소방,,,58392549,90.223,,3015129,Y,-2.0,2.0,538
R26BK01658892,2026-08-05,경기도 여주시,대신면 계림리 배수관로 확장공사(입찰대행),에이스건설(주),,,29814191,90.182,,1362763,Y,-3.0,3.0,69
R26BK01657732,2026-08-05,대통령경호처,시설개선 공사,주식회사 다인아이디,,,20694900,89.943,,439073,Y,-2.0,2.0,704
R26BK01658404,2026-08-05,경기도 안성시,2026년 숲길 정비사업(하반기),안성시산림조합,,,80873100,90.714,,5330013,Y,-3.0,3.0,2
R26BK01657908,2026-08-05,서울특별시 관악구,2026년  가로수 생육환경 개선사업,을묘종합건설(주),,,246847030,90.345,,15977961,Y,-3.0,3.0,384
R26BK01659643,2026-08-05,전남광주통합특별시 순천시,[민간대행] 2026년 어린이집 기능보강 사업,(주)원영,,,26890730,90.031,,532046,Y,-3.0,3.0,46
R26BK01667398,2026-08-05,서울특별시 물재생센터 난지물재생센터,슬러지1처리장 2계열 가스교반기 리프팅 빔 설치 공사,(주) 맑은나라,,,24680000,89.997,,,,,,1
R26BK01635815,2026-08-05,조달청 인천지방조달청,[긴급] (가칭)영종학교 신축 정보통신 공사(계속비),주식회사 다올정보통신,,,1342830775,89.462,,94606941,Y,-3.0,3.0,475
R26BK01657708,2026-08-05,한국철도공사 회계통합센터,경부선 영동역 엘리베이터 3호기 교체공사,동양승강기주식회사,,,77639000,90.804,,8101893,Y,-2.0,2.0,27
R26BK01653628,2026-08-05,경기도 고양시,2026년 일산호수공원 쉼카페 건축공사,(주）유일산업개발,,,807868900,90.311,,36859364,Y,-3.0,3.0,1399
R26BK01658125,2026-08-05,전남광주통합특별시 화순군,장애인직업재활시설 소방시설 및 근무환경 개선 공사(소방공사),주식회사범호전력,,,87681428,90.282,,4913080,Y,-3.0,3.0,16
R26BK01653308,2026-08-05,대구도시개발공사,2026년 매입임대주택 시설물 보수공사(2권역),(주)진덕종합건설,,,886348000,90.365,,58836105,Y,-3.0,3.0,406
R26BK01656007,2026-08-05,울산광역시 울주군,"2026년 하반기 울주군 교통시설 정비공사(단가계약, 전기)",두성기전이엔지 주식회사,,,39287289,90.382,,2460991,Y,-3.0,3.0,346
R26BK01655211,2026-08-05,한국철도공사 회계통합센터,전기차량정비부 테니스장 개량공사,진선건설 주식회사,,,250555000,90.039,,3988885,Y,-2.0,2.0,21
R26BK01656674,2026-08-05,경상북도 경주시,율동(내남로) 도시계획도로 구조개선공사,서연종합건설(주),,,122497670,91.102,,16643337,Y,-3.0,3.0,71
R26BK01659598,2026-08-05,경상남도 합천군,서산지구(계림천) 제방정비사업 (추가분),주식회사 부강,,,73056432,90.287,81020000,4169990,Y,-3.0,3.0,76
R26BK01654490,2026-08-05,한국골프과학기술대학교 산학협력단,[강원앵커 2-1] 스크린골프 실습장 구축 공사 경쟁 입찰,아이앤지건설 주식회사,,,232359120,90.186,,11081375,Y,-2.0,2.0,848
R26BK01639940,2026-08-05,충북대학교병원,충북대학교병원 노후 주차시설 개선공사(건축),도양건설 주식회사,,,2927487520,89.379,,184483440,Y,-2.0,2.0,462
R26BK01652532,2026-08-05,경기도교육청 경기도용인교육지원청,용인한일초 급식실 현대화공사,주식회사 엠엔종합건설,,,579136942,90.26,,32207257,Y,-3.0,3.0,1412
R26BK01616733,2026-08-05,조달청 경남지방조달청,배둔지구 하수도정비 중점관리지역 침수예방사업,정우종합건설 주식회사,,,10009250000,87.2,,1073640809,Y,-3.0,3.0,65
R26BK01666457,2026-08-05,서울특별시 서부공원여가센터,2026년 서서울호수공원 가족화장실 조성공사,주식회사 한울건설,,,52000000,100.0,,,,,,1
R26BK01658263,2026-08-05,울산광역시강북교육청 호계초등학교,"2026년 호계초 환경개선공사(놀이공간 조성, 상담실 이전, 국악실 방음) 수의계약 안내공고",주식회사 와이에스디자인그룹,,,102533108,90.032,,2848491,Y,-3.0,3.0,129
R26BK01637062,2026-08-05,경상남도 창원시,마산운동장 그린빗물인프라 조성공사(장기계속),푸름종합건설 주식회사,,,1110474000,90.203,,159149685,Y,-3.0,3.0,699
R26BK01657228,2026-08-05,경상북도교육청 경상북도경주교육지원청,화랑중학교 본관동 외벽개선공사 견적제출 안내 공고,영일산업개발(주),,,59887481,90.312,,2684702,Y,-3.0,3.0,7
R26BK01637412,2026-08-05,조달청 인천지방조달청,서울도시철도7호선 청라국제도시 연장 002정거장 정보통신공사,(주)경동정보기술,,,1549951400,89.423,,102132955,Y,-3.0,3.0,470
R26BK01657061,2026-08-05,경기도교육청 경기도연천교육지원청 온골유치원,온골유치원 진입로 포장공사 소액수의 전자견적 제출 공고,산양환경건설 주식회사,,,75000000,97.93,,1635940,Y,-3.0,3.0,111
R26BK01657511,2026-08-05,경상북도교육청 경상북도구미교육지원청,석적고등학교 지붕개체 및 기타공사 입찰 공고,주식회사 청호종합건설,,,471463310,90.384,,32436277,Y,-3.0,3.0,855
R26BK01655222,2026-08-05,울산광역시 울주군,상북면 이천리 마을복지회관 리모델링 공사(건축),유한회사 오승,,,91673320,90.274,,5193774,Y,-3.0,3.0,130
R26BK01655711,2026-08-05,전남광주통합특별시교육청 전남광주통합특별시완도교육지원청,소안중 별관동 내진보강 및 리모델링 전기공사,주식회사 광명전기,,,87905433,90.433,,5387361,Y,-3.0,3.0,30
R26BK01667374,2026-08-05,한국농어촌공사 충북지역본부 음성지사,음성 평곡지구 지하수개발 시추조사,주식회사 재경건설,,,18700000,88.265,,,,,,1
R26BK01667427,2026-08-05,강원특별자치도 원주시,지정면 간현리 146-16번지 일원 마을안길 소교량 재설치공사,동원건설주식회사,,,39000000,90.148,,,,,,1
R26BK01635755,2026-08-05,조달청 강원지방조달청,반도체공동연구소 신축 통신공사,(주)모든하이테크,,,414552300,90.43,,30589593,Y,-2.0,2.0,409
R26BK01655990,2026-08-05,경기도 부천시 오정구,2026년 오정구 풍수해 대비 빗물받이 준설공사,(주)대솔이앤지,,,85222900,90.3,,3880597,Y,-3.0,3.0,50
R26BK01657504,2026-08-05,경기도교육청 경기도평택교육지원청,서탄초 내수분교장 옥상방수공사,에스엔에스건설(주),,,75506000,90.47,,3484961,Y,-3.0,3.0,35
R26BK01657989,2026-08-05,전북특별자치도 장수군,"장수군 조림지 풀베기사업 (번암1지구,2차) 수의계약 안내공고",유한회사 천지,,,34791000,90.022,,437186,Y,-3.0,3.0,16
R26BK01630101,2026-08-05,조달청 광주지방조달청,국립호남권생물자원관 1차년도 조경경관 개선공사,주식회사 아이비건설,,,692005300,90.256,,35633967,Y,-2.0,2.0,87
R26BK01657190,2026-08-03,한국석유공사,곡성지사 탱크게이지 시스템 교체공사,한국에머슨 주식회사,,,59400000,94.335,,,,,,1
R26BK01666869,2026-08-05,한국농어촌공사 충남지역본부 세종대전금산지사,연동양수장 기계설비 보수공사,현대정밀,,,19280000,,,,,,,1
R26BK01658088,2026-08-05,대전광역시 동구,홍도동상점가 공영주차장 진입로 개선공사,(주)동인건설산업,,,68276500,90.137,,2860952,Y,-3.0,3.0,133
R26BK01658084,2026-08-05,경기도 용인시,수지고앞교차로 교통체계 개선공사(전기),주식회사 제일일렉,,,77594200,90.347,,4965055,Y,-3.0,3.0,272
R26BK01657967,2026-08-05,서울대학교,서울대학교 기계시설물 유지보수공사(2026년 3차 연간단가),고려가스산업(주),,,89295500,90.254,,4576083,Y,-2.0,2.0,23
R26BK01658250,2026-08-05,경기도 남양주시 공원녹지관리사업소,"2026년 하반기 공원 및 녹지관리사업(공사)-다산1동 근린공원 2호, 다산수변공원 1호",동화조경,,,38091450,90.316,,2300788,Y,-3.0,3.0,78
R26BK01608972,2026-08-05,대구도시개발공사,군위군 아이사랑키움터 건립 소방공사,(주)갑산전기,,,478687000,90.324,,,,,,202
R26BK01658687,2026-08-04,국토교통부 원주지방국토관리청 정선국토관리사무소,국도31호선 영월 상동 낙석 응급복구공사,국도개발 주식회사,,,387572757,89.745,,,,,,1
R26BK01657226,2026-08-05,부산광역시 건설안전시험사업소,서구 낙동남로 대티터널 일원 등 2개소 포장보수공사,(주)부흥건설,,,76303810,89.993,,1983608,Y,-3.0,3.0,250
R26BK01666183,2026-08-05,산림청 국립산림과학원,홍릉시험림 임도 구조개량 사업,포천시산림조합,,,196822000,89.999,,,,,,1
R26BK01655186,2026-08-05,태권도진흥재단,태권도원 버추얼 태권도 훈련센터 리모델링 공사(정보통신),주식회사 에스이씨,,,177934730,90.255,,9807774,Y,-2.0,2.0,360
R26BK01656379,2026-08-05,경상북도 경주시,"주정차 금지구역 교통안전시설물 정비공사(단가계약, 3회)",주식회사 에스엠건설,,,73700900,90.122,,2947451,Y,-3.0,3.0,65
R26BK01657714,2026-08-05,전남광주통합특별시교육청 숭의과학기술고등학교,숭의과학기술고등학교 융합관(후면) 외벽교체공사,서이건설 주식회사,,,166642262,90.527,,13818784,Y,-3.0,3.0,69
R26BK01658574,2026-08-05,태권도진흥재단,태권도원 버추얼 태권도 훈련센터 리모델링 공사(소방),주식회사 재현산업,,,7447060,90.127,,289152,Y,-2.0,2.0,151
R26BK01658655,2026-08-05,충청남도 건설본부 건설사업부 서부사무소,[예산]위임국도 32호 대덕교 등 3개소 보수보강공사,지오기술 주식회사,,,172937144,92.194,,44785123,Y,-3.0,3.0,980
R26BK01641324,2026-08-05,조선대학교병원,호남권 감염병전문병원 구축 공사 관급공사 강당마감공사,세동건설주식회사,,,229734320,90.344,,13347380,Y,-2.0,2.0,60
R26BK01653785,2026-08-05,서울특별시 금천구,2026년 안양천 기후대응 도시숲 조성 공사,주식회사 화담조경,,,319132000,90.259,,17004347,Y,-3.0,3.0,420
R26BK01657668,2026-08-05,경기도 성남시,분당구 공원 화장실 시설개선공사(나들이공원),(주)경부산업,,,100423000,90.011,,2871896,Y,-3.0,3.0,92
R26BK01652548,2026-08-05,서울특별시 동대문구,배봉산공원 이용시설 개선공사,현대조경개발홀딩스 주식회사,,,207892000,90.502,,16924964,Y,-3.0,3.0,335
R26BK01641651,2026-08-05,울산광역시 울주군,서생 진하1리 마을안길 정비공사,주식회사 유현산업개발,,,89131900,90.199,,4105008,Y,-3.0,3.0,151
R26BK01652958,2026-08-05,강원특별자치도교육청 강원특별자치도춘천교육지원청,춘천초 교실 및 급식소 증축 통신공사,주식회사 지원방송,,,426732640,90.379,,29225801,Y,-3.0,3.0,416
R26BK01650268,2026-08-05,전남광주통합특별시 영암군,신북지구 명동제 수리시설 개보수사업,주식회사 세하건설,,,879162000,90.454,,67179772,Y,-3.0,3.0,926
R26BK01655891,2026-08-05,서포농업협동조합,[긴급] 서포농협 주유소 신축공사 입찰공고 (전기공사),주식회사 에이원전력,,,41300000,43.169,96000000,,N,-3.0,3.0,35
R26BK01658595,2026-08-05,전북특별자치도 산림환경연구원,2026년 대아수목원 시설물 보완공사,주식회사 미르투스,,,64244574,90.102,,2399224,Y,-3.0,3.0,378
R26BK01654118,2026-08-05,경기도 여주시,"여주도시계획도로(대로2류6호, 역세권 연결) 가설도로 개설공사",(주)삼화건설,,,51281750,90.221,,2593346,Y,-3.0,3.0,43
R26BK01651474,2026-08-05,경기도교육청,(가칭)포천특수학교[구 영중초] 석면해체제거공사,주식회사 신의환경,,,56158408,89.922,,1055269,Y,-3.0,3.0,219
R26BK01656295,2026-08-05,경기도 용인시 처인구,2026년 처인구 가로등 유지보수 연간단가공사(5권역_2차),대성건설,,,128760262,90.409,,4506200,Y,-3.0,3.0,277
R26BK01659599,2026-08-05,전남광주통합특별시 나주시,왕곡 에코권역 진입도로 보수공사,(주)이엠건설(E.M),,,29685728,90.03,,646774,Y,-3.0,3.0,39
R26BK01655564,2026-08-05,서울특별시교육청 이화여자대학교병설미디어고등학교,과학실 및 진로상담실 환경개선 건축 공사,주식회사 이월에이앤아이,,,64121048,89.951,,1436254,Y,-3.0,3.0,1186
R26BK01658626,2026-08-05,충청남도 서산시,덕지천동 경로당(마을회관) 신축공사(계약 대행),(유)백상,,,342331000,90.326,,19964428,Y,-3.0,3.0,41
R26BK01658429,2026-08-05,인천광역시 검단구,2026년 어린이보호구역 교통안전시설물 설치사업,지에스씨개발엔지니어링(주),,,46225790,90.33,,2730966,Y,-3.0,3.0,31
R26BK01657578,2026-08-05,경기도 수원시,"2026년 버스승강장 유지관리 공사(단가계약, 2구역)",주식회사 다우건설,,,44606375,90.394,,2644416,Y,-3.0,3.0,35
R26BK01657865,2026-08-05,법무부 서울지방교정청 원주교도소,신축 원주교도소 보안동 등 창문 철격자 설치 공사,프라임건설,,,82481000,89.934,,1525665,Y,-2.0,2.0,87
R26BK01647196,2026-08-05,울산광역시 울주군,"2026년 울주군 관내 도로 연간 유지보수공사(포장, 서부권)(2차)",서원건설(주),,,406179170,90.39,,27898305,Y,-3.0,3.0,122
R26BK01650025,2026-08-05,부산광역시 기장군,문오성 파크골프장 조성사업,성림종합건설(주),,,386659380,90.196,,18833937,Y,-3.0,3.0,160
R26BK01666184,2026-08-05,한국농어촌공사 충남지역본부 당진지사,송전1-2-0호 용수지선 암거 보수 등 5개소 유지관리공사,나로건설(주),,,19800000,93.158,,,,,,1
R26BK01658642,2026-08-05,대구광역시교육청,대구공업고등학교 외부환경개선공사,(주)예진,,,44058950,90.217,,2064317,Y,-3.0,3.0,201
R26BK01658492,2026-08-05,대전광역시교육청 대전광역시동부교육지원청,대전석교초 등 2교(동대전중) 승강기교체 및 기타공사(전문),주식회사 보천,,,100456470,90.239,,5196662,Y,-3.0,3.0,61
R26BK01655154,2026-08-05,강원특별자치도 춘천시 상하수도사업본부,2026년 상수도시설물 보수공사 단가계약(1권역)(2차),(합)대호건설,,,183327524,90.632,,8474763,Y,-3.0,3.0,21
R26BK01658768,2026-08-05,대구광역시동부교육청 대구중앙중학교,대구중앙중학교 2026년 교육환경개선사업 소방시설공사,(주)동도이엔지,,,24033500,90.291,,1383805,Y,-3.0,3.0,214
R26BK01655192,2026-08-05,충청북도 도로관리사업소,2026년 괴산 풀깎기 정비공사,(주)도영건설,,,32702000,90.257,,1802305,Y,-3.0,3.0,254
R26BK01655349,2026-08-05,울산광역시 울주군,상북면 이천리 마을복지회관 리모델링 공사(전기),월드이엔텍(주),,,31045714,90.331,,1922920,Y,-3.0,3.0,355
R26BK01657859,2026-08-05,충청남도 건설본부 건설사업부 북부사무소,[천안]국지도23호 교통사고 잦은 곳 개선공사(전기),주식회사대산전력,,,128233200,90.347,,8321721,Y,-3.0,3.0,1130
R26BK01655257,2026-08-05,충청북도 도로관리사업소,"2026년 괴산,진천 풀깎기 정비공사",유수조경건설 주식회사,,,33211336,90.263,,1855504,Y,-3.0,3.0,252
R26BK01665983,2026-08-05,서울특별시 동대문소방서,2026년 비상소화장치함 교체 및 이설 공사,주식회사건일씨엔에스,,,16390000,95.831,,,,,,1
R26BK01658916,2026-08-05,국토교통부 부산지방국토관리청 포항국토관리사무소,국도4호선 경산 하양~금호 단구간 확장공사 전기공사,주식회사 보원,,,277720133,90.4,,19598604,Y,-2.0,2.0,1358
R26BK01655020,2026-08-05,대구광역시 중구,2026년도 선교사 스윗즈주택 보수공사,(주)예당건설,,,177445000,90.315,,10082673,Y,-3.0,3.0,45
R26BK01647316,2026-08-05,울산광역시 울주군,"2026년 울주군 관내 도로 구조물 연간 보수공사[구조물(범서, 두동)](2차)",엠에스산업개발 주식회사,,,225655000,90.095,,8439925,Y,-3.0,3.0,132
R26BK01643530,2026-08-05,경기도교육청 경기도광명교육지원청,광명광덕초 온동네 돌봄교육센터 확장 구축 전기공사,주식회사부영전기,,,103235026,90.399,,7227065,Y,-3.0,3.0,87
R26BK01654347,2026-08-05,경상북도청송교육청 청송여자중학교,청송여자중학교 본관동 외 3동 전기간선설치 지중화 전기공사,주식회사 해밀이엔지,,,192511396,90.168,,8795780,Y,-3.0,3.0,1268
R26BK01659087,2026-08-05,충청북도 제천시,한수면 덕곡·서창리 취약지역 생활여건 개조사업 마을회관 리모델링 전기공사,씨케이파워텍 주식회사,,,65838375,90.429,,3909565,Y,-3.0,3.0,80
R26BK01659392,2026-08-05,경상남도 거제시,2026년 가로수 이식공사(동부산촌지구 외 1개소),(주)하나건설조경,,,49357500,90.101,55341000,584626,Y,-3.0,3.0,25
R26BK01657570,2026-08-05,전북특별자치도 장수군,2026년 도지정문화유산 백장선생유적 외삼문 지붕보수 공사 수의계약 안내공고,유한회사 아라건설,,,24611000,90.074,27444000,331415,Y,-3.0,3.0,2
R26BK01657568,2026-08-05,경기도 수원시,영통 매탄권역 청소년시설 조성공사(통신),은하수정보통신 주식회사,,,36699260,90.302,,2143190,Y,-3.0,3.0,108
R26BK01656298,2026-08-05,충청남도 농업기술원 딸기연구소,"딸기연구소 관리사 리모델링 공사(건축, 기계)",주식회사 서휘건설,,,151993210,90.285,,8800877,Y,-3.0,3.0,427
R26BK01654921,2026-08-05,강원특별자치도교육청 강원특별자치도홍천교육지원청,홍천농고 영농학교 축제대상 실습실 개선사업 기계설비공사 관급자재 냉난방기 설치공사 견적 제출 공고,주식회사 천일냉동공조설비,,,123573400,90.456,,5237283,Y,-3.0,3.0,7
R26BK01657936,2026-08-05,충청남도 부여군,월명산권역 저온저장시설 개보수공사(기계설비),(주)대웅산업,,,52912000,90.145,,1271721,Y,-3.0,3.0,5
R26BK01608646,2026-08-05,대구도시개발공사,군위군 아이사랑키움터 건립 정보통신공사,(주)성일,,,280803010,90.386,,,,,,324
R26BK01657523,2026-08-05,경상북도 구미시,[가칭]구미먹거리허브 인테리어 공사,(주)벧엘건축,,,135837630,90.278,,7585505,Y,-3.0,3.0,77
R26BK01659446,2026-08-05,전북특별자치도 정읍시,도시재생사업(우리동네살리기)보행안전환경정비공사,유한회사 한라산업개발,,,25968270,90.217,,1282457,Y,-3.0,3.0,63
R26BK01658559,2026-08-05,전남광주통합특별시 강진군,병영면 하고리 주차장 조성공사,주식회사 도운건설,,,29368847,89.939,,619971,Y,-3.0,3.0,22
R26BK01655203,2026-08-05,전북특별자치도 군산시,옥도면 방축도 안길 재포장공사,유한회사 정건설,,,68646500,90.036,,1827590,Y,-3.0,3.0,49
R26BK01608888,2026-08-05,대구도시개발공사,군위군 아이사랑키움터 건립 전기공사,(주)벽경,,,591299140,90.364,,,,,,661
R26BK01658634,2026-08-05,부경대학교,용당캠퍼스 공동구 안전환경 조도개선 전기공사,炫盛電氣 株式會社,,,100886810,90.271,,5726628,Y,-2.0,2.0,886
R26BK01654979,2026-08-05,서울특별시,서울시립대학교 창의혁신관 외관개선 공사,주식회사 한샘테크닉스,,,607940922,90.301,,35872233,Y,-3.0,3.0,367
R26BK01657932,2026-08-05,충청남도,마량진항 북방파제 경관조명 보수 전기공사,오룡전기주식회사,,,170974810,90.351,,11151433,Y,-3.0,3.0,903
R26BK01658814,2026-08-05,전남광주통합특별시교육청 전남여자상업고등학교,전남여상고 출입문 교체공사,주식회사 금강건설산업,,,68285330,89.995,,1703405,Y,-3.0,3.0,248
R26BK01658176,2026-08-05,한국농어촌공사 충남지역본부 부여지사,창리지구 배수장 성능개선사업 건축기계공사,일산종합건설 주식회사,,,274778000,90.867,304040000,26774546,Y,-2.0,2.0,6
R26BK01654097,2026-08-05,경상북도교육청 경상북도포항교육지원청,상대초등학교 후관동 장애인용승강기 설치 소방공사 소액수의 견적제출 공고,대웅기전주식회사,,,34214340,90.387,,2013021,Y,-3.0,3.0,41
R26BK01608956,2026-08-05,조달청 전북지방조달청,월봉지구 배수개선사업 토목공사,(유)승화,,,4366286900,89.677,,396018667,Y,-2.0,2.0,313
R26BK01653712,2026-08-05,한국환경보전원,2026년 1차 영산강·섬진강수계 수변녹지 조성 및 유지관리공사 1구역,건호건설주식회사,,,861465463,90.204,,41604619,Y,-2.0,2.0,336
R26BK01653810,2026-08-05,한국환경보전원,2026년 1차 영산강·섬진강수계 수변녹지 조성 및 유지관리공사 2구역,연우조경 주식회사,,,726798672,90.194,,35258119,Y,-2.0,2.0,339
R26BK01656407,2026-08-05,경상북도 경주시,산내 대현4리 경로당 진입도로 확장공사,주식회사 일신토건,,,24107350,90.954,,3072188,Y,-3.0,3.0,130
R26BK01658567,2026-08-05,경기도 남양주시 공원녹지관리사업소,"2026년 하반기 공원 및 녹지관리사업(공사)-다산1동 근린공원8호, 다산선형공원",주식회사 시현산업,,,40148460,90.318,,2409575,Y,-3.0,3.0,78
R26BK01656334,2026-08-05,청양군산림조합,2026년 1년차 조림지 풀베기사업(화성지구),주식회사 청산,,,79369000,90.877,,964326,Y,-3.0,3.0,9
R26BK01665739,2026-08-05,강원개발공사,양구종합스포츠타운 실내테니스장 BF보완공사,주식회사태윤,,,50527320,92.0,,,,,,1
R26BK01665770,2026-08-05,한국농어촌공사 전남지역본부 함평지사,2026년 월야용수지선외 12개소 철구조물 보수공사,주식회사 성우산업,,,19690000,89.724,,,,,,1
R26BK01658539,2026-08-05,경기도교육청 경기도의정부교육지원청,경기북과학고 기숙사동 및 본관동 배면창호 외부 코킹공사 소액수의 견적 제출 안내 공고,주식회사 서원산업,,,80323450,90.237,,4020887,Y,-3.0,3.0,102
R26BK01655559,2026-08-05,전남광주통합특별시 종합건설본부,2026년 도로 하부 공동 복구 연간단가계약 공사(2차),주식회사 다비전산업개발,,,43816484,90.357,,2813901,Y,-3.0,3.0,104
R26BK01652270,2026-08-05,서울특별시 영등포구,구립율산경로당 리모델링 공사(건축·기계),(주)삼익플랜,,,215561459,90.282,,12265231,Y,-3.0,3.0,134
R26BK01653855,2026-08-04,(주)강원랜드,밸리탑 자연관찰로 보수공사,진광조경주식회사,,,44755000,90.443,,3063497,Y,-2.0,2.0,27
R26BK01655359,2026-08-05,충청남도 서천군,서천군 청년센터 리모델링 공사(건축),영원건설 주식회사,,,73063507,90.188,,2340155,Y,-3.0,3.0,13
R26BK01657836,2026-08-05,전남광주통합특별시교육청 숭의과학기술고등학교,숭의과학기술고등학교 야외 운동장 스탠드 개선공사,제희건설 주식회사,,,154518900,90.676,,15451794,Y,-3.0,3.0,132
R26BK01653014,2026-08-05,울산광역시 울주군,에너지융합 일반산업단지 내 공원정비사업(소공원 제102호),주식회사 연정종합조경,,,193943620,90.157,,8472098,Y,-3.0,3.0,174
R26BK01655351,2026-08-05,충청남도 서천군,길산천 외 6개소 하도정비사업,진우토건(주),,,85936000,91.663,,6851977,Y,-3.0,3.0,12
R26BK01657092,2026-08-05,부산광역시 서구,구덕 제2수원지 일원 시설물 정비 사업(2차),주식회사 상목건설,,,105088288,90.449,,6733204,Y,-3.0,3.0,209
R26BK01657857,2026-08-05,연세대학교 미래캠퍼스,"제1,2창업보육센터 기술창업 지원 공간 환경개선 공사(건축)",주식회사 기상,,,45826497,90.091,,1062529,Y,-2.0,2.0,13
R26BK01655176,2026-08-05,충청북도 옥천군 옥천읍,옥천읍 귀죽리 농로 보수공사,수인건설(주),,,25415287,90.246,,1366982,Y,-3.0,3.0,71
R26BK01656618,2026-08-05,전북특별자치도 무주군,식물공장 신축(전기)공사,주식회사 소망,,,60848670,90.251,,3188028,Y,-3.0,3.0,17
R26BK01658041,2026-08-05,전북특별자치도 장수군,"장수군 조림지 풀베기사업 (천천지구,2차)수의계약 안내공고",(주)더포레,,,60857050,89.918,,760871,Y,-3.0,3.0,16
R26BK01659013,2026-08-05,국토교통부 부산지방국토관리청 포항국토관리사무소,국도28호선 경주 강동 인동 외 1개소 교차로 개선 전기공사,삼보전력 주식회사,,,116463250,90.354,,7643591,Y,-2.0,2.0,1364
R26BK01657363,2026-08-05,부산광역시교육청 부산광역시서부교육지원청,신평초등학교 임시교사(모듈러교사) 설치 기계설비공사,(주)태양이엔지,,,58441000,90.214,,2947767,Y,-3.0,3.0,309
R26BK01657919,2026-08-05,충청남도교육청 충청남도부여교육지원청,한국식품마이스터고등학교 햇빛이음 태양광 발전설비 전기공사,주식회사 우송전기,,,48289449,90.274,,2735406,Y,-3.0,3.0,54
R26BK01604936,2026-08-05,조달청,소안-구도간 연도교 개설공사,지에스건설 주식회사,,,135686000000,99.841,,8144982066,Y,-3.0,3.0,4
R26BK01656213,2026-08-05,청양군산림조합,"2026년 2~3년차 조림지 풀베기사업 2차(목, 청남지구)",유한회사 성전임업,,,18873833,89.984,,235725,Y,-3.0,3.0,9
R26BK01657938,2026-08-05,충청남도 태안군,산후2리 마을회관 재건축공사(입찰대행),주식회사 태산씨엠건설,,,334917680,90.371,,15118407,Y,-3.0,3.0,18
