공고번호,날짜,발주기관,공고명,1순위업체,사업자번호,대표자,투찰금액,투찰률,기초금액,A값,A값적용,예가하한,예가상한,참가업체수
R26BK01600283,2026-07-01,부산광역시 강서구,대저1동 SK진흥주유소~남해고속도로간 도로개설공사(4차),하동건설 주식회사,,,188825620,90.841,,,,,,
R26BK01597191,2026-07-01,부산광역시교육청 부산광역시북부교육지원청,구학초등학교 급식실현대화 및 식당시설확충 기계설비공사,(주)실행건설,,,437883230,90.24,,,,,,
R26BK01601045,2026-07-01,대구광역시 군위군,선곡3리 세천 정비공사,주식회사 유로건설,,,90694830,90.256,,,,,,
R26BK01599146,2026-07-01,충청북도교육청 충청북도진천교육지원청,"진천상산초 외 1교(진천중, 만승초) 바닥보수 및 기타공사 소액수의 견적공고",(주)해광,,,101691000,90.49,,,,,,
R26BK01609355,2026-07-01,해양경찰청,26년 노후 무기고 스마트 관리시스템 구축공사,주식회사 코닥트,,,114644300,97.0,,,,,,
R26BK01609523,2026-07-01,서울특별시 서울아리수본부 강남수도사업소,방배가압장 사무공간 소음 및 진동 개선 공사,이이공아키텍츠,,,37772000,97.938,,,,,,
R26BK01602857,2026-07-01,경기도 안양시,안양종합운동장 테니스장 환경개선 공사,국일내외건축(주),,,65405900,89.968,,,,,,
R26BK01609058,2026-07-01,한국농어촌공사 경북지역본부 영천지사,상암양수장 외 4개소 기계설비 보수 공사,(주)대광기공,,,8880000,80.007,,,,,,
R26BK01599777,2026-07-01,경기도 안양시 만안구,2026년 만안구 관내 도로시설물 보수공사(연간단가) 2차,자연엔지니어링(주),,,72429265,90.388,,,,,,
R26BK01603105,2026-07-01,강원특별자치도교육청 강원특별자치도속초양양교육지원청,양양초 교사2동 환경개선공사,다은건설 주식회사,,,97819685,90.451,,,,,,
R26BK01596972,2026-07-01,경기도교육청 경기도동두천양주교육지원청,경기도동두천양주교육지원청 1권역 유무선 네트워크 개선 3차 정보통신(배관·배선)공사,주식회사 조은시스템,,,381904361,90.39,,,,,,
R26BK01594627,2026-07-01,경기도교육청 낙생고등학교,낙생고등학교 조리실 증축공사,탑이십일건설(주),,,958448990,90.277,,,,,,
R26BK01602578,2026-07-01,충청북도 제천시,시민공원 분수대 쉼터 정비사업,주식회사 창조조경,,,45786070,89.915,,,,,,
R26BK01601742,2026-07-01,경상남도 창원시 상수도사업소,마산합포구 진동면 인곡리 949-1 일원 지방상수도 공급공사,미래산업 주식회사,,,47683420,91.13,,,,,,
R26BK01602503,2026-07-01,경상북도교육청 경상북도포항교육지원청,죽장초등학교 외 1교(구정초) 창호개체 및 기타공사 소액수의 견적제출 공고,종문건설 주식회사,,,157756000,90.319,,,,,,
R26BK01598101,2026-07-01,한국철도공사 회계통합센터,★실적제한/철도신호기술자보유★2026년 대구본부 신호기장치 보수공사,주식회사 다온전력,,,381427740,90.247,,,,,,
R26BK01600588,2026-07-01,충청남도 천안시,2026년 국가하천(곡교천) 제방도로 예초공사,주식회사 한성파크,,,46494500,90.434,,,,,,
R26BK01597097,2026-07-01,경기도교육청 경기도광주하남교육지원청,경안중 교사동 내부 도장공사,주식회사 재운,,,87566480,90.061,,,,,,
R26BK01603491,2026-07-01,전북특별자치도교육청 전북특별자치도김제교육지원청,김제농생명마이스터고 실습1동 외 1동(격납고) 내진보강 및 기타공사,주식회사 벧엘산업개발,,,44501633,90.235,,,,,,
R26BK01608066,2026-07-01,서울특별시 중부공원여가센터,남산청사 중대시민재해 화장실 환경 개선공사,(주)효성에너지팜,,,18880920,90.0,,,,,,
R26BK01609742,2026-07-01,서울특별시 서울시립대학교,중앙도서관 노후 냉난방기 교체 공사,주식회사 윤성이지텍,,,52155000,95.0,,,,,,
R26BK01610322,2026-07-01,한국농어촌공사 경기지역본부 강화옹진지사,한강물 광성양수장 외 5개소 초음파수위계 유지보수 공,최고이엔씨 주식회사,,,43900000,91.898,,,,,,
R26BK01610381,2026-07-01,한국농어촌공사 강원지역본부 홍천.춘천지사,신동2지구 유지관리 공사,범우건설(주),,,15998000,89.997,,,,,,
R26BK01602883,2026-07-01,경상남도 고성군 보건소,고성군 통합건강관리지원센터 조성사업 공사(통신),알파,,,112496070,90.487,,,,,,
R26BK01602680,2026-07-01,강원특별자치도 정선군,삼탄아트마인 전시시설(원시미술관) 콘텐츠 보강사업(전기),주식회사한진전기공사,,,32263956,90.392,,,,,,
R26BK01566880,2026-07-01,교육부 국사편찬위원회,노후 소방시설 교체공사,(주)유진소방,,,77036600,90.257,,,,,,
R26BK01603177,2026-07-01,경상북도 포항시,흥해읍 용곡리 경로당 신축공사(건축),주식회사 백두종합건설,,,361512839,90.326,,,,,,
R26BK01595780,2026-07-01,충청남도 서천군,마산면 이사리 배수로 정비공사,주식회사 대상건설,,,64798000,90.282,,,,,,
R26BK01610047,2026-07-01,한국농어촌공사 경기지역본부 평택지사,오산용수간선외 5개소 안전대책시설 설치공사,주식회사 씨에스건설,,,34000000,91.891,,,,,,
R26BK01600330,2026-07-01,경기도교육청 경기도화성오산교육지원청,화성신동중 공간드림공사 소액수의 견적제출,한신종합건설 주식회사,,,179242000,90.823,,,,,,
R26BK01600021,2026-07-01,충청북도 단양군,단성면 두항리 지하수 개발공사,주식회사 보성수,,,53017390,90.27,,,,,,
R26BK01609261,2026-07-01,국립공원공단 다도해해상국립공원사무소,2026년 다도해해상 덕포명품마을 태양광 발전장치 인버터 교체,지케이 주식회사,,,15109000,97.995,,,,,,
R26BK01602543,2026-07-01,서울특별시,북서울꿈의숲 노후 야외운동공간 정비공사,주식회사 해뜰,,,268680000,91.451,,,,,,
R26BK01603494,2026-07-01,전북특별자치도교육청 전북특별자치도김제교육지원청,광활초 포장 및 기타공사,주식회사 제이티이엔지,,,138288300,90.265,,,,,,
R26BK01602796,2026-07-01,충청북도 청주시,문동리 산26-2 일원 급수(신설)공사,주식회사 성현건설,,,24561830,90.672,,,,,,
R26BK01602981,2026-07-01,경기도 고양시,부촌어린이공원 흙향기 맨발길 조성사업,한아름조경(주),,,67036000,89.902,,,,,,
R26BK01597362,2026-07-01,전북특별자치도교육청 전북특별자치도군산교육지원청,군산남초 후관동 화장실 수선 및 기타 기계설비공사,주식회사 에프엠지,,,257620000,90.335,,,,,,
R26BK01610341,2026-07-01,한국농어촌공사 경남지역본부 김해.양산.부산지사,가산양배수장 외 6개소 안전대책시설 설치공사,주식회사 부광산업,,,19000000,90.338,,,,,,
R26BK01610023,2026-07-01,한국농어촌공사 경남지역본부 거창.함양지사,신원면 기초생활거점조성사업 통신공사,주식회사 문화전력,,,45000000,90.048,,,,,,
R26BK01598533,2026-07-01,서울교통공사,아현역 등 8개역 정화조실 노후 맨홀 덮개 설치공사,주식회사 동연기업,,,26414050,89.933,,,,,,
R26BK01598488,2026-07-01,경찰청,경찰청 가스소화설비 및 화재감지기 신설 공사,화신엔지니어링(주),,,79240200,89.955,,,,,,
R26BK01610372,2026-07-01,한국농어촌공사 경기지역본부 강화옹진지사,한해대책을 위한 강화2양수장 송수관로 보수공사,주식회사다은건설,,,16100000,90.5,,,,,,
R26BK01601663,2026-07-01,국립한국교통대학교,국립한국교통대학교 인문사회관 노후화장실 환경개선공사,주식회사 성현건설,,,210635110,90.329,,,,,,
R26BK01609632,2026-07-01,국가유산청 국립고궁박물관,국립고궁박물관 수장고 공조기 보수공사,(주)센추리이엔지,,,6710000,89.946,,,,,,
R26BK01602269,2026-07-01,인천광역시 종합건설본부,송도 9공구 아암물류단지 진입도로 개설공사(잔여분),정원도시안전진단 주식회사,,,3138177670,89.472,,,,,,
R26BK01601229,2026-07-01,충청남도 서산시,서산시 시청사 건립사업 지장물(1차) 철거공사,지에이치건설 주식회사,,,497722000,90.352,,,,,,
R26BK01601834,2026-07-01,경상북도 포항시 맑은물사업소,긴급 생활민원(남구) 하수도 준설공사(하반기),(유)종운환경,,,89145036,91.282,99000000,,,,,
R26BK01610327,2026-07-01,한국농어촌공사 충남지역본부 부여지사,2026년 군수송수관로 긴급복구공사,주식회사 신성건설,,,8874000,90.0,,,,,,
R26BK01610583,2026-07-01,한국농어촌공사 경기지역본부 김포지사,신곡양배수장 등 2개소 농업기반시설 배전설비 교체공사,주식회사 에이스엘이디,,,25128000,94.998,,,,,,
R26BK01601594,2026-07-01,대전광역시교육청 대전광역시동부교육지원청,대전글꽃중 교실수선 및 기타 전기공사,주식회사넥스트인,,,61391662,90.323,,,,,,
R26BK01589876,2026-07-01,서울특별시 강서구,원당근린공원 외 2개소 노후화장실 등 환경개선사업,원석이엔씨(주),,,177302000,90.273,,,,,,
R26BK01610276,2026-07-01,한국농어촌공사 충남지역본부 부여지사,중정3배수장 외 6개소 TM/TC 원격소 설비 보수공사,주식회사 비알인포텍,,,19701000,90.0,,,,,,
R26BK01609987,2026-07-01,한국농어촌공사 경기지역본부 평택지사,포승용수간선등 19개소 안전대책시설 설치공사,다산건설(주),,,40000000,93.174,,,,,,
R26BK01601263,2026-07-01,충청남도 서천군,서천2지구 지방관리방조제 개보수사업,대륙종합건설주식회사,,,3401600600,89.308,,,,,,
R26BK01596056,2026-07-01,인천교통공사,인천1호선 임학역 3번출구 에스컬레이터 설치공사(계속비),주식회사고려에레베이터,,,481656300,90.199,,,,,,
R26BK01602786,2026-07-01,강원특별자치도 정선군,북평대체산업단지 임대공장 철거공사,(주)삼립,,,60700980,89.956,,,,,,
R26BK01591408,2026-07-01,조달청 대전지방조달청,2026년 정부세종청사 1~2동 외부경관개선 공사,(주)태전건설,,,541431533,90.447,,,,,,
R26BK01609017,2026-07-01,경기도 이천시 환경수자원국 하수과,중리동 169-1번지 외 1개소 하수관로 긴급정비공사,주식회사 지오산업개발,,,48897000,90.909,,,,,,
R26BK01596966,2026-07-01,서울시설공단,2026년 서초고가 외 2개소 보수공사,삼종건설(주),,,599400000,91.344,,,,,,
R26BK01600858,2026-07-01,인천광역시 종합건설본부,드림로~원당대로간 도로개설 신호등 설치 공사,주식회사 태흥전력,,,200398801,90.368,,,,,,
R26BK01599977,2026-07-01,국립공주대학교 산업과학대학,국립공주대학교 예산캠퍼스 산업과학관 화장실개선 전기공사,뉴그린에너지주식회사,,,151229498,90.48,,,,,,
R26BK01600429,2026-07-01,부산대학교,넉넉한터 스탠드 환경개선 토목공사,주식회사 나현종합건설,,,685559630,90.437,,,,,,
R26BK01601978,2026-07-01,국토교통부 대전지방국토관리청 논산국토관리사무소,2026년 논산국토 관내 남부권역 일상유지관리공사,주식회사 우정종합건설,,,356553770,90.377,,,,,,
R26BK01602300,2026-07-01,충청북도 보은군,학림1리 마을안길 정비공사,주식회사 우진건설,,,33178000,90.407,,,,,,
R26BK01602498,2026-07-01,대구광역시교육청 대구광역시동부교육지원청,"대구파동초등학교 외 2교(동일초,자연누리유) 급식실 환기시설개선 전기공사",주식회사 현대솔라원,,,66612860,90.287,,,,,,
R26BK01597680,2026-07-01,인천광역시,2026년 어린이보호구역 신호기 설치공사(북부권역),주식회사 창연건설,,,635161940,90.366,,,,,,
R26BK01602956,2026-07-01,강원특별자치도교육청 강원특별자치도속초양양교육지원청,현남중 장애인화장실 및 승강기 증축공사,유진종합건설(주),,,225118570,95.947,,,,,,
R26BK01600368,2026-07-01,서울특별시서부교육청 서울소의초등학교,서울소의초등학교 어린이활동공간 개선공사 소액수의 견적제출 안내공고,주식회사 에이치와이건축,,,142449400,90.017,,,,,,
R26BK01599438,2026-07-01,경기도교육청 경기도군포의왕교육지원청,"의왕부곡초 외2교(곡란중, 흥진고) 석면해체제거공사",윤성건설 주식회사,,,55838051,91.064,,,,,,
R26BK01601762,2026-07-01,경기도 성남시,성남물빛정원 미디어아트 특화거리 조성사업 전기공사,주식회사 세네카,,,62061265,90.376,,,,,,
R26BK01601506,2026-07-01,강원특별자치도 춘천시,제2안식의 집(봉안당) 건립공사(조경),주식회사 류하조경,,,47652840,89.89,,,,,,
R26BK01602019,2026-07-01,경상북도안동교육청 풍산중학교,풍산중학교 교사동(학록당) 증축 및 리모델링 건축공사,대세종합건설 주식회사,,,1218098980,89.348,,,,,,
R26BK01596820,2026-07-01,경상남도 창원시,진해아트홀 내부 시설개선공사,정상산업개발 주식회사,,,901728000,90.224,,,,,,
R26BK01588855,2026-07-01,조달청 제주지방조달청,고성능GPU 클러스터 및 AI 인프라 구축 공사(전기),주식회사 다영전기통신,,,257680290,90.184,,,,,,
R26BK01596944,2026-07-01,충청남도교육청 충청남도공주교육지원청,공주마이스터고등학교 기숙사 간이스프링쿨러 소방시설공사,주식회사 신동아이엠에스,,,309535760,90.369,,,,,,
R26BK01601044,2026-07-01,충청북도 청주시 흥덕구,오송읍 생태하천 산책로 환경개선사업,주식회사 진솔산업,,,53938950,90.327,,,,,,
R26BK01610554,2026-07-01,한국농어촌공사 전남지역본부 영광지사,신월지구 수원공 수리시설개보수사업 폐통부 보수보강공사,(주)이정건설,,,36000000,90.0,,,,,,
R26BK01602564,2026-07-01,부산광역시 남구,(공립)한누리어린이집 시설개선사업 공사,신광이엔씨(주),,,88540850,89.939,,,,,,
R26BK01601460,2026-07-01,경상남도 고성군,마암 자연재해위험개선지구 정비사업 전기공사,주식회사 정훈산업,,,354367393,90.392,,,,,,
R26BK01601894,2026-07-01,경기도 수원시,수원시 노동자종합복지관 시설개선공사(전기),현하이텍주식회사,,,20672420,90.387,,,,,,
R26BK01610417,2026-07-01,한국농어촌공사 경기지역본부 여주.이천지사,용풍저수지 인공습지(2호침강지) 퇴적토사 준설공사,현지건설 주식회사,,,16600000,92.222,,,,,,
R26BK01601469,2026-07-01,화순군산림조합,2026년 조림지풀베기사업(이양1지구),유한회사 재영산업,,,87037016,90.773,,,,,,
R26BK01601863,2026-07-01,경기도 고양시,2026년 급수설비 교체 및 폐전 연간단가 공사(덕양구역-2차),신도실업(주),,,134591990,90.18,,,,,,
R26BK01602444,2026-07-01,전북특별자치도 김제시,원평천 황곡마을 호우피해 복구공사,그린건설(주),,,60951610,90.201,,,,,,
R26BK01601819,2026-07-01,한국콘텐츠진흥원,[긴급]한국문화기술기획평가원 사무공간 실내 공사(소방),일산종합건설 주식회사,,,132323000,90.412,,,,,,
R26BK01603073,2026-07-01,경북 안동시산림조합,"2026년 조림지 풀베기사업 (2026년 조림지-와룡외지구/1회,2회베기)",주식회사 플러스 임업,,,41277000,90.443,,,,,,
R26BK01601729,2026-07-01,울산광역시교육청 울산광역시강남교육지원청,삼산초 등 3교 상업용 주방자동소화장치 설치 소방공사,주식회사 광명,,,44069750,89.995,,,,,,
R26BK01603532,2026-07-01,경상남도 하동군,두곡 저수지 정비사업,태우건설 주식회사,,,227362764,90.669,,,,,,
R26BK01597494,2026-07-01,경기도 의왕시,의왕시 맨홀추락방지시설(1공구_삼동) 설치공사,승용토건(주),,,457872540,90.593,500906000,,,,,
R26BK01603010,2026-07-01,경북 안동시산림조합,"2026년 조림지 풀베기사업 (2026년 조림지-길안구수배방천지지구/1회,2회베기)",주식회사호연임업,,,42069085,90.346,,,,,,
R26BK01591116,2026-07-01,경찰청 경기도남부경찰청,성남수정경찰서 신흥지구대 증축공사 [건축/기계/토목],주식회사 태온종합건설,,,341746200,90.279,,,,,,
R26BK01598809,2026-07-01,한국농어촌공사 충남지역본부 예산지사,삽교하포지구 소규모농촌개발사업 교량설치공사,비에스건설 주식회사,,,288201516,90.859,,,,,,
R26BK01602520,2026-07-01,충청북도 보은군,회남면 사음리 수초재배섬 철거공사,주식회사 수림조경,,,78224500,90.648,,,,,,
R26BK01597885,2026-07-01,경상남도교육청 경상남도창원교육지원청,완월초등학교 본관동 천장교체 및 기타공사 입찰 공고,미성창호금속 주식회사,,,270350690,90.317,,,,,,
R26BK01610859,2026-07-01,경기도 용인시,[수의시담]2026년 회전교차로 설치공사(삼계교밑사거리)(전기),주식회사 경기전력건설,,,46864000,90.0,,,,,,
R26BK01598191,2026-07-01,학고을 관광 농장,특화작목(표고버섯)들녘특구 조성사업(표고버섯 재배하우스 신축),(주)두리엔지니어링,,,72076210,90.412,,,,,,
R26BK01596630,2026-07-01,경기도 양주시,양주 회암사지 보수정비공사,선혜종합건설 주식회사,,,228000000,90.522,,,,,,
R26BK01602677,2026-07-01,한국농어촌공사 전북지역본부 무진장지사,반월지구 취약지역생활여건개조사업 토목건축기계공사,유한회사 금강종합건설,,,1295342584,89.307,,,,,,
R26BK01599228,2026-07-01,경상북도 경주시 맑은물사업본부,자연재해 위험지구 맨홀추락방지시설 설치(안강 1유역),주식회사 무궁화건설,,,108842500,90.806,,,,,,
R26BK01599358,2026-07-01,경상북도 경주시 맑은물사업본부,자연재해 위험지구 맨홀추락방지시설 설치(안강 3유역),주식회사 협신개발,,,110251162,90.806,,,,,,
R26BK01601543,2026-07-01,한국수산자원공단 남해본부,2026년 사천시 소규모바다목장 사다리꼴 인공어초 제작 및 설치,태산종합건설 주식회사,,,150885140,90.359,,,,,,
R26BK01603254,2026-07-01,경기도 광주시,2026년 변위경사계 IoT센서 알람장치 설치사업,주식회사 나우스넷,,,151079650,90.005,,,,,,
R26BK01601559,2026-07-01,경상북도교육청 경상북도포항교육지원청,양학초등학교 모듈러교실 제작 설치 및 구매에 따른 기타공사 긴급입찰 공고,(주)민영,,,433535880,90.264,,,,,,
R26BK01601622,2026-07-01,전북특별자치도 군산시,2026년 노후 교통신호등 교체 및 정비공사,유한회사 알파,,,310119830,90.33,,,,,,
R26BK01600740,2026-07-01,부산광역시 연제구,연제구 맨홀 추락방지시설 설치공사(1구역),주식회사 다경건설산업,,,179555500,90.021,,,,,,
R26BK01600151,2026-07-01,경기도교육청 경기도시흥교육지원청,서해초 교사동 공간드림공사 2인 이상 견적제출 수의계약 안내공고,주식회사 에스제이건설,,,152438200,90.177,,,,,,
R26BK01596575,2026-07-01,환경에너지솔루션 주식회사,양천자원회수시설 공장동 및 경비실 냉난방기 교체,(주)우리기연,,,111174610,90.047,,,,,,
R26BK01610242,2026-07-01,한국농어촌공사 전남지역본부 목포.무안.신안지사,"의산2배수장 외 3개소 주변 안전대책시설(안전난간, 안전발판) 설치공사",주식회사 미로,,,7983000,90.0,,,,,,
R26BK01575711,2026-07-01,부경신항수산업협동조합,"부경신항주유소 건립공사(건축, 토목, 위험물설치공사)",대연종합건설 주식회사,,,1329742548,85.512,,,,,,
R26BK01598078,2026-07-01,동의대학교 산학협력단,(동의대학교 산학협력단) 성파글로벌관 7~8층 동의글로벌대학 강의실 조성공사(건축+기계설비),주식회사 만연건설,,,289000000,48.363,,,,,,
R26BK01602491,2026-07-01,경기도 평택시,도시지역 빈집정비사업 공사,대주건설 주식회사,,,67669000,90.042,,,,,,
R26BK01610959,2026-07-01,서울특별시 서울아리수본부 암사아리수정수센터,2정수지 밸브 전원반 이설 공사,주식회사 장천이엔씨,,,31779000,92.783,,,,,,
R26BK01601736,2026-07-01,강원특별자치도 홍천군,두촌면 자은3리 농어촌 취약지역 생활여건 슬레이트지붕 개량 공사,주식회사 거봉,,,34236230,90.659,,,,,,
R26BK01611052,2026-07-01,한국농어촌공사 경남지역본부 창녕지사,남부지소 계성지구 외 3지구 권양기일체식 수문 설치 및 보수 공사,주식회사 세한기공,,,7676000,89.255,,,,,,
R26BK01601143,2026-07-01,괴산증평산림조합,2026년 덩굴제거사업(1차),유한회사 산이임업,,,35049667,90.199,,,,,,
R26BK01602276,2026-07-01,서울특별시 송파구,서울 방이동 고분군 외벽석축 타일 보수정비 공사,(주)진강건설,,,78273700,90.647,,,,,,
R26BK01597284,2026-07-01,재단법인 세종창조경제혁신센터,세종특별자치시 나성동 AI융합창업보육센터 구축 인테리어 공사(실내건축),피에이엘건축디자인,,,110668930,90.036,121892000,,,,,
R26BK01601909,2026-07-01,전남광주통합특별시 영광군,2026년 영광군 공립요양병원 창호·유리 교체공사,유한회사 다온,,,57087252,90.055,,,,,,
R26BK01600499,2026-07-01,부산대학교,부산대학교 새벽벌도서관 태양광발전설비 설치 전기공사,범아전기(주),,,73991900,90.173,,,,,,
R26BK01600292,2026-07-01,울산광역시 울주군,울주병원(군립병원) 교차로 버스승강장·신호기 전기공사,태양전력,,,42416157,90.449,,,,,,
R26BK01601779,2026-07-01,부산광역시교육청 부산광역시북부교육지원청,명덕초등학교 교무실개선 및 기타공사,미강건설산업 주식회사,,,104731570,90.257,,,,,,
R26BK01600366,2026-07-01,울산광역시 울주군,범서 점촌교 앞 사거리 교차로 개선공사,신우토건 주식회사,,,50643400,90.967,,,,,,
R26BK01600073,2026-07-01,대전광역시교육청 대전광역시서부교육지원청,대전장대중 외벽교체 및 기타공사,(합)형제건설산업,,,211221854,90.319,,,,,,
R26BK01598671,2026-07-01,경기도교육청 경기도부천교육지원청,소사고 교사동 옥상방수공사,코스카코리아 주식회사,,,238294300,90.249,,,,,,
R26BK01602062,2026-07-01,화순군산림조합,2026년 조림지풀베기사업(한천고시외지구),주식회사 전남산림개발공사,,,54992000,90.31,61280000,,,,,
R26BK01601578,2026-07-01,전북특별자치도 전주시 완산구,곰솔나무 인도개설공사,유한회사 여도건설,,,32053800,90.885,,,,,,
R26BK01602541,2026-07-01,양산시산림조합,2026년 덩굴제거사업(1차)-선리대리영포지구,주식회사 태성산림,,,78572000,89.868,,,,,,
R26BK01602712,2026-07-01,부산광역시교육청 경일고등학교,경일고등학교 화변기교체 및 기타공사(재공고),(주)명가건설,,,87358978,90.1,,,,,,
R26BK01598385,2026-07-01,부산광역시교육청,학교행정지원본부 환경개선 정보통신공사,주식회사허브정보통신,,,134186803,90.362,,,,,,
R26BK01603167,2026-07-01,충청북도 충주시,2026년밤나무해충드론방제사업(3지구),주식회사 보성산림,,,73767700,95.207,,,,,,
R26BK01599430,2026-07-01,경상북도 경주시 맑은물사업본부,자연재해 위험지구 맨홀추락방지시설 설치(안강 4유역),동화개발(주),,,103216200,90.865,,,,,,
R26BK01602094,2026-07-01,서울특별시교육청 서울특별시성북교육지원청 서울장곡초등학교,서울장곡초등학교 체육관 벽체 및 학생휴게공간 환경개선 공사 수의계약 견적서 제출 안내 공고,홀릭컴퍼니 주식회사,,,116842600,90.014,,,,,,
R26BK01601064,2026-07-01,대구광역시 군위군,거매3지구 농공단지 뒤 남천 준설공사,(주)윤성건설,,,180229400,90.171,,,,,,
R26BK01601756,2026-07-01,경상북도교육청 경상북도포항교육지원청,학천초등학교 창문개체공사 긴급입찰 공고,주식회사경북건업,,,463747790,90.231,,,,,,
R26BK01602730,2026-07-01,제주특별자치도 서귀포시,서귀포시 현수막게시대 도정슬로건 정비공사(동부지역),오라미공사,,,64678300,90.016,,,,,,
R26BK01595150,2026-07-01,강원특별자치도 인제군 상하수도사업소,인제군 공공하수처리시설 6개소 시설물 보강공사,(주)영서종합건설,,,524080966,90.314,,,,,,
R26BK01601917,2026-07-01,국토교통부 대전지방국토관리청 논산국토관리사무소,2026년 논산국토 관내 북부권역 일상유지관리공사,강산건설 주식회사,,,356169289,90.375,,,,,,
R26BK01603186,2026-07-01,경기도 광주시,중원터널 환기계측기 개선공사(기계),(주)상신엔지니어링,,,164538450,90.03,,,,,,
R26BK01601384,2026-07-01,충청남도 서천군,홍원마을 주민복지회관 조성사업(건축),주식회사 성우종합건설,,,463319470,90.313,,,,,,
R26BK01598981,2026-07-01,경기도교육청 경기도광주하남교육지원청,하남경영고등학교 교실바닥 보수공사,주식회사 디자인플랫,,,94095000,90.196,,,,,,
R26BK01601919,2026-07-01,부산광역시교육청 부산광역시서부교육지원청,사남초등학교 복도중창교체 및 기타공사(긴급),주식회사 조은도시건설,,,638260820,90.361,,,,,,
R26BK01602247,2026-07-01,서울올림픽기념국민체육진흥공단 경륜경정총괄본부,경륜경정총괄본부 지사 노후 TV모니터 및 CCTV 교체공사,호스트웨이아이디씨(주),,,97822228,90.391,,,,,,
R26BK01600532,2026-07-01,부산대학교,부산대학교 중앙도서관(구관) 태양광발전설비 설치 전기공사,(주)대성산전,,,40907696,90.156,,,,,,
R26BK01602924,2026-07-01,경기도 양주시,홍죽2리 마을회관 일원 보도설치공사,선진건설(주),,,53310220,90.23,,,,,,
R26BK01597753,2026-07-01,한국농어촌공사 경북지역본부 칠곡지사,석적읍 농촌중심지활성화사업 전기공사,(주)신화건설,,,415634000,90.411,,,,,,
R26BK01601847,2026-07-01,충청남도 천안시,천안 각원사 소조보살좌상 주변정비공사(전기),(주)신성전설,,,36411639,90.255,,,,,,
R26BK01597715,2026-07-01,한국농어촌공사 경북지역본부 상주지사,개운지구(저수지준설) 수리시설개보수사업 토목공사,주식회사 참진,,,279175315,90.287,,,,,,
R26BK01602013,2026-07-01,화순군산림조합,2026년 조림지풀베기사업(동면외지구),(주)우리산업,,,68718100,90.316,77077000,,,,,
R26BK01602031,2026-07-01,화순군산림조합,2026년 조림지풀베기사업(사평운산외지구),주식회사 코스모스산림,,,85073700,90.306,93655000,,,,,
R26BK01598019,2026-07-01,경기도 평택시 송탄출장소,장당지구 지상경사로 캐노피 설치공사,주식회사승일실업,,,829161330,90.213,,,,,,
R26BK01602707,2026-07-01,국립금오공과대학교,도서관 AI 메이커스페이스실 외 5실 환경 개선 공사(건축),주식회사 스틸학,,,97373710,90.078,,,,,,
R26BK01589433,2026-07-01,경상국립대학교,통영캠퍼스 제2생활관 바닥난방 교체 건축공사,영신산업 주식회사,,,112023640,90.457,,,,,,
R26BK01584086,2026-07-01,경기도동두천교육청 양주덕현초등학교,양주덕현초등학교 체육관바닥 교체공사 소액수의 전자견적 제출 공고,주식회사 이담,,,65476850,89.986,,,,,,
R26BK01603065,2026-07-01,경상남도교육청 경상남도창원교육지원청,양덕여자중학교 다목적강당 승강기 설치 전기공사,원전기공사,,,16368300,90.163,,,,,,
R26BK01602465,2026-07-01,전북특별자치도 전주시,동완산동 새뜰마을 주민공동이용시설 리모델링공사(건축),주식회사 우미,,,146406000,90.255,,,,,,
R26BK01590730,2026-07-01,조달청 충북지방조달청,국립한국교통대학교 청아생활관 스프링클러 설치 소방공사,한국전설(주),,,769887656,90.32,,,,,,
R26BK01602714,2026-07-01,양산시산림조합,2026년 덩굴제거사업(1차)-원동물금어곡지구,주식회사 산림법인에코트리,,,86280000,89.899,,,,,,
R26BK01601251,2026-07-01,경상북도 경주시,경주 월정교 관람환경시설 개선사업,주식회사 태성종합건설,,,54771563,90.205,,,,,,
R26BK01581085,2026-07-01,한국농어촌공사 경남지역본부 거창.함양지사,신원면 기초생활거점조성사업 토목건축공사,광개토건설 주식회사,,,1648210000,89.376,,,,,,
R26BK01601405,2026-07-01,충청남도 아산시,국도21호선 하부공간 족구장 조성공사,현무토건주식회사,,,50569900,90.377,,,,,,
R26BK01596015,2026-07-01,충청남도 서천군,마산면 신장리 사면정비공사,주식회사 더원건설,,,69381200,90.163,,,,,,
R26BK01597409,2026-07-01,서울특별시 서초구,반포천(동작역~반포2교) 경관개선 사업,유희공간(주),,,246640400,90.155,,,,,,
R26BK01599295,2026-07-01,경상북도 경주시 맑은물사업본부,자연재해 위험지구 맨홀추락방지시설 설치(안강 2유역),삼봉건설(주),,,102885500,90.979,,,,,,
R26BK01601618,2026-07-01,충청남도 서천군,홍원마을 주민복지회관 조성사업(통신),주식회사 알파앤오메가,,,21190540,90.583,,,,,,
R26BK01610987,2026-07-01,대전광역시교육청 대전광역시서부교육지원청,대전변동중 등 2교(대전하기초) 내진보강 및 기타 정보통신공사,에이스이엔지주식회사,,,9845000,90.98,,,,,,
R26BK01603192,2026-07-01,경상북도 안동시,녹전면 원천리(리도204호) 확포장공사,주식회사 탑건건설,,,97696420,90.195,,,,,,
R26BK01602789,2026-07-01,제주특별자치도 서귀포시,서귀포시 현수막게시대 도정슬로건 정비공사(서부지역),그린종합광고,,,64359000,90.084,,,,,,
R26BK01603288,2026-07-01,경기도 평택시,2026년 경기 선형공원 조성사업,(주)봉림조경,,,108894000,90.345,,,,,,
