공고번호,날짜,발주기관,공고명,1순위업체,사업자번호,대표자,투찰금액,투찰률,기초금액,A값,A값적용,예가하한,예가상한,참가업체수
R26BK01601867,2026-07-03,조달청 인천지방조달청,2026년 냉매회수 전문가 양성교육 운영,스텔라,,,106429780,90.216,,,,,,
R26BK01607594,2026-07-03,강원특별자치도 영월군,북면 공기리 소규모급수시설 정비공사 폐기물처리용역 수의견적 제출안내 공고(입찰대행),성원환경합자회사,,,20980000,90.946,23122000,,,,,
R26BK01606588,2026-07-03,강원특별자치도 원주시,2026년 혁신도시 행복마당 이동식 물놀이장 운영관리 및 시설임차 용역,주식회사 명진이엔지,,,71041940,88.202,80188000,,,,,
R26BK01574800,2026-07-03,전북특별자치도교육청 부안고등학교,2026학년도 부안고등학교 1학년 수학여행 위탁용역,(유)국제여행사,,,79949000,85.607,,,,,,
R26BK01527608,2026-07-03,경기도교육청 경기도화성오산교육청 원동초등학교,원동초등학교 외부운반 위탁급식(벌크식) 납품업체 선정,(주)세종캐터링,,,367579940,92.48,,,,,,
R26BK01614874,2026-07-03,국립공원공단 북한산국립공원사무소,북한산 탐방로 및 산성계곡 무장애 탐방로 정비사업 실시설계 용역,디스퀘어(주),,,18000000,95.137,,,,,,
R26BK01574568,2026-07-03,부산광역시교육청 부산해마루학교,2026학년도 부산해마루학교 수학여행 위탁용역 입찰공고,(주)센텀뉴부산관광,,,33390000,94.726,,,,,,
R26BK01603381,2026-07-03,인천광역시교육청 인천광역시남부교육지원청,인천남부초 급식조리실 환기설비개선 기계설비공사 재해예방기술지도용역,주식회사글로벌안전컨설팅,,,692868,90.02,,,,,,
R26BK01602611,2026-07-03,전북특별자치도 전주시,전주권 광역폐기물 매립 및 정비사업(5단계) 재해예방 기술지도 용역,미래안전기술원,,,34519000,88.091,39239200,,,,,
R26BK01605802,2026-07-03,충청남도 아산시,2026년 빈집정비사업 건설폐기물 운반·처리 용역(농촌4권역),(주)아산환경,,,27214700,88.362,,,,,,
R26BK01615324,2026-07-03,한국석유관리원,수송용 수소 수급 영향 분석 및 대응전략 연구 용역(가격협상),주식회사 큐에스에프,,,96800000,97.777,,,,,,
R26BK01614328,2026-07-03,연세대학교 미래캠퍼스,2024 재외국민 특별전형 자격검토 프로그램 임대 용역,주식회사 유이즈소프트,,,5800000,87.878,,,,,,
R26BK01607818,2026-07-03,경기도,문호~수입 도로확포장공사 소규모재해영향평가 용역,해주엔지니어링 주식회사,,,50621000,88.02,,,,,,
R26BK01607211,2026-07-03,서울특별시교육청 서울특별시교육청융합과학교육원,2026 수학·과학 교사를 위한 기계학습 및 딥러닝 이해 직무연수 위탁 운영 용역,윤경월드,,,30928350,88.006,35061000,,,,,
R26BK01554643,2026-07-03,여수광양항만공사,광양항 자동화부두 구축사업 기반시설공사(전기) 책임감리용역,(주)세종기술단,,,1185976000,82.447,,,,,,
R26BK01606583,2026-07-03,강원특별자치도교육청 강원특별자치도춘천교육지원청,[1권역] 봄봄유 외 16교 냉난방기 필터세척 용역,주식회사 소영프로젝트,,,19635403,90.065,,,,,,
R26BK01602236,2026-07-03,신용보증기금,2026년도 신용보증기금 업무용 차량 임차용역 발주,에스케이렌터카 주식회사,,,1122738000,83.347,,,,,,
R26BK01503952,2026-07-03,서울특별시 양천구,신월1-13-3 소구역 하수관로 정비사업 기본 및 실시설계 용역,주식회사 도화엔지니어링,,,1276200000,79.999,,,,,,
R26BK01607037,2026-07-03,경기도 군포시,2026년 신도시지역 물놀이터 운영관리 용역,무지개환경개발,,,93799000,88.377,,,,,,
R26BK01603352,2026-07-03,경기도 평택시,"금암교 재가설공사 기본 및 실시설계 건설사업관리(설계단계) 용역(장기계속,전체분)",주식회사 티에스케이,,,97919900,87.898,,,,,,
R26BK01614654,2026-07-03,서울특별시교육청 서울특별시성동광진교육지원청,서울신양초 교사동 내진보강 제3자 검토용역,모원구조기술사사무소 주식회사,,,15615000,90.0,,,,,,
R26BK01593005,2026-07-01,한국마사회,2026년 한국마사회 장외발매소 영향평가 용역,주식회사 엔알에스노브,,,80000000,96.34,,,,,,
R26BK01607618,2026-07-03,전남광주통합특별시 무안군,무안 시니어친화형 국민체육센터 건립 건축공사 감리 용역,건축사사무소 동행,,,29183550,88.026,,,,,,
R26BK01613287,2026-07-03,서울특별시 서울시립대학교 산학협력단,사회적가치 성과측정을 위한 성과지표 사전설계 액셀러레이팅,마이오렌지 주식회사,,,10430000,97.934,,,,,,
R26BK01566142,2026-07-03,경기도교육청 이천제일고등학교,2026학년도 이천제일고등학교 2학년 숙박형 현장체험학습 위탁용역  입찰 공고,주식회사 바로커뮤니티,,,184792500,78.321,235794500,,,,,
R26BK01612107,2026-07-03,조달청 인천지방조달청,비점오염저감시설 사후관리 강화를 위한 관리제도 개선(안) 마련 연구,(사)한국물환경학회,,,288000000,100.0,,,,,,
R26BK01606647,2026-07-03,울산광역시교육청 울산광역시강북교육지원청,가온중 석면해체·제거작업 감리용역,주식회사유성건축사사무소,,,5574400,90.53,,,,,,
R26BK01604745,2026-07-03,강원특별자치도 자연환경연구공원,2026년 자연환경연구공원 제초관리 용역 변경 수의견적제출 안내공고,주식회사 푸른숲맑은숲,,,39275200,88.052,,,,,,
R26BK01606621,2026-07-03,강원특별자치도교육청 강원특별자치도춘천교육지원청,[2권역] 만천유 외 18교 냉난방기 필터세척 용역,춘천방역,,,19497500,90.038,21826000,,,,,
R26BK01605413,2026-07-03,서울특별시교육청 서울특별시성동광진교육지원청,자양고 인조잔디 및 외부환경개선 폐기물처리용역,(주)씨.에스,,,27709000,88.027,31438000,,,,,
R26BK01605998,2026-07-03,경찰청,수사지원 포털 고도화3차 사업 정보시스템 감리,주식회사 테크원,,,16402000,89.052,18394600,,,,,
R26BK01605972,2026-07-03,서울특별시,긴급차량 우선신호 시스템 확대사업 감리 용역,(주)부광네트워크,,,29075800,88.041,,,,,,
R26BK01602196,2026-07-03,조달청 대전지방조달청,국립소방연구원 공주청사 이전 이사용역,사단법인 국민장애인복지협의회 온누리,,,156769638,86.265,,,,,,
R26BK01615923,2026-07-03,한국어촌어항공단,어촌어항재생사업 성과 홍보영상 제작 용역,(주)엘비즈코리아,,,15200000,95.0,,,,,,
R26BK01607310,2026-07-03,전북특별자치도 부안군,청림 공공하수도 기술진단,주식회사 자연과환경,,,56125690,88.477,63179000,,,,,
R26BK01584081,2026-07-01,조달청 인천지방조달청,온라인 채용시스템 구축,주식회사 이노디스,,,93500000,,,,,,,
R26BK01606982,2026-07-03,한국어촌어항공단,남서해지사 안전재생1팀 업무용차량 임차,케이카 주식회사,,,30096000,88.823,34200000,,,,,
R26BK01607041,2026-07-03,울산광역시교육청,2026년 대한민국 과학.수학.정보교사 콘퍼런스 연계 교원 역량강화 워크숍 위탁 용역,주식회사 티월드,,,29943000,88.332,,,,,,
R26BK01603179,2026-07-03,인천광역시 서해구,가좌2지구 우수저류시설 설치사업 폐기물(폐토사) 처리 용역,(주)임송이앤지,,,830321550,85.531,,,,,,
R26BK01604064,2026-07-03,세종특별자치시교육청 세종특별자치시교육청학교지원본부,복합업무지원센터 실내 인테리어 공사 기본 및 실시설계 용역,주식회사 오즈건축사사무소,,,69315918,88.026,,,,,,
R26BK01607533,2026-07-03,경상북도 포항시,죽도시장 상가번영회 앞 아케이드 설치 실시설계 용역,시민건축사사무소,,,87843600,88.004,99450000,,,,,
R26BK01556511,2026-07-03,서울시설공단,홍지문‧정릉터널 제연설비 성능개선 설계용역,(주)주성지앤비,,,371715500,87.893,,,,,,
R26BK01567581,2026-07-03,조달청,(가칭)천안업성2초등학교 외 1교 신축공사 건설사업관리용역,주식회사 길종합건축사사무소이엔지,,,2139295000,80.207,,,,,,
R26BK01613600,2026-07-03,조달청,2026년도 공공기관 개인정보 보호수준 평가 지원,(주)씨드젠,,,924000000,99.891,,,,,,
R26BK01597231,2026-07-03,산업통상부 울산자유무역지역관리원,울산자유무역지역 내 예초 및 고사목 벌목 용역,(주)천수산업,,,26198500,88.001,,,,,,
R26BK01611383,2026-07-03,조달청,제4358주년 개천절 경축식 행사 대행,주식회사 메가온,,,293900000,99.965,,,,,,
R26BK01613952,2026-07-03,서울교통공사,지하철 에티켓 홍보영상(AI 활용 애니메이션) 제작,주식회사 더워터멜론티더블유씨,,,10180000,99.95,,,,,,
R26BK01614063,2026-07-03,광주도시관리공사,도시사업팀 업무용차량 장기렌트(수의시담),기아 주식회사,,,25344000,95.522,,,,,,
R26BK01607507,2026-07-03,충청북도 청주시,2026년 유기농복합단지 물놀이장 운영 용역,(주)스카이솔루션,,,85916080,88.074,98000000,,,,,
R26BK01593539,2026-07-03,(사)한국현대무용진흥회,「2026 K-Wave Dance Festival」 행사 운영 용역 (긴급),주식회사 걸작,,,319300000,,,,,,,
R26BK01599896,2026-07-03,서울특별시 서부공원여가센터,노을공원 북측계단 설치공사 재해예방기술지도 용역,한국종합안전(주),,,5316300,90.292,,,,,,
R26BK01614613,2026-07-03,조달청,"디지털서비스_,오케스트로 클라우드_오케스트로 클라우드 지원서비스",오케스트로 클라우드 주식회사,,,50000000000,100.0,,,,,,
R26BK01609772,2026-07-06,경기도 구리시,소액수의계약 견적제출 안내 공고(2026년 소규모 공동주택 안전점검 용역),대한주택관리사협회,,,33246000,90.205,37001000,,,,,
R26BK01604260,2026-07-06,경기도 수원시 권선구,2026년 권선구 하반기 관내 청소 용역,경기종합관리 주식회사,,,48541680,88.098,54380000,,,,,
R26BK01573447,2026-07-01,재단법인 광주정보.문화산업진흥원,게임 전시회 참가지원 운영 및 총괄 대행,(주)제이디컴디자인,,,149300000,,,,,,,
R26BK01609207,2026-07-06,한국어촌어항공단,2026년 어업인 단체 폐어구 수거사업 현장지원용역(전북권역),씨너지,,,46797000,88.182,53298000,,,,,
R26BK01608073,2026-07-06,경기도 안양시 동안구,2026년 도로포장 정비공사 연간단가 2차 폐기물처리용역,세창환경건설(주),,,33047000,88.114,,,,,,
R26BK01609221,2026-07-06,한국어촌어항공단,2026년 어업인 단체 폐어구 수거사업 현장지원용역(전남권역),(주)한솔이엔씨,,,73429000,88.099,84056000,,,,,
R26BK01607001,2026-07-03,과학기술정보통신부 우정사업본부 서울지방우정청,서울용답동우체국 물품이사 및 정리용역,주식회사 월드브릿지익스프레스,,,1699014,88.267,,,,,,
R26BK01580510,2026-07-06,한화오션(주),[긴급] 한화오션(주) 산업전환 훈련 협약기업 진단 직무분석 및 훈련과정 개발 용역,(주)에프엠어소시에이츠,,,65000000,,,,,,,
R26BK01604545,2026-07-06,경기도 평택시 상하수도사업소,"평택시 하수관로(팽성,청북,진위,현덕 하수처리구역) 기술진단 용역(PQ후 가격입찰)(긴급)",주식회사 선진엔지니어링종합건축사사무소,,,1578287000,81.287,,,,,,
R26BK01605979,2026-07-06,전북특별자치도교육청 전북특별자치도전주교육지원청 전주솔빛중학교,2026학년도 2학기 전주솔빛중학교 2~3학년 현장체험학습 차량 임차,유한회사 찬누리투어,,,13952700,90.525,,,,,,
R26BK01608848,2026-07-06,충청북도 청주시 서원구,2026 하석지구 급경사지(잔여구간) 보수보강공사 실시설계용역(재공고),주식회사 진성기술단,,,46811900,88.015,,,,,,
R26BK01606868,2026-07-03,사단법인 한국사과연합회,2026년 사과 묘목 유통실태 조사연구,전남대학교 산학협력단,,,20000000,100.0,,,,,,
R26BK01599652,2026-07-06,국토교통부 대전지방국토관리청 예산국토관리사무소,"2026년 예산국토 재해예방 기술지도용역(전기,정보통신,소방)",전기통신소방안전공사(주),,,20871640,90.576,,,,,,
R26BK01608037,2026-07-06,조달청 서울지방조달청,정보시스템 운영환경 고도화 용역 사업,티에스라인시스템 주식회사,,,534325000,99.929,,,,,,
R26BK01609743,2026-07-06,경상북도 경주시,태종로(팔우정로타리~분황로) 개설사업(대3-8) 실시설계용역,주식회사 동도안전,,,60313770,88.045,68500000,,,,,
R26BK01603966,2026-07-06,제주특별자치도개발공사,동홍동 공공주택 건립사업 안전점검 수행기관 지정 공고,주식회사 삼보구조엔지니어링,,,3297100,90.214,,,,,,
R26BK01608376,2026-07-06,부산광역시 상수도사업본부 동래통합사업소,구서동 롯데캐슬골드 주변(금정6블록) 상수도관 세척용역,주식회사 금문이앤지,,,26518900,88.255,29840000,,,,,
R26BK01616497,2026-07-06,한국농어촌공사 전남지역본부 해남.완도지사,2026년 화산지구 소규모 수계연결사업 건설폐기물처리용역,(유)서남환경,,,10400000,92.272,,,,,,
R26BK01604138,2026-07-06,충청북도 의회사무처,충청북도의회 의정전시관 콘텐츠 정비,모션플러스,,,38684000,87.952,44000000,,,,,
R26BK01610082,2026-07-06,경기도교육청 경기도안양과천교육지원청,2026년 3-1차 학교유무선 네트워크 개선사업 정보통신공사 감리용역,주식회사 영우건설,,,171392230,87.868,,,,,,
R26BK01609151,2026-07-06,연세대학교 미래캠퍼스,2026년 전기설비 정밀(연차)점검 용역,(주)기술사사무소고려기술단,,,16345000,88.465,,,,,,
R26BK01608792,2026-07-06,(재)원주의료기기산업진흥원,2026년 관용차량 임차 카탈로그 계약 입찰공고,에스케이렌터카 주식회사,,,38160000,89.479,42840000,,,,,
R26BK01608890,2026-07-06,경상북도 청송군,못골소하천 정비공사 건설폐기물 처리용역,주식회사우리환경산업,,,116976940,87.987,131240000,,,,,
R26BK01607882,2026-07-06,울산광역시교육청 울산광역시강북교육지원청,상안유치원 주차장 조성공사 건설재해예방 기술지도용역,동해 안전기술원,,,1248674,90.288,,,,,,
R26BK01590541,2026-07-02,한국지식재산보호원,한류 편승 피해 방지 캠페인 사업,주식회사 블랙팀,,,90000000,,,,,,,
R26BK01604911,2026-07-06,경기도교육청 경기도파주교육지원청,2026년 파주 현장체험학습 프로그램 차량 및 보조인력 위탁용역,주식회사 미래교육여행,,,111980000,93.651,119680000,,,,,
R26BK01609540,2026-07-06,부산광역시교육청 부산광역시남부교육지원청,수성초등학교 등2교(초읍초) 외부환경 개선공사 건설폐기물처리용역,(주)대양디앤씨,,,18134490,90.026,,,,,,
R26BK01598082,2026-07-06,사단법인 한국대학사회봉사협의회,2026년 WFK 청년봉사단 항공권 발권 및 여행업무 위탁용역업체 입찰 실시,(주)세인항공,,,289370000,99.099,,,,,,
R26BK01602458,2026-07-03,대법원 수원가정법원,수원가정법원 공용차량(아이오닉6) 임차(장기) 계약,롯데렌탈(주),,,43939200,88.694,49920000,,,,,
R26BK01608087,2026-07-06,전북특별자치도 완주군,고산자연휴양림 보완사업 실시설계용역,유한회사 건축사사무소청연,,,84650000,88.578,,,,,,
R26BK01610848,2026-07-01,한국생산기술연구원,상용 프로펠러 밸런서 기반 TTE 인증 시험 시나리오 구축,한서대학교 산학협력단,,,52750000,97.995,,,,,,
R26BK01608102,2026-07-06,한국어촌어항공단,2023년 서산시(지곡권역) 어촌신활력증진사업 실시설계용역(토목),주식회사 동국엔지니어링,,,70576000,87.752,80740000,,,,,
R26BK01614751,2026-07-06,한국환경공단 충청권환경본부,스마트 안전장비 임차 용역,주식회사 와트,,,32736000,100.0,,,,,,
R26BK01615169,2026-07-06,한국전기연구원,"전기자극 (tDNS, tDCS, tRNS) 효과 검증을 위한 전임상시험",가톨릭관동대학교 산학협력단,,,29700000,99.831,,,,,,
R26BK01616203,2026-07-06,한국발명진흥회,[수의시담 재공고 수의] 2026년 탄소중립분야 아이디어 거래사업화 지원사업 IP제품화 패키지 용역 (12과제),특허법인 아이퍼스,,,76000000,95.959,,,,,,
R26BK01596203,2026-07-06,경상북도교육청 경상북도교육청연구원,2026년 유치원[다문화교육] 교수학습 콘텐츠 개발 제작(긴급),주식회사 드림업컨설팅,,,55400000,99.556,55700000,,,,,
R26BK01577406,2026-07-01,조달청 부산지방조달청,고객센터 전산시스템 개선 사업 감리,주식회사 악티보,,,104885000,,,,,,,
R26BK01609130,2026-07-06,국토교통부 익산지방국토관리청 광주국토관리사무소,광주국토 관내 목포시 등 3개 노선 풀베기사업,성아종합조경,,,150581950,89.996,,,,,,
R26BK01616990,2026-07-06,전북특별자치도 소방본부,소방헬기 제작사 유지보수(정비사) 위탁교육 용역 전자수의시담,주식회사 유아이 인터내셔널,,,20770200,87.97,,,,,,
R26BK01594341,2026-07-06,광주광역시서부교육청 광주동명중학교,2026학년도 광주동명중학교 2학년 수학여행 위탁용역 수의계약 안내공고,(주)미래항공여행사,,,36244590,88.563,41489250,,,,,
R26BK01609378,2026-07-06,울산광역시교육청 울산광역시강북교육지원청,가온중 지정(석면)폐기물 처리용역,(유)에스앤피,,,9956000,91.256,10868000,,,,,
R26BK01612734,2026-07-06,조달청 대전지방조달청,천연물중앙은행 데이터·분석 파이프라인 고도화 및 AI 기반 정보활용 기능 확장,주식회사 코쿤,,,127400000,100.0,,,,,,
R26BK01593115,2026-07-06,제주특별자치도 제주시,"주택건설공사 감리자(전기) 모집 공고 (이도주공2,3단지아파트 재건축)",주식회사 종합건축사사무소가람건축,,,590747000,82.965,,,,,,
R26BK01616561,2026-07-06,경기도 용인시 수지구,[수의시담] 2026년 하반기 수지구 도로구조물(소규모시설) 정기안전점검용역,주식회사 송학기술,,,48132000,88.0,,,,,,
R26BK01617382,2026-07-06,한국어촌어항공단,천수만(홍성) 청정어장 재생사업 지역역량강화 용역,명촌,,,20425000,95.0,,,,,,
R26BK01613039,2026-07-03,국가유산청,2026년 국가유산수리 식물보호분야 전문교육,사단법인 전통숲과나무연구회,,,20900000,,,,,,,
R26BK01564941,2026-07-06,대구광역시교육청 대구광역시달성교육지원청 대구서동유치원,2026학년도 대구서동유치원 외부운반 위탁급식(도시락) 업체 선정 공고(협상에의한계약),주식회사 더마을에프엔비,,,5700,,,,,,,
R26BK01615940,2026-07-06,대전광역시교육청 대전광역시서부교육지원청,대전외삼중 석면철거공사 석면감리용역,라온건축사사무소,,,6286500,90.0,,,,,,
R26BK01614745,2026-07-06,한국농어촌공사 경북지역본부 영주.봉화지사,영주시 귀농귀촌인 정착준비 보금자리 조성사업 건설폐기물처리 용역,현대환경 주식회사,,,11590000,90.237,,,,,,
R26BK01617108,2026-07-06,한국농어촌공사 제주지역본부,제주형 스마트양식 클러스터 테스트베드 소나무재선충 방제 및 수목정비 용역,주식회사 도원산림,,,19700000,89.896,,,,,,
R26BK01604816,2026-07-06,경기도 경기도축산진흥센터,2026년 승용마 번식지원 배상책임보험 가입,메리츠화재해상보험주식회사,,,17614400,90.653,,,,,,
R26BK01605395,2026-07-06,경상남도 산청군,정곡천 재해복구사업 외 2개소 통합건설사업관리용역(가격입찰),케이에스엠기술 주식회사,,,2727900000,80.454,,,,,,
R26BK01612681,2026-07-06,조달청 인천지방조달청,기후위기적응플랫폼 활용을 위한 미래 사회경제 전망 분석(2026),서울대학교 산학협력단,,,196000000,99.694,,,,,,
R26BK01600521,2026-07-06,경기도 김포시 맑은물사업본부,고촌5 고촌12 운유9소블록 노후상수관망 정비사업 기본 및 실시설계 용역,주식회사 도화엔지니어링,,,1199640000,80.605,,,,,,
R26BK01516405,2026-07-06,경기도,방축~비암 도로확포장공사 기본 및 실시설계용역,주식회사 경원엔지니어링건축사사무소,,,1496660000,81.63,,,,,,
R26BK01608149,2026-07-06,한국원자력환경공단,2026년 본사 사옥 조경관리 사업,무송종합조경(주),,,29510000,88.017,,,,,,
R26BK01592721,2026-07-03,재단법인 한국-아랍 소사이어티,제15회 아랍영화제 운영 용역 입찰 공고,사단법인 배리어프리영화위원회,,,109230000,,,,,,,
R26BK01571856,2026-07-01,한국조폐공사,통합 메시징 시스템 구축 용역,(주)한국이디에스,,,239776020,,,,,,,
R26BK01593577,2026-07-06,충청남도교육청 천안오성고등학교,2026학년도 천안오성고 수학여행(서울권) 위탁용역,아이비투어 주식회사,,,233741300,99.463,237755013,,,,,
R26BK01607369,2026-07-06,전북특별자치도 부안군,부안군 환경기초시설 악취기술진단,주식회사 산업공해연구소,,,166569800,87.906,189146000,,,,,
R26BK01609018,2026-07-06,전북특별자치도교육청 전북특별자치도군산교육지원청,군산고 외 1교(나포초) 건설폐기물 처리용역,유한회사 숲으로,,,22031500,88.005,,,,,,
R26BK01585794,2026-07-06,충청남도태안교육청 근흥초등학교,2026학년도 근흥초등학교 해외현장체험학습 위탁 용역 2단계(규격·가격분리동시) 입찰 공고,클레버런에듀케이션 주식회사,,,56696338,82.617,,,,,,
R26BK01615578,2026-07-03,사회복지법인 세이브더칠드런코리아,세이브더칠드런 아동권리영화제(CRFF) 사이트 신규 구축,주식회사 이브레인소프트,,,66000000,100.0,,,,,,
R26BK01615616,2026-07-03,한국농어촌공사 경남지역본부 거창.함양지사,신원면 기초생활거점조성사업 건축감리 용역,지산 건축사사무소,,,19400000,89.665,,,,,,
R26BK01601935,2026-07-06,국토교통부 대전지방국토관리청,국도21호선 남동교차로 개선공사 기본 및 실시설계,주식회사 수성엔지니어링,,,597389000,87.595,,,,,,
R26BK01614872,2026-07-03,연세대학교 미래캠퍼스,[RISE사업] 2026 산학공동기술개발과제 협약식 운영 용역,케이(k)기획,,,16150000,95.0,,,,,,
R26BK01607101,2026-07-06,강원특별자치도교육청 강원특별자치도춘천교육지원청,후평중 샌드위치패널 철거공사 폐기물처리 용역,주식회사 녹색산업,,,21333000,88.31,,,,,,
R26BK01609275,2026-07-06,국토교통부 익산지방국토관리청 광주국토관리사무소,광주국토 관내 신안군 등 3개 노선 풀베기사업,(주)드림조경,,,173218500,89.998,,,,,,
R26BK01607831,2026-07-03,경상남도교육청 경상남도창원교육지원청,안남초등학교 교사동C 환경개선공사 건설재해예방 기술지도용역 수의계약 안내 공고,주식회사 미래건설안전컨설팅,,,903000,90.043,,,,,,
R26BK01608977,2026-07-06,제주특별자치도교육청 제주시교육지원청,남광초 외 5교 햇빛이음학교 조성 전기공사 실시설계 및 구조 검토 용역 수의계약 안내공고,주식회사 웅진엔지니어링,,,32496000,88.716,,,,,,
R26BK01608296,2026-07-06,충청남도 아산시,2026년 아산 청년의날 행사 대행 용역,한빛다온,,,89000000,88.483,,,,,,
R26BK01617406,2026-07-06,경기도 안성시 주거환경국 상수도과,급수취약지역(죽산면 대근마을 일원) 수도시설 확충사업 GIS 구축용역,"주식회사 비아이티 (BIT Co.,Ltd.)",,,25232000,95.0,,,,,,
R26BK01553111,2026-07-06,대구광역시교육청 대구광역시달성교육지원청 대구옥빛유치원,2026학년도 대구옥빛유치원 방학 중 방과후과정 위탁급식(도시락) 업체 선정 공고(협상에의한 계약),주식회사 더마을에프엔비,,,6000,,,,,,,
R26BK01614681,2026-07-03,한국농어촌공사 경남지역본부 진주.산청지사,상능지구 취약지역생활여건개조사업 준공백서 제작 용역,주식회사 지인,,,8194000,90.004,,,,,,
R26BK01617851,2026-07-06,한국농어촌공사 충남지역본부 세종대전금산지사,수영2지구 마을하수도정비사업 재해예방기술지도용역,모두안전지도 주식회사,,,7060000,89.051,,,,,,
R26BK01579833,2026-07-01,부산관광공사,글로벌 미식 포럼 및 팸투어 운영 용역,(주)리컨벤션,,,349900000,,,,,,,
R26BK01607480,2026-07-06,한국전력공사 충북본부,26-28 조달차량임차 싼타페하이브리드 4WD 전력협력부 임윤주,에스케이렌터카 주식회사,,,26802000,88.224,,,,,,
R26BK01604818,2026-07-06,한국지역난방공사 강남지사,2026년 강남지사 대기오염물질 위탁측정 용역,주식회사 다음환경연구소,,,46164000,85.016,,,,,,
R26BK01610288,2026-07-06,한국전력공사 HVDC건설본부,임차차량 [변환건설1부],롯데렌탈(주),,,35280000,97.298,,,,,,
R26BK01593696,2026-07-06,국가유산진흥원,2026년 국가무형유산 이수자 지원 사업 기획전시 종합운영 대행,주식회사 에이피씨웍스,,,104500000,,,,,,,
R26BK01606271,2026-07-06,강원특별자치도 평창군,도암호유역 비점오염저감시설 확충(용산천 비점오염저감시설 설치) 기본 및 실시설계용역,주식회사 케이지엔지니어링종합건축사사무소,,,406440000,86.97,,,,,,
R26BK01604068,2026-07-06,제주특별자치도개발공사,남원태흥 공공주택 건립사업 안전점검 수행기관 지정 공고,(주)부성이엔씨,,,3266096,90.832,,,,,,
R26BK01608654,2026-07-06,경기도교육청 경기도수원교육지원청,매원초 승강기 설치공사 설계용역,에스건축사사무소,,,6045000,90.011,6711000,,,,,
R26BK01597813,2026-07-06,주식회사 스팩스페이스,2026년 소상공인 AI 상생협업교육 콘텐츠 개발 및 운영 지원 용역 입찰공고,주식회사 바움아이티,,,75000000,,,,,,,
R26BK01605089,2026-07-06,강원개발공사,강릉의료원 복합병동 증축사업 폐기물처리용역,주식회사 녹색산업,,,90000000,88.098,,,,,,
R26BK01608407,2026-07-06,경기도 부천시 오정구,고강지하차도 정밀안전점검 용역,주식회사 자인기술단,,,24488111,88.475,,,,,,
R26BK01616365,2026-07-06,충청남도 보령시,보령시 백마지구 도시재생 실행계획 수립 용역,주식회사 유알씨,,,114400000,88.326,,,,,,
R26BK01608261,2026-07-06,(재)대전일자리경제진흥원,2026년 전통시장 냉풍기 지원사업 냉풍기 임대 및 운영 용역,지에이치엠 주식회사,,,134973084,88.797,,,,,,
R26BK01607612,2026-07-06,전남광주통합특별시 나주시,[긴급]나주시 오룡지구 농촌공간정비사업(용섭농장) 가축분뇨 처리용역,농업회사법인 주식회사 자연과전남,,,159920000,87.798,,,,,,
R26BK01608154,2026-07-06,경상북도 구미시,구미시 자가통신망 구축 사업(2단계) 감리용역,주식회사 진석테크윈,,,84678800,88.134,,,,,,
R26BK01606696,2026-07-06,부산광역시 기장군 장안읍,2026년 장안읍행정복지센터 청사관리 위탁용역,(주)천정플러스원,,,64687540,89.997,72117900,,,,,
R26BK01609117,2026-07-06,인천교통공사,토목궤도관리팀 업무용 차량(전기차) 임차,주식회사 레드캡투어,,,26640000,88.856,,,,,,
R26BK01611359,2026-07-01,한국생산기술연구원,디자인-생산공정 충돌 레이블링 및 사례조사,강원대학교 원주산학협력단,,,68000000,99.668,,,,,,
R26BK01604916,2026-07-06,충청남도 천안시,건설공사[건축분야] 안전점검 수행기관 지정공고[구룡동 564-27],바른안전 주식회사,,,11061619,87.902,,,,,,
R26BK01616359,2026-07-06,서울특별시교육청 서울특별시교육청교육연구정보원,[긴급]2026 서울특별시교육청 온라인 역사교육자료센터 구축 용역,주식회사 알아이디,,,159999998,100.0,,,,,,
R26BK01611411,2026-07-03,한국과학기술정보연구원,2026년 NTIS ISO27001/ISO20000 인증심사,티유브이 라인란드 코리아(주),,,12100000,99.18,,,,,,
R26BK01617438,2026-07-06,한국농어촌공사 충남지역본부 서산.태안지사,어은돌권역 거점개발사업 석면조사용역,주식회사 대한환경,,,1560000,90.173,,,,,,
R26BK01603904,2026-07-06,인천도시공사,검암 주택건설사업(B-1BL) 감독권한대행 등 건설사업관리용역,마인엔지니어링건축사사무소 주식회사,,,8178000000,82.358,,,,,,
R26BK01577165,2026-07-06,대구광역시교육청 대구광역시달성교육지원청 대구세천유치원,2026학년도 대구세천유치원 방학 중 방과후과정 위탁급식(도시락) 업체 선정,주식회사 연두,,,5500,,,,,,,
R26BK01608331,2026-07-06,충청북도 옥천군,2026년 청소년 가족과 함께하는 안전한 물놀이장 운영 용역,주식회사 대하행사전문기업,,,98000000,97.68,,,,,,
R26BK01618017,2026-07-06,강원특별자치도 고성군,죽정폐교 리모델링 사업 건축기획용역,이엠아키텍츠 건축사사무소,,,41700000,88.011,,,,,,
R26BK01618030,2026-07-06,한국농어촌공사 충남지역본부 부여지사,외산면 기초생활거점조성사업 전기공사 재해예방기술지도용역,유토이엔씨기술지도사업부 주식회사,,,5308000,94.989,,,,,,
R26BK01609285,2026-07-06,경상북도 경주시,경주 옥산서원 수장고 건립 기본계획 수립 용역,(주)자인이엔씨,,,55614000,88.003,63000000,,,,,
