공고번호,날짜,발주기관,공고명,1순위업체,투찰금액,투찰률,기초금액
R26BK01555655,2026-06-09,합천군산림조합,2026년 1차 조림지 풀베기사업(가야외지구),주식회사 동우산림개발,36099000,89.924,
R26BK01558304,2026-06-09,전남광주통합특별시 해남군,삼산 삼산천 준설공사,천호건설(주),108396600,90.265,
R26BK01557883,2026-06-09,강원특별자치도교육청 강원특별자치도삼척교육지원청,삼척누리유치원 다목적실 증축 기계설비공사,(주)정하,21835000,90.297,
R26BK01555083,2026-06-09,서울시자살예방센터,서울시자살예방센터 인테리어 공사,주식회사 아이디어빌드,268070261,90.219,
R26BK01557159,2026-06-09,충청남도 아산시,와천 재해복구사업(취소공고 및 새로공고),은도건설 주식회사,881736630,90.498,
R26BK01557603,2026-06-09,전남광주통합특별시교육청 광주청사,광주체육중 옥상방수 및 기타시설공사 수의계약 안내공고,드림종합건설 주식회사,79322900,90.256,87637000
R26BK01554810,2026-06-09,충청북도 청주시 청원구,2026년 청원구 관내 우기대비 빗물받이 긴급복구공사,주식회사 성수엔바이로,23308300,90.362,26000000
R26BK01553936,2026-06-09,제주특별자치도 서귀포시 안전도시건설국 상하수도과,서귀포시 대정읍 상모리 맨홀 추락방지시설 설치사업,주식회사 삼도개발,418510000,90.936,
R26BK01555637,2026-06-09,한국농어촌공사 경북지역본부 예천지사,사곡리 취약지역생활여건개조사업 건축기계공사,주식회사 유일종합건설,730021410,90.285,
R26BK01558033,2026-06-09,서울시설공단,"(긴급) 2026년 공영차고지 실외휴게실, 화장실 냉난방설비(EHP) 설치공사",주식회사 이디아이앤씨,62592300,90.218,
R26BK01554333,2026-06-09,인천대학교,컨벤션센터 부변전실 전기 증설 공사,주식회사 세하,294924570,90.041,
R26BK01555336,2026-06-09,세종특별자치시,봉암리 도시계획도로(소로3-5호) 개설공사(2공구),(주)원평건설,107622670,91.76,
R26BK01555775,2026-06-09,충청북도 영동군,삼봉천(회동지구) 하상준설사업,주식회사 푸른건설,62507700,90.202,
R26BK01557036,2026-06-09,강원특별자치도 고성군,농어촌도로 302호선(마달리구간) 도로개설공사,유성건설 주식회사,129890000,96.264,
R26BK01557546,2026-06-09,경상남도 밀양시,하남정수장(수도시설) 정비공사,주식회사 한숲,99089100,90.743,
R26BK01555804,2026-06-09,충청북도 영동군,초강천(산저지구) 유지관리사업,대건 주식회사,88271600,90.173,
R26BK01555697,2026-06-09,경상북도 안동시,어은정 및 재사 사당건립,(주)예당건설,485411000,90.182,
R26BK01556809,2026-06-09,충청남도 태안군,소원면 시가지 아스콘 재포장공사,지성이엔지(주),67029200,90.563,
R26BK01555758,2026-06-09,전남광주통합특별시 완도군,소안 비서 피항지 시설공사(1지구),주식회사 해드림건설,193533011,90.326,
R26BK01552929,2026-06-09,보령시산림조합,2026년 풀베기사업(청라3지구) 1차,유한회사 대둔,76398310,90.044,
R26BK01554022,2026-06-09,부산광역시 동래구,사직동 일원 체육쉼터 정비공사,주식회사 스타스코디앤씨,201717047,90.289,
R26BK01552711,2026-06-09,충청북도 청주시,2026년 청주시 다목적 CCTV 설치 도급공사(상당구),주식회사 케이아이티씨엔씨,141365760,90.11,
R26BK01558071,2026-06-09,사천시산림조합,2026년 1차 조림지 풀베기사업(정동지구),주식회사 오름,59832520,90.095,
R26BK01555687,2026-06-09,한국공항공사 김해공항,울산공항 여객터미널 화장실 개선 및 기타공사,원일건설 주식회사,990946000,90.451,
R26BK01556836,2026-06-09,전남광주통합특별시 영암군,영암군 이주민 웰컴센터 리모델링 건축 공사,주식회사 송산기업,100863980,90.39,
R26BK01569043,2026-06-09,한국농어촌공사 충남지역본부 아산지사,공공임대용 농지매입사업 훼손농지(창용리) 복구 공사,제이건설 주식회사,42400000,89.801,
R26BK01555711,2026-06-09,경상북도 안동시,농촌자원복합산업화 지원사업 육류가공시설 신축공사,한창건설 주식회사,865025850,90.142,
R26BK01555030,2026-06-09,경상북도 포항시,POBATT 도심 공유캠퍼스 조성(리모델링) 통신공사,엠케이정보기술 주식회사,20821650,90.459,
R26BK01558030,2026-06-09,전남광주통합특별시 해남군,해남 전기버스 차고지 진출입로 확장공사,(주)익성건설,31588200,90.051,
R26BK01555420,2026-06-09,전북특별자치도 익산시,왕궁면 신사저수지 정비공사(그라우팅),(유)대신건설,38225890,89.92,
R26BK01554289,2026-06-09,충청남도 홍성군,홍성군 지방하천 CCTV 설치 사업,(주)엔젤아이티에스,32434607,90.453,
R26BK01552953,2026-06-09,전북특별자치도 군산시,도로조명 취약지역 조도개선 및 등주교체 공사,주식회사 군장전기소방공사,63687339,90.398,
R26BK01563668,2026-06-09,한국석유공사,구리지사 공정용 CCTV 성능개선 교체공사,주식회사 아이디,51700000,96.096,
R26BK01558339,2026-06-09,경상남도 진주시,진주대로 및 동진로 버스베이 개선사업,진양건설 주식회사,65758022,91.715,
R26BK01553537,2026-06-09,경기도 평택시 상하수도사업소,안중읍 용성리 외 2개소 배수설비 정비공사,(주)동산환경,117524000,90.327,
R26BK01556470,2026-06-09,경기도 안산시,"신규 MTV공원 잔디 등 유지관리공사(65호, 87호)",주식회사 물댄조경,31430843,90.402,
R26BK01556545,2026-06-09,충청북도 청주시 흥덕구,석남천 수목제거사업,주식회사 대주,158715570,90.48,
R26BK01556571,2026-06-09,경상남도 통영시,통영 삼도수군통제영 야장방 등 보수 및 억새이엉 잇기,홍기종합건설 주식회사,59907000,90.088,
R26BK01557212,2026-06-09,전북특별자치도 전주시,2026년 어린이보호구역 시·종점 정비사업(새봄어린이집 등 4개소),유한회사 대림건영,78547830,90.321,
R26BK01553178,2026-06-09,강원특별자치도 강릉시 상하수도사업소,2026년 소규모수도시설 긴급보수공사 단가계약[1권역],(주)수영이앤씨,41006190,90.497,
R26BK01557467,2026-06-09,전남광주통합특별시 나주시,운곡양수장 시설개선사업 전기공사,주식회사 금명건설,25429920,90.268,
R26BK01556007,2026-06-09,울산광역시 북구,2026년 울산공항 소음대책지역 주민지원사업,주식회사 이현씨앤이,35416300,91.014,
R26BK01553841,2026-06-09,경기도 가평군,운악리 92번지 일원 세천정비공사,대호건설(주),41455322,90.111,
R26BK01557665,2026-06-09,전남광주통합특별시교육청 광주청사,광주체육고 수영장 및 도전관 방수공사 수의계약 안내공고,주식회사 에스제이엘건설,94479662,90.026,104918000
R26BK01555241,2026-06-09,경상남도 창원시,소액수의 견적제출 안내공고[시청뒷길 노상주차장 정비공사],마명포장건설 주식회사,28164250,91.279,
R26BK01550998,2026-06-09,경기도 수원시,인도래 작은도서관 시설개선공사,(주) 온양,62366300,90.334,
R26BK01552432,2026-06-09,경기도교육청 경기도고양교육지원청,[4권역]학교 유무선 네트워크 개선 3-2차 정보통신공사,(주)디투이노베이션,286479016,90.39,
R26BK01551619,2026-06-09,과학기술정보통신부 우정사업본부 강원지방우정청,철원우체국 석면 철거 및 천장 복구 공사 소액수의 견적 제출 공고,대명이앤씨 주식회사,197444500,90.182,
R26BK01556098,2026-06-09,강원특별자치도교육청,강원특별자치도교육청춘천교육문화관 외부환경개선 공사 수의계약 견적 제출 안내 공고,주식회사 덕양,103713370,90.282,
R26BK01557572,2026-06-09,경기도 파주시,임진각 관광지 한반도 생태평화 종합관광센터 외 1개소 방수공사,주식회사 대보이앤씨,131738600,90.335,
R26BK01555289,2026-06-09,전북특별자치도 완주군,원암마을 옹벽 보강사업,유한회사 제상건설,35293500,90.248,
R26BK01551225,2026-06-09,서울시설공단,장충체육관 화재수신기 교체공사,주식회사늘사랑이엔씨,244338571,90.228,
R26BK01555106,2026-06-09,서울특별시교육청 서울특별시강서양천교육지원청,공항중 체육관 지붕교체 및 기타공사,엘림종합건설 주식회사,431096000,90.328,
R26BK01555652,2026-06-09,경상북도 경주시,경북장애인가족 복합힐링센터 진입도로 개설공사,성우건설 주식회사,106772312,90.439,
R26BK01556920,2026-06-09,경상남도 양산시,금오누리길 황토산책로 조성사업,주식회사 황산,133911400,90.52,146130000
R26BK01557915,2026-06-09,전남광주통합특별시교육청 전남광주통합특별시광주서부교육지원청,첨단중 천장 보수공사 수의계약 안내공고,주식회사 엔아이디,18568390,89.982,
R26BK01558264,2026-06-09,서울특별시 마포구,한서공영주차장 리모델링 공사(기계소방),크라운방재(주),334734000,90.292,
R26BK01557795,2026-06-09,한국과학기술원,KAIST 기계공학동 스프링클러설비 설치공사(기계공학과_기계),주식회사 라미드,96643380,90.369,
R26BK01550794,2026-06-09,국토교통부 대전지방국토관리청 논산국토관리사무소,국도36호선 칠갑산터널 비상방송설비 보수공사,주식회사 수덕,591579320,90.192,
R26BK01568438,2026-06-09,한국농어촌공사 경남지역본부 진주.산청지사,특리양수장 다단볼류트펌프 교체공사,신우중공업 주식회사,19755000,90.02,
R26BK01568433,2026-06-09,경기도 용인시 처인구,용인도시계획도로(모현) 소1-26호 가로등 설치공사(전기),주식회사 청평엔지니어링,48818000,89.998,
R26BK01556046,2026-06-09,경상북도 문경시 문경읍,문경읍 고요1리 소하천 정비공사,(주)대호건설,61926000,90.324,
R26BK01554723,2026-06-09,충청북도교육청 충청북도청주교육지원청,산남초 수변전설비 교체 전기공사 수의계약 안내공고,선경전설,72349760,90.224,
R26BK01558148,2026-06-09,경상북도 봉화군,중보라 지방상수도 확장공사(총괄),에스엠건설주식회사,571572363,90.358,
R26BK01556706,2026-06-09,대전광역시 서구,정림N1지구 붕괴위험지역 정비사업,대영건설주식회사,80126300,90.305,
R26BK01552906,2026-06-09,서울특별시교육청 서울특별시남부교육지원청,시설공사 2인이상 견적 제출  수의계약 안내 공고(서울영신초 다목적강당 옥상방수공사),(주)세진씨엔씨,85695546,89.949,
R26BK01556503,2026-06-09,충청북도 청주시 청원구,사천N1지구 급경사지 보강공사,주식회사 유수,270460127,91.014,
R26BK01557544,2026-06-09,서울물재생시설공단,탄천센터 마루공원 바닥분수 부대설비(전기) 공사,부자전기건설공사,34752180,90.103,
R26BK01555629,2026-06-09,충청남도교육청 충청남도예산교육지원청,예덕초등학교 지붕방수공사,유한회사 안전세종,69312560,90.358,
R26BK01555325,2026-06-09,세종특별자치시 시립도서관,소액수의 공사계약 견적제출[금남면 행복누림터 작은도서관 조성공사(건축)],주식회사 한화하우징,115395790,90.181,
R26BK01556060,2026-06-09,충청남도 아산시,2026년 신정호(마산저수지) 수중 생태환경 정비사업,(주)우리조경,69097705,89.882,
R26BK01557676,2026-06-09,강원특별자치도교육청 강원특별자치도정선교육지원청,정선유 사택 드라이비트 개선공사,주식회사 대일,138701833,90.379,
R26BK01555957,2026-06-09,경상남도 함안군,"아라깨비 테마로드 조성사업(3구간)(총괄분,1차분)",디엠종합건설 주식회사,880605330,90.385,986970000
R26BK01556889,2026-06-09,경상북도 청송군,현서 그린뉴딜 전선지중화 가로등 설치공사,에이스기전(주),258104970,90.353,
R26BK01556917,2026-06-09,전북특별자치도교육청 전북특별자치도고창교육지원청,성송초 승강기실 증축 및 기타공사,(주)정해건설,179298400,90.362,
R26BK01556168,2026-06-09,경기도 고양시 덕양구,덕양구 녹지 내 잔디 및 관목 식재 공사,더조경 주식회사,88463320,89.926,
R26BK01552032,2026-06-09,한국해양수산연수원,용당캠퍼스 소화훈련장 옥상 방수공사,주식회사 해반건설,50176260,89.989,
R26BK01555985,2026-06-09,충청남도 논산시,논산시 청년‧예비귀농인 임시주거공간 조성사업(건축)[입찰대행],지제이종합건설주식회사,700788090,90.308,
R26BK01555065,2026-06-09,재단법인 한국엘피지사업관리원,서천군 산천1리마을 LPG배관망 구축사업 시설공사,주식회사 다올건설,304889610,90.376,
R26BK01556904,2026-06-09,전남광주통합특별시 북구,"본촌동어린이공원(본촌, 생태어린이공원) 노후시설 정비",라온조경(주),67876308,90.268,
R26BK01556764,2026-06-09,한국과학기술원,KAIST 기계공학동 스프링클러설비 설치공사(기계공학과_전기),대유,98018669,90.532,
R26BK01557333,2026-06-09,서울특별시 마포구,한서공영주차장 리모델링 공사(전기),주식회사 은하전력,294361800,90.425,
R26BK01552340,2026-06-09,경기도교육청 경기도고양교육지원청,[1권역]학교 유무선 네트워크 개선 3-2차 정보통신공사,주식회사 태경엔지니어링,308641100,90.386,
R26BK01557553,2026-06-09,제주특별자치도,생활체육거점 공원 조성사업(고내공원) 전기공사,주식회사미르메이트,92181460,90.359,
R26BK01557120,2026-06-09,경기도 용인시,2026년 동백지구 시설물관리 연간단가공사(1구역)(2차),주식회사수경개발,44726300,90.055,
R26BK01552907,2026-06-09,전북특별자치도교육청 전북특별자치도익산교육지원청,이리중앙초 3동사 내진보강 및 기타공사,유한회사 서도종합건설,336877840,90.371,
R26BK01556000,2026-06-09,국립광주과학관,국립광주과학관 시설물 옥상 방수 및 본관 지하 도장 공사 소액수의 견적제출 공고,주식회사 창운건설,43391870,89.997,
R26BK01556057,2026-06-09,경찰청 전남경찰청,신안경찰서 에너지저장장치 설치 전기공사,(합)일광,75343596,90.143,
R26BK01554871,2026-06-09,대전광역시 동구,대전천(낭월동 일원) 하상정리 및 준설공사,(주)반석엔지니어링,177299990,90.159,
R26BK01557332,2026-06-09,충청북도 청주시 상당구,미천리 388-4번지 일원 보도정비공사,(주)강현종합건설,25245000,90.21,
R26BK01556632,2026-06-09,충청북도 청주시 흥덕구,2026년 흥덕구 상반기 (유개)승강장 설치공사,한세이프(주),61410437,90.001,
R26BK01550202,2026-06-09,전북대학교,"2026년도 전북대학교 2차 소규모 보수공사(연간단가, 기계)",유한회사 전군이엔지,182205193,90.125,
R26BK01558324,2026-06-09,고용노동부 부산지방고용노동청 부산동부지청,부산지방고용노동청 부산동부지청 냉난방기 설치 공사,주식회사 에이스기공,24200000,99.363,24200000
R26BK01556988,2026-06-09,사회복지법인시온성시온의집,2026년 노인요양시설(시온의집)기능보강사업(울타리 옹벽 및 아스콘 포장공사),유한회사 광유건설,59649990,90.188,
R26BK01556019,2026-06-09,전남광주통합특별시 영광군,2026년 영광 법성진 숲쟁이 수목환경개선사업,한강나무병원,59690000,90.228,
R26BK01556916,2026-06-09,충청남도 태안군,태안 군민체육관 구조 보강공사,주식회사지음종합건설,203886000,90.4,
R26BK01539027,2026-06-09,한국철도공사 회계통합센터,울산유지보수동 승강기 개량공사,동양텍엘리베이터(주),94818000,90.416,
R26BK01555227,2026-06-09,한국철도공사 회계통합센터,★철도신호기술자보유★광주본부 선로전환기 개량 기타공사,주식회사 덕양,196857890,90.355,
R26BK01558314,2026-06-09,경기도 가평군,농어촌도로 207호선 (행현리) 보도설치공사,주식회사 비에이치씨앤씨,82773430,90.362,92778000
R26BK01555397,2026-06-09,세종특별자치시,어린이 등하굣길 방범용 CCTV 구축 사업,월드코어 주식회사,34898228,90.065,
R26BK01557809,2026-06-09,전남광주통합특별시 해남군,송호항권역 어촌신활력증진사업(유형2) 문화어울림센터 구축공사(건축),주식회사 부성종합건설,219444240,90.755,
R26BK01556963,2026-06-09,충청남도 태안군,태안 안흥진성 동문 문루 복원공사,대붕종합건설 주식회사,336567000,90.282,
R26BK01556958,2026-06-09,제주특별자치도교육청 서귀포시교육지원청,[수의계약 안내공고] 서귀중앙여중 내진보강 및 옥상 방수공사,주식회사 디에스건설,126870300,90.334,
R26BK01488742,2026-06-08,충청북도 도로관리사업소 남부지소,국도25호선 보은 상장도로 회전교차로 설치공사(전기),주식회사 국제전기,53824100,90.234,
R26BK01554911,2026-06-09,경기도 하남시,2026년 우기대비 빗물받이 정비사업 수의견적 제출 공고,초담건설 주식회사,95269310,90.317,
R26BK01555964,2026-06-09,충청북도 충주시,수안보도시계획도로정비공사(중로3-수1호선),이에스건설(주),28597900,90.153,
R26BK01556718,2026-06-09,전남광주통합특별시 영광군,영광 의두문 주변 경관개선공사,주식회사 숲사랑조경,75486153,96.313,
R26BK01558946,2026-06-09,전남광주통합특별시 해남군,2026년 해남군 도로표지판 정비공사,주식회사 백림,27613963,90.507,
R26BK01550878,2026-06-09,국토교통부 대전지방국토관리청 논산국토관리사무소,국도23호선 차령터널 CCTV 개선공사,신양전업(주),141041320,90.159,
R26BK01555645,2026-06-09,제주특별자치도 제주시,[입찰대행] 2026년 노인복지시설 확충(기능보강) 노후 승강기 교체사업,주식회사 삼일승강기,111866300,91.151,
R26BK01555933,2026-06-09,대구광역시 군위군,모산리 마늘골 소교량 설치공사,주식회사 승화건설,89821111,90.372,
R26BK01557636,2026-06-09,부산광역시 금정구,금사역 일원 반송로 측구 준설공사,주식회사엔텍건설,69547896,90.157,
R26BK01556942,2026-06-09,충청남도 태안군,대로2-2호(국도32호 접속구간) 도로 확포장 가로등 및 보행등 설치공사,주식회사수석,117145200,90.396,
R26BK01557836,2026-06-09,강원특별자치도 철원군,마현1리 취약지역 생활여건 개조사업 마을회관 리모델링 공사(기계),주식회사 삼현,37291950,90.281,
R26BK01557451,2026-06-09,강원특별자치도교육청 강원특별자치도정선교육지원청,정선초 다목적실 치장벽돌 보강공사,(주)영동건설,30457229,90.748,
R26BK01474561,2026-06-09,조달청 광주지방조달청,가칭 순천정원초등학교 신축 전기공사,주식회사 가가전력,2417751990,89.457,
R26BK01557816,2026-06-09,경기도 여주시,2026년 어린이공원 녹지정비사업,(주)이화조경,53531100,90.395,
R26BK01557247,2026-06-09,경기도 이천시,오성1리 소교량 확장공사,설봉건설 주식회사,259445248,90.847,
R26BK01555929,2026-06-09,경상남도 함양소방서,2026년 함양소방서 산림인접마을 비상소화장치 설치 공사,금강 합자회사,34059900,89.866,
R26BK01557689,2026-06-09,충청북도 괴산군,2026년괴강둘레길보완사업(1차),유한회사 대영,144374000,90.489,
R26BK01558228,2026-06-09,전남광주통합특별시 해남군,2026년 어린이보호구역 시설개선사업 공사,(주)삼현글로벌,56720800,90.159,
R26BK01555941,2026-06-09,대구광역시 군위군,두북리 두실 두북천 정비공사,주식회사 푸른건설,93283300,90.298,
R26BK01552527,2026-06-09,전북특별자치도 남원시,남원 윤영채가옥 주변정비공사,주식회사 명지,45035000,90.314,
R26BK01556058,2026-06-09,경상남도 거창군 거창읍,시설공사 소액 수의계약 견적제출 안내 공고[국농소지구 준영구 논두렁 설치공사],(합자)부영건설,69072540,90.421,
R26BK01556887,2026-06-09,충청남도 태안군,원북면 도로이용자 보호시설공사,주식회사 한신건설산업,159733000,90.781,
R26BK01556491,2026-06-09,한국농어촌공사 전남지역본부 장성지사,우치지구 배수개선사업 전기공사,은선전기 주식회사,51040860,90.544,
R26BK01552785,2026-06-09,한국마사회,영천경마공원 관람대 F&B 조성 건축공사,한울빛리빙 주식회사,196437610,90.106,
R26BK01556737,2026-06-09,충청남도 태안군,정죽1리 풍수해 안전망사업,태흥건설(주),34591940,90.196,
R26BK01556118,2026-06-09,경상남도 의령군,정동지구 골재채취장 진입도로 개설공사,미금종합건설 주식회사,351966480,90.342,
R26BK01555164,2026-06-09,삼기농업협동조합,2026년 삼기농협 벼건조저장시설(DSC) 신축공사 입찰공고(기계),시즈오카한성주식회사,2141688000,89.248,
R26BK01555780,2026-06-09,경기도 포천시,왕숙천 재해복구사업(내리1-3지구),주식회사 우호디앤씨,171518800,90.922,
R26BK01557791,2026-06-09,전남광주통합특별시 서구,송학누리길 노후시설 정비사업,주식회사 한길종합조경,85500872,90.313,
R26BK01556701,2026-06-09,충청남도 서산시,2026년 조림지 풀베기사업(남부지구-1차),서산산림법인주식회사,60698990,90.895,
R26BK01556790,2026-06-09,부산광역시 금정구,2026년 도로변 지장목 정비사업,태강조경건설(주),84563000,90.604,
R26BK01556140,2026-06-09,경기도 파주시,2026년 경기 아이누리놀이터 조성 사업,주식회사 차경,140485000,90.32,
R26BK01555989,2026-06-09,울산광역시 북구,2026년 저소득 장애인 고령자 주거편의 지원사업,주식회사 동원씨앤디,40290992,90.244,
R26BK01554999,2026-06-09,경상북도 포항시,POBATT 도심 공유캠퍼스 조성(리모델링) 전기공사,주식회사 엠에이치,104767990,90.577,
R26BK01549624,2026-06-08,신대한정유산업(주),2026년 배출권거레제 탄소중립설비지원사업_스팀터빈발전기 전기공사(변경),주식회사 서우일렉트,314339010,95.404,
R26BK01566562,2026-06-09,서울특별시 서울아리수본부 강남수도사업소,양재 및 내곡배수지 피뢰설비 보강공사,승민전기,51168400,97.938,
R26BK01556409,2026-06-09,경상북도 영양군,현대연립주택 철거공사,석국건설산업(주),299659123,90.317,
R26BK01567656,2026-06-09,전북특별자치도 순창군,[수의시담]2026년 금산 등산로 정비사업,순창군산림조합,300307000,99.602,
R26BK01567849,2026-06-09,한국농어촌공사 충남지역본부 서산.태안지사,오남양수장 외 2개소 전기시설 보수보강공사,주식회사부일,5540000,90.037,
R26BK01541345,2026-06-05,신대한정유산업(주),2026년 배출권거래제 탄소중립설비지원사업_증기터빈발전기 배관공사,우양기공주식회사,303050000,94.926,
R26BK01557455,2026-06-09,충청남도 아산시,방현소하천 유지보수공사,(주)성우이엔지,31025560,90.246,
R26BK01554300,2026-06-09,천안도시공사,종합운동장 부설주차장 유료화 대비 조성 공사 도급공사(전기),한미전설(주),340929620,90.368,
R26BK01558766,2026-06-09,전남광주통합특별시 해남군,황산 교동 취약지역 생활여건 개조사업 건축(마을공동생활시설),동아건설 주식회사,120571000,90.283,
R26BK01556003,2026-06-09,경상남도 함안군,아라한국병원 쾌적한 응급의료 환경조성 사업(건축및기계),도림종합건설 주식회사,319996850,90.395,353860000
R26BK01555891,2026-06-09,경상남도 거창군,거창창포원 진입도로 정비공사,주식회사 대명디앤씨,245000000,97.271,
R26BK01552908,2026-06-09,충청남도 서천군,장항 워케이션 조성사업(건축),하이스종합건설주식회사,2812898000,89.488,
R26BK01552896,2026-06-08,충청남도교육청 충청남도금산교육지원청,추부중학교 다목적강당 수선 및 기타 전기공사,연서전력 주식회사,39517287,90.395,
R26BK01557575,2026-06-09,경상북도 영양군,2026년 솔잎혹파리 나무주사사업,주식회사 선진,66038200,89.961,73126000
R26BK01552932,2026-06-09,충청남도 서천군,장항 워케이션 조성사업(통신),대한전기,130805500,90.477,
R26BK01555043,2026-06-08,전북특별자치도 부안군,2026년 반계선생 유적지 경관정비공사,주식회사 더한,25479000,90.471,
R26BK01555292,2026-06-09,경상남도 창원시,소액수의 견적제출 안내공고[창원대학교 버스정류장 정비공사],국도도로안전주식회사,45131967,90.408,
R26BK01554961,2026-06-09,강원특별자치도교육청 강원특별자치도홍천교육지원청,명덕초 다목적실 드라이비트 개선공사 입찰 공고,주식회사 가희이엔씨,255659400,90.339,
R26BK01557579,2026-06-09,경상남도 창원시 마산회원구,2026년 반야사 산불방지 이격공간 조성사업,(주)아름컴퍼니,89911200,90.521,
R26BK01558059,2026-06-09,해남군산림조합,2026년 조림지 풀베기(1-2)-북일북평외지구,주식회사 경원,59292540,89.872,66152000
R26BK01541376,2026-06-09,경기도교육청 경기도포천교육지원청,포천고 면암관 이중창 교체공사,주식회사 빌드윈,225999292,90.238,
R26BK01550460,2026-06-09,대구광역시교육청 대구광역시달성교육지원청,대구다사초등학교 외 1교(서동초) 급식실 환기시설개선 전기공사,주식회사 신훈전설,41927576,90.269,
R26BK01565978,2026-06-09,한국농어촌공사 강원지역본부 홍천.춘천지사,홍천군 홍천용수간선 유지관리 공사,주식회사 에스엔제이건설,19507000,90.001,
R26BK01569575,2026-06-09,한국지역난방공사 삼송지사,삼송지사 배전용 변압기실 에어컨 전원 이설공사,태경이엘피 주식회사,9880200,89.65,
R26BK01557085,2026-06-09,경상북도 청송군,청송읍 청운리 새들 세천정비공사,대형건설(주),51106820,90.407,
R26BK01556687,2026-06-09,강원특별자치도교육청 강원특별자치도춘천교육지원청,봉의고 외부환경개선 공사,(합)새한건설,107291770,90.605,
R26BK01553953,2026-06-09,경기도교육청 아름학교,아름학교  인방보수공사 수의계약 견적제출 공고,주식회사 다우건설,194305902,90.147,
R26BK01548067,2026-06-09,한국골프과학기술대학교 산학협력단,[강원RISE] 실내 스크린 파크골프 실습장 구축 공사,아람종합건설 주식회사,112248310,90.336,
R26BK01566048,2026-06-09,한국농어촌공사 경남지역본부 진주.산청지사,대곡(광석)지구 시비개보수사업 공사,덕경건설(주),12920000,90.034,
R26BK01566171,2026-06-08,한국농어촌공사 경남지역본부 창원지사,2026년 신촌1배수장 외 6개소 안전대책시설 설치공사,디피에스테크놀로지,47200000,89.056,
R26BK01552821,2026-06-09,충청북도 청주시,석남천 산책로 정비사업,주식회사 성우조경,40486500,90.316,
R26BK01546595,2026-06-09,전북특별자치도교육청 전북특별자치도장수교육지원청,한사랑유치원 경사면 개선 및 기타공사,덕산건설주식회사,191052700,90.283,
R26BK01557890,2026-06-09,전남광주통합특별시 해남군,송호항권역 어촌신활력증진사업(유형2) 문화어울림센터 구축공사(전기),주식회사 동명파워텍,28374000,90.347,
R26BK01558899,2026-06-09,영월군산림조합,2026년 산불예방 숲가꾸기사업 2차 1지구 소액수의견적 제출 공고,주식회사 숲과함께,121514800,90.428,
R26BK01555855,2026-06-09,경상북도 구미시,금오산 채미정 일원 시설정비사업,주식회사푸른조경,72408925,90.011,
R26BK01553951,2026-06-09,경상북도 안동시,와룡면 태리 급수구역 확장사업,주식회사 노석건설,112569100,90.234,
R26BK01554060,2026-06-09,울산광역시 울주군,이천분교 베이스캠프 건립공사(통신),주식회사 동양엔지니어링,161737851,90.43,
R26BK01554414,2026-06-09,경상남도 사천시,팔포음식특화지구 보행공간 조성사업,다산건설 주식회사,146709429,90.958,
R26BK01553536,2026-06-09,당진해나루쌀조합공동사업법인,2026년 통합 및 노후RPC 지원사업 기계설비 공사,주식회사 대원지에스아이,231000000,90.076,
R26BK01553961,2026-06-09,충청남도 보령시 오천면,교성1리 마을안길 포장공사,다해건설주식회사,28840700,90.146,
R26BK01558719,2026-06-09,전남광주통합특별시 종합건설본부,천교 보수공사,이안건설(주),270221300,90.428,302980000
R26BK01547341,2026-06-09,경상북도 경산시,2025년 공공건축물 그린리모델링(가일보건진료소) 건축공사,삼보건설주식회사,182378100,90.475,202609000
R26BK01557266,2026-06-09,경기도 가평군,운악리 25번지 일원 세천정비공사,서준건설(주),104442570,90.301,
R26BK01547165,2026-06-09,경상북도 영천시,신녕 완전1리 암반관정 설치공사,주식회사 보현건설,50806390,90.286,
R26BK01558079,2026-06-09,경기도 가평군,봉수천(봉수리 337번지) 재해복구공사,서준건설(주),123997560,90.34,
R26BK01555195,2026-06-08,경북 봉화군산림조합,2026년 1차 조림지풀베기사업(도심지구),주식회사 산으로,45045000,90.116,
R26BK01558679,2026-06-09,충청북도 보은군,매화2리 포장 및 배수로 정비공사,(주)영창개발,44206409,90.252,
R26BK01557395,2026-06-09,충청북도 청주시 상당구,문의면 도원리 일원 세천정비공사,(주)제일이엔지,52169800,90.259,
R26BK01558618,2026-06-09,충청남도 부여군,2026년 임도 구조개량사업,고려임업주식회사,78399000,90.548,
R26BK01557893,2026-06-09,해남군산림조합,2026년 조림지 풀베기(1-2)-현산지구,유한회사 지성,55836900,90.019,62403000
R26BK01555790,2026-06-09,경상남도 고성군,도시공원 휴게쉼터 및 탐방로 정비사업,주식회사 가야조경건설,46462000,90.019,
R26BK01553809,2026-06-09,경상북도 영천시,금호 냉천리 배수로 정비공사,송하건설(주),59733700,90.165,
R26BK01552849,2026-06-09,파주도시공사,공영주차장 포소화설비 보수 공사,주식회사 이레소방엔지니어링,68357314,90.269,76350000
R26BK01553972,2026-06-09,금산군산림조합,2026년 어린나무가꾸기사업(2지구),주식회사 새내산림,77308400,89.884,86229000
R26BK01558788,2026-06-09,전남광주통합특별시 종합건설본부,발산교 강성포장공사,(주)디자인원 종합건설,313949800,90.348,
R26BK01557815,2026-06-09,한국해양과학기술원 부설 선박해양플랜트연구소,해양그린수소 구축관련 공조설비 개선공사,(주)영건,48871732,90.28,
R26BK01553970,2026-06-09,충청남도 청양군,2026년 운곡1농공단지 보도정비공사,서부건설(주),43661900,91.173,
