공고번호,날짜,발주기관,공고명,1순위업체,투찰금액,투찰률,기초금액
R26BK01543053,2026-06-01,충청남도 당진시 농업기술센터,정미면 도산리 농산물가동장 증축공사(입찰대행),주식회사 한양종합건설,178333000,90.212,
R26BK01544085,2026-06-01,충청남도 보령시,대창5리(소1-27) 도시계획도로 개설공사,금강건설산업(주),994771000,91.356,
R26BK01544302,2026-06-01,경상남도 합천군,2026 춘계 죽고제 제방풀베기 정비사업,주식회사 성호조경건설,30585195,89.991,
R26BK01544288,2026-06-01,경상남도 합천군,2026 춘계 두사제 외 1개소 제방풀베기 정비사업,주식회사 토우,37626080,90.115,
R26BK01544265,2026-06-01,경상남도 합천군,2026 춘계 임북제 외 2개소 제방풀베기 정비사업,주식회사 성호조경건설,41100024,90.02,
R26BK01553155,2026-06-01,한국농어촌공사 경남지역본부 창녕지사,현창배수장 유수지확장공사 수리시설현대화사업,보선건설 주식회사,46270000,89.26,
R26BK01543262,2026-06-01,전남광주통합특별시 동구,2026년 노후가로등(절연불량) 정비공사,주식회사 정안산업개발,34287420,89.898,
R26BK01535845,2026-06-01,인천교통공사,1호선 노후 에스컬레이터 교체공사(5차분),주식회사고려에레베이터,296928500,90.774,
R26BK01542966,2026-06-01,강원특별자치도 태백시,2026년 우리동네 풍수해 안전망사업(조탄동),주식회사 금광,34442000,90.39,
R26BK01543136,2026-06-01,경기도 고양시,설문동 351-16번지 일원 하수관로 정비공사,경기북부건설(주),95774360,90.51,
R26BK01541200,2026-06-01,전남광주통합특별시 장흥군,2026년 2년차 조림지 풀베기사업(관산지구),한빛산림 유한회사,55651683,90.255,
R26BK01553133,2026-06-01,서울특별시 도로사업소 동부도로사업소,2026년 상반기 운행제한 차량 공고 표지판 정비 공사,호원산업개발 주식회사,5060000,92.0,
R26BK01542928,2026-06-01,서울특별시 강북구,"강북구립도서관(솔샘,수유,강북)시설개선 공사(전기)",주식회사 건영이앤씨,166361780,90.483,
R26BK01551924,2026-06-01,서울특별시 용산소방서,2026년 용산소방서 중대재해 예방 안전환경 개선 공사,주식회사 미이광,15150000,95.163,
R26BK01553570,2026-06-01,서울특별시 서울아리수본부 강남수도사업소,방배가압장 펌프실 노후 전동셔터 교체 공사,주식회사 덕성산업기계,20854400,97.938,
R26BK01527924,2026-06-01,부산광역시 강서구,지사천 일원 하수토구 정비공사,미소건설(주),66756320,90.082,
R26BK01543656,2026-06-01,강원특별자치도 태백시,황지천 타이어뱅크 제방보수공사,정우건설(주),159100000,90.661,176948000
R26BK01542438,2026-06-01,경기도 성남시 분당구,2026년 우기철 대비 빗물받이 정비공사,(주)토담건설,82138000,93.583,
R26BK01543297,2026-06-01,경기도 파주시,한울도서관 리모델링 공사(전기),주식회사 바울에너지,114632280,90.41,
R26BK01541117,2026-06-01,경기도 용인시,종합운동장 시설개선공사(스피드 월),주식회사 영상건설,249055886,90.123,
R26BK01538095,2026-06-01,경기도 부천시 원미구,2026년 원미구(2권역) 2차 하수관로 준설공사(단가계약),영우이노텍 주식회사,198367000,90.502,
R26BK01553294,2026-06-01,한국농어촌공사 전남지역본부 영암지사,2026년 태간저수지 외 1개소 간이방류시설 설치공사(토목),주식회사 나경건설,26800000,91.73,
R26BK01541935,2026-06-01,세종특별자치시 도로관리사업소,금남면 부용리 벚꽃길 인도 설치공사,주식회사 상록조경,61341540,90.375,
R26BK01537412,2026-06-01,부산광역시 해운대구,반여동 1247-37번지 일원 외 5개소 급경사지 보수공사,주식회사 무진산업개발,126016000,90.408,
R26BK01541000,2026-06-01,울산광역시 서울주소방서,서울주소방서 2026년 소방용수시설 신설 공사,주식회사 유성엔지니어링,23572510,89.975,
R26BK01542098,2026-06-01,한국폴리텍대학춘천캠퍼스,2캠퍼스 제2공학관 천장교체공사,대호산업개발 주식회사,92342600,90.053,
R26BK01541710,2026-06-01,인천광역시,2026년 스마트 횡단보도 설치공사,주식회사 제일이노텍,100525770,90.332,
R26BK01539129,2026-06-01,대전광역시 유성구,진잠다목적체육관 시설개선 공사(건축),(주)코아스디자인,361653000,90.293,
R26BK01544026,2026-06-01,인천광역시교육청 인천광역시남부교육지원청,"하늘초 외 3교(공항중, 과학고, 숭의초) 옥상방수 전기공사",주식회사서영이엔씨,59197000,90.338,
R26BK01536622,2026-06-01,강원특별자치도교육청 강원특별자치도춘천교육지원청,신남초 본관동 공간재구조화 개축 기계설비공사,탑스타건설 주식회사,214687400,90.328,
R26BK01540002,2026-06-01,경기도 안양시,비산교 내진보강공사(3단계),토우종합건설(주),863913060,90.436,
R26BK01542173,2026-06-01,충청북도 보은군 상하수도사업소,낙후지역 먹는물 수질개선사업(성리),합자회사 태림건설,198661500,90.422,216633000
R26BK01544286,2026-06-01,충청남도 보령시,2026년 보령스포츠파크 천연잔디 유지관리공사(1회추경),허준건설주식회사,62732700,90.178,
R26BK01524639,2026-06-01,대구광역시교육청,경북여자고등학교 강당(체육관) 시설개선 및 기타공사(장기계속),(주)금룡종합건설,1957617000,89.274,
R26BK01457605,2026-06-01,인천광역시교육청 인천광역시북부교육지원청,효성남초 다목적강당 및 급식소 증축 정보통신공사,에이치유앤티 주식회사,157854552,90.409,
R26BK01543412,2026-06-01,부산광역시 기장군,사라저수지 보수보강공사,주식회사 서호이엔씨,120551962,90.267,
R26BK01541048,2026-06-01,전남광주통합특별시 장흥군,2026년 1년차 조림지 풀베기사업(해창지구),유한회사 삼우산림,64106970,90.233,
R26BK01543026,2026-06-01,강원특별자치도 태백시,태백국민체육센터 냉난방기 설치공사(기계설비),주식회사 에스피이엔지,73635000,90.225,
R26BK01541395,2026-06-01,대전광역시 유성구,진잠다목적체육관 시설개선 공사(기계),주식회사 제이디건설,160614730,90.293,
R26BK01541054,2026-06-01,전남광주통합특별시 장흥군,2026년 1년차 조림지 풀베기사업(운주지구),(유)우창,42103420,90.196,
R26BK01543140,2026-06-01,제주특별자치도,동부지역 오름(거슨세미 오름) 연계탐방로 조성사업,주식회사 동진,68345320,90.178,
R26BK01544116,2026-06-01,강원특별자치도 동해시,우리동네 풍수해 안전망 정비사업(발한동 724-9번지),주식회사 그린청솔,37543342,90.3,
R26BK01544136,2026-06-01,충청남도 보령시,화산회전교차로 부대시설 정비공사,삼보산업개발(주),77906200,90.232,
R26BK01539968,2026-06-01,경기도 고양시,도래울고등학교 앞 보행환경정비공사,한일산업개발(주),306982480,90.56,
R26BK01542393,2026-06-01,경기도 과천시,2026년 숲길조성관리공사,주식회사 상원조경,72380000,90.165,
R26BK01540793,2026-06-01,한국환경보전원,2026년 ASF 차단울타리 철거공사(설악산 미시령),(주) 세경,106877634,90.547,
R26BK01541854,2026-06-01,전남광주통합특별시 여수시,관문경로당 신축공사(건축·기계)[민간대행],신원종합건설 주식회사,143657000,90.34,
R26BK01550401,2026-06-01,서울특별시 서부공원여가센터,선유도공원 목재시설물 보수공사,송정산업개발 주식회사,40000000,100.0,
R26BK01543747,2026-06-01,전북특별자치도 정읍시,정읍상학마을옛담장보수공사,주식회사 상락문화재수리,133270000,91.284,
R26BK01539713,2026-06-01,충청북도 도로관리사업소,국지도 32호선 대청터널 조명시설 교체 전기공사,주성전설,68771430,90.438,
R26BK01548707,2026-06-01,한국지역난방공사 광교지사,광교지사 화재예방안전진단 관련 소방시설 보완공사,리스크테크(주),3805450,84.851,
R26BK01541370,2026-06-01,양양속초산림조합,2026년 숲가꾸기사업(큰나무가꾸기) 3임반,주식회사 그린,40000000,95.68,
R26BK01544255,2026-06-01,경상남도 합천군,정양늪 생태공원 수해복구사업,한국해양 주식회사,57708460,90.005,
R26BK01542023,2026-06-01,경기도 구리시,왕숙천 자동차단시설 설치사업 전기공사,(주)삼호이엔씨,84345296,90.504,
R26BK01537488,2026-06-01,서울특별시성북교육청 고려대학교사범대학부속중학교,고려대학교사범대학부속중학교 그린스마트 리모델링 및 증축 공사(통신) 입찰공고,(주)성우음향정보통신,791590946,90.292,
R26BK01543206,2026-06-01,전남광주통합특별시 동구,2026년 춘계 도로 정비공사,(주)청보건설,58199160,90.035,
R26BK01541453,2026-06-01,경상북도개발공사,공공임대주택 유지보수공사(연간 단가계약) 2권역,대성건설산업 주식회사,50812700,91.013,
R26BK01542433,2026-06-01,충청남도 건설본부 건설사업부 서부사무소,[예산]국도40호 상하도로 포장도 보수공사,주식회사 대경이엔씨,34261240,91.346,
R26BK01542080,2026-06-01,경상남도 김해시,찬새내골 문화예술센터 조성사업(통신),주식회사 동명전력,49463492,90.521,
R26BK01542545,2026-06-01,충청남도 부여군,국가하천(군수2지구) 풀베기사업,영도건설 주식회사,41464900,90.933,
R26BK01542134,2026-06-01,전남광주통합특별시 여수시,2026년 상반기 과속방지턱 설치공사,(주)신송,56005830,90.192,
R26BK01540389,2026-06-01,부산대학교,부산캠퍼스 공동구 신설공사(1차수),주식회사 프라임건설,983619500,90.542,
R26BK01544237,2026-06-01,전남광주통합특별시 광양시,2026년 이천마을 참여숲 조성사업,백운조경주식회사,136837000,90.178,
R26BK01544032,2026-06-01,서울특별시 강동구,2026년 치유의 숲길 재정비 공사,미래숲 주식회사,115270000,90.378,
R26BK01540668,2026-06-01,경상북도 청도군,청도운곡정사보수정비공사,주식회사 고송,191394840,90.508,
R26BK01542616,2026-06-01,충청남도 부여군,국가하천(규암지구) 풀베기사업,한진농공 주식회사,28102500,90.492,
R26BK01543831,2026-06-01,산청군산림조합,2026년 1차 산림재해피해지 덩굴제거사업(중태지구),(주)일성 산림,54108000,89.951,
R26BK01543137,2026-06-01,강원특별자치도 고성군,배봉리 소규모 재해위험지 정비사업,광성건설 주식회사,40038520,90.401,
R26BK01543167,2026-06-01,강원특별자치도 고성군,장신지구 양수시설 설치공사(토목),주식회사 고성개발,38057210,90.168,
R26BK01552201,2026-06-01,경기도 평택시 상하수도사업소,학현5리 산139번지 배수시설물 정비공사,주식회사 써밋필텍,41739000,88.001,
R26BK01543377,2026-06-01,전남광주통합특별시 동구,지산동 볼사리노 주변 하수관로 정비공사,주식회사 아인건설,173585370,90.348,
R26BK01552312,2026-06-01,한국농어촌공사 경남지역본부 함안지사,신와룡양수장 외 1개소 안전대책시설(안전난간) 설치 공사,주식회사 석보조경,13200000,88.757,
R26BK01552364,2026-06-01,한국농어촌공사 경남지역본부 함안지사,유형3용수간선 외 2개소 안전대책시설(안전난간) 설치 공사,사회적 협동조합 포리스트,48500000,88.875,
R26BK01540447,2026-06-01,부산대학교,부산캠퍼스 공동구 신설 전기공사(1차수),(주)해운전기,283136000,90.456,
R26BK01544054,2026-06-01,국토교통부 서울지방국토관리청 의정부국토관리사무소,국도37호선 가평군 상면 율길리 산52-1 외 1개소 수해복구공사,주식회사 대아산업개발,1261029800,89.303,
R26BK01540292,2026-06-01,경기도 고양시,일산수질복원센터 방류 펌프 3호기 교체공사(전기),(주)명인이앤씨,32727640,90.191,
R26BK01517730,2026-06-01,한국공항공사 제주공항,제주공항 07 방위각시설 개선 통신공사,주식회사 우리별,678830000,90.894,
R26BK01535902,2026-06-01,서울특별시 강북구,미아동 474-3 경관녹지 정비사업,상림조경(주),57939486,90.385,63730330
R26BK01543961,2026-06-01,경상북도 영주시,영남동산아파트 외벽 도장 공사,시민건설(주),44017160,89.953,
R26BK01538832,2026-06-01,산림청 남부지방산림청 울진국유림관리소,2026년 임도구조개량사업(기번1),주식회사 해든건설,103476782,87.816,
R26BK01540939,2026-06-01,경상남도 고성군,고성 도연서원 강당 지붕 해체보수공사,다온나루건설 주식회사,123746500,90.455,
R26BK01541209,2026-06-01,강원특별자치도교육청 강원특별자치도평창교육지원청,장평초 사택 드라이비트 개선공사,기풍건설(주),158647000,90.614,
R26BK01542553,2026-06-01,한국수산자원공단 남해본부,2026년 거제시 쥐노래미 산란서식장 조성사업 자연석 시설,지.피.에스 데이타넷 주식회사,156779400,90.116,
R26BK01542940,2026-06-01,경기도 파주시,걷고 싶은 도시만들기 공사,주식회사 옥인포장건설,87930800,90.759,
R26BK01543490,2026-06-01,전북특별자치도 완주군,화산 예곡지구 수리시설 개보수사업,(유)동광이엔씨,176801400,90.417,
R26BK01543103,2026-06-01,강원특별자치도 고성군,군도8호선(미시령옛길) 급경사지 정비사업,(주)건융,384790600,90.405,
R26BK01544305,2026-06-01,충청남도 보령시,2026년 노후 공공임대주택 시설개선사업(거실 창호 교체공사),제일산업(주),107550230,90.298,
R26BK01538567,2026-06-01,부산항만공사,2026년 부산항 북항 재개발구역 건축시설물 유지보수공사,금강공업 주식회사,953527430,90.261,
R26BK01539846,2026-06-01,부산광역시교육청 부산광역시북부교육지원청,감전초등학교 등 2교(송정중) 급식조리실 환기시설개선 기계설비공사,대성엔텍(주),434815680,90.211,
R26BK01541956,2026-06-01,경상남도 김해시,찬새내골 문화예술센터 조성사업(전기),주식회사 파워드림,133477666,90.444,
R26BK01542664,2026-06-01,경상남도 산청군 생비량면,"생비량면사무소 리모델링공사(건축, 기계설비)",금오산업 주식회사,126577000,90.287,
R26BK01544017,2026-06-01,부산광역시 수영구,민락수변로 일원 보도정비공사(2단계),(주)대흥이엔지,68897067,90.388,
R26BK01538957,2026-06-01,경기도 화성시,정남도시계획도로 소로2-2호선 외 2개소 개설공사(연부액공사),이소건설(주),986064870,90.456,
R26BK01539957,2026-06-01,경기도 고양시,화정동(화정동 1109번지 일원) 라온길 정비사업,경인건설(주),416795040,90.407,
R26BK01544260,2026-06-01,경상남도 합천군,2026 춘계 갑산제 외 1개소 제방풀베기 정비사업,주식회사 명지조경건설,45088300,90.074,
R26BK01539925,2026-06-01,경상남도 산청군 시천면,시천 농로(중태리 871) 재해복구사업(5지구),주식회사 제일건설산업,47083975,90.315,
R26BK01540950,2026-06-01,경상남도 고성군,좌연지구(신평마을)지방상수도 확장사업(입찰대행),(주)광해건설,231698000,90.639,
R26BK01543245,2026-06-01,경기도 파주시,한울도서관 리모델링 공사(통신),주식회사 두주시스템,69601880,90.223,
R26BK01539520,2026-06-01,경기도교육청 경기도안성교육지원청,안성여중 화장실 개선공사,주식회사해송종합건설,545754400,90.264,
R26BK01544217,2026-06-01,경상남도 함양군,2026년 함양 벽송사 삼층석탑 보존처리공사,주식회사 경남문화유산,30678000,90.802,
R26BK01543586,2026-06-01,강원특별자치도교육청 강원특별자치도원주교육지원청,구곡초 다목적실 및 화장실 보수 기계설비공사,티제이엔테크,87783000,90.167,
R26BK01543717,2026-06-01,경상남도 함양군 유림면,2026년 유림면 저수지 개보수사업,주식회사 운성건설,185647940,90.346,
R26BK01540853,2026-06-01,재단법인 한국엘피지사업관리원,남원시 숲속마을 LPG배관망 구축사업 시설공사,주식회사현창엔지니어링,394380200,90.693,
R26BK01543054,2026-06-01,강원특별자치도 고성군,거진10리 재해위험지 정비사업,신원토건주식회사,165964998,90.379,
R26BK01544261,2026-06-01,광주환경공단,"광주제1하수처리장 1, 2단계 생슬러지 이송펌프 교체공사 수의견적 제출안내 공고",주식회사 태송기업,39472500,90.064,
R26BK01542585,2026-06-01,대전교통공사,2026년 터보냉동기 세관 및 정비공사,주식회사 찬엔지니어링,89475644,89.977,
R26BK01543214,2026-06-01,강원특별자치도 고성군,농어촌도로 104호선 (용암리구간) 배수개선공사,주식회사전지건설,25161623,90.249,
R26BK01534498,2026-06-01,강원특별자치도,국지도88호선 배일치터널 조명설비 개선공사,나라전기 주식회사,321312710,90.381,
R26BK01543122,2026-06-01,경기도 파주시,"한울도서관 리모델링 공사(건축,기계)",아힘산업(주),656890190,90.247,
R26BK01552544,2026-06-01,강원특별자치도 강릉시,솔향하늘길 화장로설비 기능개선 부품 교체공사,에프케이엔지니어링 주식회사,126450000,90.0,
R26BK01543536,2026-06-01,전북특별자치도 정읍시,기설임도풀베기사업(옹동지구),정읍산림조합,64260000,89.919,
R26BK01544276,2026-06-01,전남광주통합특별시 광양시,지능형교통체계(ITS) 자가통신망 구축공사,주식회사 디엑스다온,45215300,90.081,
R26BK01543671,2026-06-01,산청군산림조합,2026년 1차 산림재해피해지 덩굴제거사업(내공 외 3개 지구),주식회사 에코산림,42425000,89.911,
R26BK01538299,2026-06-01,경상북도교육청 경상북도영주교육지원청,영주교육지원청 외 1교(영주동부초) 주차장확장 및 기타공사,(주)만전건설,273622000,90.45,
R26BK01543726,2026-06-01,경상북도 경주시 맑은물사업본부,내남면 박달2리(도진마을) 급수관 연결공사,주식회사 다담건설,149002162,90.864,
R26BK01544258,2026-06-01,경상남도 합천군,2026년 춘계 고품제 제방풀베기  정비사업,주식회사 이도조경,40391257,89.995,
R26BK01552023,2026-06-01,한국농어촌공사 강원지역본부,2026년 강원권역 배수펌프장 제진설비 긴급 점검·정비 공사,주식회사 성일인더스트리,9000000,90.0,
R26BK01543921,2026-06-01,경기도 광주시,2026년 소나무재선충병 무인항공(드론) 방제사업,(주)푸른숲,93759620,90.333,
R26BK01543881,2026-06-01,경상북도 의성군,이동급식조리공간 조성공사,주식회사 경북환경개발,56761186,90.698,
R26BK01540246,2026-06-01,울산대학교,울산대학교 아산스포츠센터 옥상 방수공사,경성종합주식회사,47949000,68.359,
R26BK01541335,2026-06-01,양양속초산림조합,2026년 숲가꾸기사업(큰나무가꾸기) 1임반,주식회사 동산,40308160,91.062,
R26BK01544304,2026-06-01,경상남도 합천군,2026 춘계 모리제 외 2개소 제방풀베기 정비사업,주식회사 드라우프,34124500,90.131,
R26BK01543768,2026-06-01,산청군산림조합,2026년 1차 산림재해피해지 덩굴제거사업(외공 외 1개지구),주식회사 담우,33756200,90.298,
R26BK01543479,2026-06-01,충청남도 서산시,목련빌라~세정미트 보도 정비공사,(자)금성산업,20999450,91.304,
R26BK01539554,2026-06-01,청주산림조합,2026년 조림지 풀베기사업(2회베기)(문박지구),삼보산림개발 주식회사,71480560,90.466,
R26BK01544293,2026-06-01,경상남도 합천군,2026 춘계 항곡제 외 1개소 제방풀베기 정비사업,주식회사 명지조경건설,40529000,90.211,
R26BK01540095,2026-06-01,경기도 남양주시 수동면,2026년 수동면 생활불편 민원처리 단가계약 2차 1권역,주식회사 지건씨앤씨,36854240,90.29,
R26BK01542290,2026-06-01,경상남도 창녕군,부곡온천도시 1호 관광산책로 조성사업,영일건설(주),24003990,90.346,
R26BK01542527,2026-06-01,인천광역시 남동구,2026년 남동산단 도로포장면 개량사업(이면도로),하동이엔씨 주식회사,46164560,89.994,
R26BK01541152,2026-06-01,전남광주통합특별시 장흥군,2026년 2년차 조림지 풀베기사업(대덕회진지구),유한회사 청우산림,69877990,90.464,
R26BK01540898,2026-06-01,인천광역시 강화군,소하천(단자천) 정비공사,주식회사 효영건설,272354000,90.339,
R26BK01542326,2026-06-01,경상남도 창녕군,2026년 나무은행 정비사업,주식회사 동해안전공사,33420745,90.409,36970000
R26BK01535161,2026-06-01,석곡농업협동조합,석곡농협 목사동지점 및 하나로마트 증축공사(소방),주식회사 나린솔루션,6576400,46.974,
R26BK01541114,2026-06-01,전남광주통합특별시 장흥군,2026년 1년차 조림지 풀베기사업(병동기동지구),유한회사 청우산림,82792880,90.744,92893000
R26BK01542163,2026-06-01,경기도 이천시,2026년 소방용수시설 설치공사,계영건설(주),134194000,91.178,150121000
R26BK01542108,2026-06-01,남양주도시공사,월산푸른물센터 탈리여액처리설비 설치공사,(주)태진이에스브이,220182480,90.244,
R26BK01540265,2026-06-01,충청북도 단양군 어상천면,어상천 율곡리 세천 정비공사 시행,주식회사 백자건설,66748170,90.362,
R26BK01543534,2026-06-01,서울특별시 도로사업소 서부도로사업소,2026년 횡단보도 확충정비 개선사업 교통신호기 공사(무교동사거리),누리종합전기 주식회사,88735230,90.202,
R26BK01541404,2026-06-01,대전광역시 유성구,진잠다목적체육관 시설개선 공사(전기),에이스이엔지주식회사,64455731,90.362,
R26BK01544190,2026-06-01,강원특별자치도 동해시,교통사고 잦은 곳 개선사업(발한동 농산물시장 교차로),(합)하림토건,48583000,91.03,
R26BK01542825,2026-06-01,전북특별자치도 익산시,성당면 수산마을 외 2개소 안길정비공사,대현건설 주식회사,22038200,90.223,
R26BK01542869,2026-06-01,전북특별자치도 익산시,2026년 어량천 제방 풀깎기 공사(상반기),해나정원조경(주),35260572,89.921,
R26BK01538888,2026-06-01,전남광주통합특별시 함평군,7.16.~7.20.호우기간 손불 은곡저수지 재해복구사업,동호건설 주식회사,98739300,90.319,109300000
R26BK01543798,2026-06-01,전북특별자치도 정읍시,"옥산서원강당,사당,외삼문및담장보수공사",주식회사 혜담,94720000,90.701,
R26BK01543723,2026-06-01,전남광주통합특별시 해남군,옥천 영안 저수지 보수공사,주식회사 태산이엔씨,238629180,90.31,
R26BK01543158,2026-06-01,충청북도 괴산군,사리송오경지정리지구용배수로정비,엠지건설주식회사,37705980,90.265,
R26BK01541768,2026-06-01,충청북도 단양군,적성면 대가리(본동) 지방상수도 확장공사[전기],주식회사 일등전기,26516114,90.274,
R26BK01525936,2026-06-01,경기도 고양시,원당복합커뮤니티센터 건립공사(전기),두원전기,2212624243,89.395,
R26BK01540575,2026-06-01,경상북도 문경시,마성 그라운드 및 파크골프 혼용구장 조성사업,수아산업개발,70408500,90.683,
R26BK01543762,2026-06-01,전북특별자치도 정읍시,정읍향교대성전명륜당외삼문협문보수및주변정비공사,주식회사 혜담,55840000,91.522,
R26BK01538189,2026-06-01,충청남도 공주시,옥룡회전교차로~강남교차로 보도 재설치공사,무창건설 주식회사,193557500,90.324,
R26BK01542911,2026-06-01,전북특별자치도 익산시,2026년 상반기 만경강 산책로 풀깎기 공사,유한회사 유이조경,42525752,90.04,
R26BK01541881,2026-06-01,충북대학교,대학본부 등 2개동 노후창호 교체공사,주식회사 신세계에스앤씨,653111170,90.255,
R26BK01543713,2026-06-01,전남광주통합특별시 무안군,현경면 우혈천 정비사업,성동건설주식회사,42128490,90.289,
R26BK01542817,2026-06-01,경상남도 의령군,봉수 상천마을 세천 정비공사,주식회사제일건설,30783269,90.245,
R26BK01544002,2026-06-01,전남광주통합특별시 해남군,화산 하마 마을안길 정비공사,유한회사 대승건설,36118460,90.039,
R26BK01539419,2026-06-01,경기도교육청 경기도이천교육지원청,이천교육지원청 학교 유무선 네트워크 개선 사업 3차 대상교 정보통신공사(2권역),세원시스텍(주),163820770,90.39,
R26BK01543348,2026-06-01,충청남도 서산시,준용도로2호 사면보수공사,신영건설(주),32351000,91.055,
R26BK01540622,2026-06-01,경상북도 문경시,산북면 대상리(산12) 소방도로 개설공사,주식회사 무한건설,59412860,90.312,
R26BK01541138,2026-06-01,공주시산림조합,2026년 조림지 풀베기사업(강남2년차-1지구),주식회사 금석종합건설,44679000,90.089,
R26BK01543849,2026-06-01,전남광주통합특별시 무안군,현경면 병학천 정비사업,유한회사 성민건설,41265546,90.228,
R26BK01553679,2026-06-01,한국농어촌공사 충남지역본부 홍성지사,갈산면 기초생활거점 및 공공청사 복합건립사업 태양광설비공사,주식회사 비에스텍,10400000,89.212,
R26BK01542766,2026-06-01,경기도 광주시,경안천 예초 단가공사,주식회사 초월조경,517580,90.457,
R26BK01542313,2026-06-01,경상남도 창녕군,도천면 가로등 정비공사,주식회사세광전기,53494480,89.879,
R26BK01541590,2026-06-01,경기도 의왕시,2026년 가로수 병해충 방제사업,(주)한림나무병원,96985000,90.71,
R26BK01541146,2026-06-01,전남광주통합특별시 장흥군,2026년 1년차 조림지 풀베기사업(복흥진산지구),유한회사 삼산임업,88594652,90.234,
R26BK01538632,2026-06-01,전북특별자치도 남원시,수홍1제 농로 포장공사,(유)태화건설,31671400,90.221,
R26BK01554240,2026-06-01,한국농어촌공사 경남지역본부 창녕지사,장가지구 배수로정비 수리시설현대화사업,주식회사부영건설,27760000,89.26,
R26BK01543997,2026-06-01,전남광주통합특별시 해남군,황산 산소항 퇴적토 준설공사,대선종합건설 주식회사,436323113,90.456,
R26BK01543308,2026-06-01,전남광주통합특별시교육청 전남광주통합특별시여수교육지원청,구 거문초 다목적구장 조성공사,주식회사 대성개발,629523292,90.26,
R26BK01539602,2026-06-01,청주산림조합,2026년 조림지 풀베기사업(2회베기)(추정인경지구),유한회사 휴먼산림,68613400,90.305,
R26BK01541186,2026-06-01,경상남도 양산시,2026년 상반기 우수저류지 풀베기 공사,주식회사 금강이앤씨,40527380,89.87,
R26BK01542454,2026-06-01,전남광주통합특별시 여수시,오동도 바람골 전망대 정비공사,주식회사 이 에스 건설,44488000,90.445,
R26BK01544335,2026-06-01,대구광역시 달성군,가창 삼산리 659-1번지선 인도개설공사,(주)수만건설,254546115,90.846,
R26BK01541140,2026-06-01,공주시산림조합,2026년 조림지 풀베기사업(강남2년차-2지구),주식회사 명산,44065000,90.104,
R26BK01543051,2026-06-01,사단법인 한국석면안전협회,2026년 함평군 슬레이트 해체철거 공사 3권역,비케이원건설 주식회사,181097066,90.66,
R26BK01542961,2026-06-01,사단법인 한국석면안전협회,2026년 함평군 슬레이트  해체철거 공사 1권역,유한회사 쌍용환경건설,181775268,90.626,
R26BK01539639,2026-06-01,청주산림조합,2026년 조림지 풀베기사업(2회베기)(운암금관외지구),(주) 대보산림산업개발,62537000,90.335,
R26BK01542217,2026-06-01,경상남도 김해시,2026년 임도정비(구조개량 및 보수)공사,아주녹화개발(주),52260210,91.103,
R26BK01539777,2026-06-01,청주산림조합,2026년 조림지 풀베기사업(2회베기)(내수지구),(주)손아름드리,65473000,90.395,
R26BK01539688,2026-06-01,청주산림조합,2026년 조림지 풀베기사업(2회베기)(가덕지구),삼보산림개발 주식회사,63925440,90.303,
R26BK01543992,2026-06-01,경상북도 구미시,고아읍 문성리 산22-2 깎기비탈면 보강공사,반석종합건설(주),394188320,90.626,
