공고번호,날짜,발주기관,공고명,1순위업체,투찰금액,투찰률,기초금액
R26BK01491707,2026-05-04,국립순천대학교,70주년기념관 및 운동장 본부석 노후화장실 환경개선공사(전기),주식회사 영우일렉콘,68328231,90.35,
R26BK01491647,2026-05-04,경기도 용인시 수지구,2026년 광교산 걷기좋은 숲길 정비사업,세양조경(주),131462000,90.263,
R26BK01489622,2026-05-04,경기도 안성시,죽산 연못공원 재정비사업,주식회사 와이앤씨조경건설,159015540,90.246,175967000
R26BK01491767,2026-05-04,서울특별시 노원구,수락산 동막골 족구장 인조잔디 교체공사(긴급),태린건설 주식회사,89355300,91.431,
R26BK01491967,2026-05-04,전남광주통합특별시 나주시,남평읍 가톨릭대 부근 인도 정비사업,성주건설 주식회사,62938830,90.31,
R26BK01489649,2026-05-04,과학기술정보통신부 우정사업본부 전남지방우정청,진도우체국 직원숙사 보수공사,도어뱅크,54961700,89.948,
R26BK01492106,2026-05-04,전남광주통합특별시 완도군,노화 서넙도항 퇴적예방사업,근원건설 주식회사,84837500,90.123,
R26BK01491723,2026-05-04,대구광역시 달성군,2026년 다목적 CCTV 설치공사,그린컴퓨터시스템,211425000,89.968,
R26BK01487097,2026-05-04,천안도시공사,종합운동장 부설주차장 유료화 대비 조성 공사 도급공사(통신),주식회사 포인정보기술,974711590,90.443,
R26BK01490227,2026-05-04,경기도 연천군,청산면 복합커뮤니티센터 건립 소방공사,주식회사 청마이엔씨,206503630,90.248,
R26BK01489628,2026-05-04,무진장축협 한우계열화사업소,2026년 가축분뇨 자원화 시설 개보수사업,삼진EMC,249500000,89.606,277000000
R26BK01489056,2026-05-04,전남광주통합특별시 진도군,의신면 매립시설 옹벽 보강공사,태원종합건설 주식회사,310689451,90.423,
R26BK01489031,2026-05-04,충청남도 공주시,(구)화월교 철거공사,삼원환경산업주식회사,297803340,90.311,
R26BK01489084,2026-05-04,전남광주통합특별시 진도군,진도 용장성 주변정비(배수로 정비) 공사 총괄분 및 1차분,주식회사 지을,810320893,90.249,
R26BK01490229,2026-05-04,충청북도 제천시 농업기술센터,송계3리 마을만들기사업 건축공사,한성건설주식회사,323919600,90.353,
R26BK01489927,2026-05-04,경상북도 안동시,안동시 근로자종합복지관 냉‧난방기 노후시설 교체공사(2~3층),주식회사 두산에너지,101148282,90.339,
R26BK01486845,2026-05-04,충청남도 서천군,해양바이오 인증지원센터 건립사업(통신),(주)내포정보통신공사,566827468,90.427,
R26BK01486898,2026-05-04,충청남도 서천군,해양바이오 인증지원센터 건립사업(소방),호준전업(주),324578800,90.363,
R26BK01495663,2026-05-04,국립공원공단 한려해상국립공원동부사무소,2026년 학동자동차야영장 정비공사,주식회사 성은토건,16260000,97.517,
R26BK01491363,2026-05-04,경기도교육청 경기도안양과천교육지원청,[긴급] 화창초 교사동 옥상 방수공사,미림건설,185216720,90.51,
R26BK01497600,2026-05-04,경기도 안성시 농업기술센터,[전자 수의시담]가공 및 유통지원센터 건립공사(소방),주식회사 덕우,39750000,97.983,
R26BK01492118,2026-05-04,전남광주통합특별시 고흥군,도양읍 농어촌폐기물 매립시설 2단계 증설공사,백산건설 주식회사,521269400,90.567,
R26BK01499805,2026-05-04,한국농어촌공사 충북지역본부 청주지사,강내지구 퇴적물제거공사,유현종합건설 주식회사,46330000,88.002,
R26BK01487729,2026-05-04,충청북도 단양군,적성면 상2리 지방상수도 확장공사[전기],주식회사 명서전기,40584386,90.385,
R26BK01490731,2026-05-04,경상남도 사천시,용강지구(대방초교 앞) 노후 상수관로 정비공사,(주)그루빅건설,340267131,90.684,
R26BK01490859,2026-05-04,충청북도 제천시,2026년 하소제3어린이공원 재정비사업,계림 주식회사,105381137,90.219,116875700
R26BK01490611,2026-05-04,경기도 안성시 농업기술센터,가공 및 유통지원센터 건립공사(전기),백송전력(주),250667882,90.34,
R26BK01490353,2026-05-04,경찰청 부산광역시경찰청,부산경찰청 목욕탕 환경개선공사(건축/기계),(주)라온에스피,340690000,90.355,
R26BK01482227,2026-05-04,한국원자력환경공단,처분시설 터널등 및 가로등 LED 교체 공사,해광전력 주식회사,159282000,90.216,
R26BK01501606,2026-05-04,한국농어촌공사 전남지역본부 담양지사,월산마을 마을만들기사업 추가 포장공사,주식회사 선담건설,19730000,90.0,
R26BK01501665,2026-05-04,경기도 안성시,스마트 홍수관리시스템 구축사업(전기),보광기업,38264000,95.825,
R26BK01491906,2026-05-04,경상북도 영주시,부석면 감곡리 대마골 인근 배수로 정비공사,이현건설 주식회사,31179000,90.348,
R26BK01491651,2026-05-04,경상북도 영주시,신재로 153일원 외 2개소 노후신호기 교체 공사,주식회사 현진전력,103962596,90.578,
R26BK01489607,2026-05-04,서울주택도시개발공사,"위례지구 근린공원 및 녹지, 가로수 유지관리 공사",돌담조경 주식회사,162837065,90.39,
R26BK01490996,2026-05-04,충청북도 괴산군,괴산각연사통일대사탑보존처리공사,다물문화재보존분석센터 주식회사,22033000,90.267,24400000
R26BK01490450,2026-05-04,울산광역시 북구,2026년 산불예방 숲가꾸기 사업,주식회사 대경임업,251947700,89.89,
R26BK01490765,2026-05-04,부산교통공사,장산역 승강장 간이화장실 개량공사,(주)금정토건,24006320,90.07,
R26BK01491990,2026-05-04,경상북도 영주시,구성오거리~허찬욱의원 노후가로등 교체공사,경일전기,51167958,90.709,
R26BK01486756,2026-05-04,서울특별시교육청 서울특별시강동송파교육지원청,거원중 교사동 옥상 방수공사,케이알티(KRT)건설,102766040,90.233,
R26BK01490438,2026-05-04,경상북도 구미시,양포 녹지 정비사업,주식회사 조은나무,154694180,90.481,
R26BK01491442,2026-05-04,교육부 국립특수교육원,청사 전화 통신 시스템 교체 공사,선광테크 주식회사,85656452,89.938,
R26BK01490619,2026-05-04,강원특별자치도 화천군,2026년 수리시설 개보수사업(원천리 524-3번지 일원 용수로),합자회사 제이비건설,45814805,90.366,
R26BK01490682,2026-05-04,강원특별자치도 화천군,2026년 수리시설 개보수사업(위라리 344번지 일원 용수로),용신건설 주식회사,36590020,90.26,
R26BK01480780,2026-05-04,산림청 동부지방산림청 영월국유림관리소,2026년 구조개량사업(운학),주식회사  태영,402129900,87.747,
R26BK01490945,2026-05-04,경기도 용인시,남사읍 진목리 558번지 일원 배수관로 설치공사,(주)한국엔피기술,93752900,90.825,
R26BK01489485,2026-05-04,경기도 화성시 공원녹지사업소,2026년 서남부권 보안등 설치 및 교체공사(비봉지구),주식회사선우이엔씨,71601830,89.901,
R26BK01491540,2026-05-04,충북대학교,건물에너지관리시스템(BEMS) 구축 전기공사,주식회사 민정전력공사,35071584,90.289,
R26BK01489370,2026-05-04,충청남도 금산군 남이면,구석1리 소규모시설 세천 수해복구공사,주식회사 현주건설,38456280,90.234,
R26BK01489975,2026-05-04,충청북도 청주시 상당구,금천동 185-13번지 등 6개소 보도정비 공사,주식회사 상승조경건설,45635071,90.216,
R26BK01490792,2026-05-04,경기도교육청 경기도구리남양주교육지원청,다산한강유 옥상방수공사,(주)리연하우징,171763750,90.456,
R26BK01486785,2026-05-04,충청남도 서천군,해양바이오 인증지원센터 건립사업(전기),(주)성진전설,608451760,90.401,
R26BK01498659,2026-05-04,서울특별시 송파소방서,2026년 송파소방서 본서 샤워실 신설 공사,주식회사 이엠이앤씨,32000000,94.899,
R26BK01489217,2026-05-04,경상남도 사천시,자혜지구 지방상수도 배수관로 설치사업,주식회사 금하토건,187469786,90.844,
R26BK01478978,2026-05-04,신대구부산고속도로(주),2026년 배수시설 정비공사,주식회사 비에스건설,79645030,91.568,
R26BK01483347,2026-05-04,서울특별시 강북구,우이령공원 경관 및 이용환경 개선사업,주식회사 자연과조경,153210482,90.449,168176510
R26BK01489041,2026-05-04,경상남도 거창군,군청사 구내식당 주방환경개선공사,주식회사 이레디자인,60192010,90.235,
R26BK01498975,2026-05-04,서울특별시 중부공원여가센터,광장 및 가로변 녹지 환경개선사업 공사,주식회사 양림,47241000,90.0,
R26BK01491777,2026-05-04,강원특별자치도 속초시,지방하천 유수소통 지장물 정비사업(청초지구),(주)대동건설,33335750,90.025,
R26BK01501668,2026-05-04,한국농어촌공사 경남지역본부 의령지사,감암지구 용수로 정비공사,재아건설(주),34640000,89.974,
R26BK01491927,2026-05-04,경상북도 영주시,조암동 노현저수지 인근 진입로 확포장공사,(주)한일토건,96583792,90.342,
R26BK01501298,2026-05-04,충청남도 공주시,개울숲 정비사업,공주시산림조합,218761000,90.128,
R26BK01492100,2026-05-04,전남광주통합특별시 완도군,2026년 청산 모도지구 쌈지공원 조성사업,주식회사 자연조경,40219620,90.331,
R26BK01492074,2026-05-04,강원특별자치도 삼척시,2026년 병해충 잠복지 제거사업[오십천로(개잎갈나무)],명강건설 주식회사,78825730,91.365,
R26BK01490940,2026-05-04,충청북도 제천시,2026년 걸이용 꽃화분 설치관리사업,주식회사 가야,28280440,90.423,
R26BK01484923,2026-05-04,서울특별시 영등포구,영등포 제3스포츠센터 실내파크골프장 조성공사,(주)작품오늘,158773000,90.016,
R26BK01488165,2026-05-04,서울특별시 영등포구,영등포종합사회복지관 내진보강 및 스프링클러설치 소방공사,(주)일성이엔지,235672400,90.301,
R26BK01488917,2026-05-04,경상남도 고성군,2026년 산사태예방사업(대가지구),주식회사 석송개발,22422700,90.914,
R26BK01479534,2026-05-04,신대구부산고속도로(주),2026년 무척산터널 방재시설 보수공사,주식회사 신우전력,645188424,90.805,
R26BK01488834,2026-05-04,서울교통공사,5호선 개화산역 등 2역 승강편의시설 기계공사(67공구),주식회사 기정플랜트,208908510,90.605,
R26BK01492196,2026-05-04,고용노동부 서울지방고용노동청 서울남부지청,"서울남부지청 산재예방감독과, 중대재해수사과 사무실 조성공사",주식회사 이음디자인,206642000,93.986,
R26BK01486963,2026-05-04,부산광역시 강서구,2026년 국제물류 일원 녹지대 유지관리 공사,(주)송덕조경건설,217839800,90.725,
R26BK01492060,2026-05-04,충청남도 서산시,인지면전담의용소방대 청사 보수공사,주식회사 세움테크,32444100,89.976,36259000
R26BK01492114,2026-05-04,전남광주통합특별시 고흥군,2026 포두 삼정마을 쉼터 화장실 설치공사,주식회사 금강건설,22103656,90.245,
R26BK01492056,2026-05-04,전남광주통합특별시 해남군,화산 연정 마을안길 정비공사,주식회사 정성토건,31696303,90.257,
R26BK01471934,2026-05-04,재단법인 경북테크노파크,농업용무인기기술지원센터(증축) 전기공사,중앙전설,943417200,90.387,
R26BK01488847,2026-05-04,경상북도,오미자 육묘시설 구축공사,주식회사 대덕산업,214977660,90.242,
R26BK01489416,2026-05-04,충청남도 서산시,중앙호수공원 서호정(팔각정) 보수공사,주식회사 명성건설조경,340506070,90.27,
R26BK01493270,2026-05-04,서울특별시 강남구,2026년 물놀이형 바닥분수 조성공사,주식회사 태산글로벌,455288887,90.102,
R26BK01488856,2026-05-04,경상북도,2026년도 계류보전사업(청도 매전 금천),주식회사 명인산림,194047280,90.2,
R26BK01490714,2026-05-04,경기도 안성시 농업기술센터,가공 및 유통지원센터 건립공사(통신),주식회사 이스타엔텍,59841001,90.317,
R26BK01487877,2026-05-04,경기도 오산시 환경사업소,2026년 우기대비 우수관로 준설 단가공사,미래산업개발(주),182503600,90.541,
R26BK01488481,2026-05-04,부산광역시교육청 부산광역시해운대교육지원청,죽성초등학교 다목적강당 증축 정보통신공사,주식회사 정원통신,55736253,90.339,
R26BK01488130,2026-05-04,한국공항공사 김포공항,양양공항 라인마킹공사,(주)도환,95680000,90.359,
R26BK01492068,2026-05-04,강원특별자치도 삼척시,2026년 가로수 식재사업[옥원2리(왕벚나무)],주식회사 풍곡조경,34511600,90.525,
R26BK01490250,2026-05-04,창원시설공단,2026년 창원축구센터 조경수 녹지관리 공사,(주)참솔조경,50365300,90.456,
R26BK01491691,2026-05-04,부산교통공사,노포차량기지 2구간 옹벽 보수·보강 공사,센텀건설산업 주식회사,24719705,89.953,
R26BK01491823,2026-05-04,서울교통공사,2026년 잠실(8)역 공실상가 철거공사,주식회사 성산엔지니어링,30513320,90.137,
R26BK01489946,2026-05-04,경상남도 의령군,퇴계선생 처갓집 가는 길 조성사업 전기공사,주식회사 성지전기,602846900,90.353,
R26BK01489459,2026-05-04,대한법률구조공단,제주지부 개인회생파산 종합지원센터 실내건축 공사,주식회사 씨엔알기술,97579940,90.011,
R26BK01491802,2026-05-04,전남광주통합특별시 순천시,주암 문성관정 외 29개소 농업용 대형관정 사후관리 공사,주식회사 대동개발,131994300,90.363,
R26BK01490634,2026-05-04,경기도 평택시,서정리시장 쿨링포그 설치공사,주식회사 지지케이,76493355,90.448,
R26BK01501655,2026-05-04,한국농어촌공사 전남지역본부 담양지사,하해곡보 차수벽 보강공사,주식회사 로체건설,34304000,90.001,
R26BK01492039,2026-05-04,전남광주통합특별시 순천시,상수도 공용급수관 신설 공사(서면 비월리 22-1번지 일원),부이토건(주),144719060,90.453,
R26BK01485231,2026-05-04,경기도 용인시 처인구 남사읍,진위천 풍수해예방 소규모 준설공사,금양건설 주식회사,69433300,89.781,
R26BK01490271,2026-05-04,경기도 의왕시,내손동 공용청사(사랑채 경로식당) 증축공사(전기),대창산업,25102974,90.396,
R26BK01489404,2026-05-04,경상남도 창원시 진해구,냉천로 36번길 일원 노후도로 재포장공사,아이비포장건설 주식회사,27225720,90.562,
R26BK01489901,2026-05-04,경기도교육청 경기도의정부교육지원청,경기북과학고 공동사택 증축 전기공사,동명전기 주식회사,172705300,90.423,
R26BK01480772,2026-05-04,산림청 동부지방산림청 영월국유림관리소,2026년 구조개량사업(연하),주식회사 숲향,347999000,87.825,
R26BK01467968,2026-05-04,인천광역시 강화군,"강화갯벌센터 리모델링 건축공사(전체분,1차분)",주식회사경서건설,2412683330,89.302,
R26BK01488785,2026-05-04,국토교통부 부산지방국토관리청 대구국토관리사무소,국도33호선 성주IC2육교 시설물 보수공사,주식회사 현승,298804570,91.027,
R26BK01502660,2026-05-04,경기도 안성시,국공립효성해링턴진사어린이집 리모델링공사 건축공사,마루건축(주),48864000,94.999,
R26BK01491846,2026-05-04,경기도 평택시,배다리 저수지 주변 도로정비공사,주식회사 새화건설,191253000,90.259,
R26BK01491633,2026-05-04,남양주도시공사,2026년 북부권역(진접·오남) 조경유지관리 공사,다원그린텍,31379810,90.357,
R26BK01491161,2026-05-04,경기도 김포소방서,(긴급)김포소방서 본서 2층 시스템 냉난방기 교체 공사,주식회사 나은시스템,110088000,90.109,
R26BK01490306,2026-05-04,서울특별시 양천구,2026년 산사태 예방사업(갈산),주식회사 미래산림,207604870,90.584,
R26BK01489020,2026-05-04,경상남도 합천군 봉산면,계산1구 논덕농로 정비사업,주식회사 부강,24927357,89.991,
R26BK01489427,2026-05-04,경기도 김포시,인향근린공원 물놀이장 환경개선공사,주식회사 대목조경,52342500,89.994,
R26BK01492017,2026-05-04,전남광주통합특별시 순천시,2026년 계류보전사업(인제지구),주식회사 동부,147330723,90.846,
R26BK01490848,2026-05-04,경기도 용인시,남사읍 방아리 661-3번지 일원 배수관로 설치공사,주식회사 좋은세상건설,170198510,90.959,
R26BK01491477,2026-05-04,전남광주통합특별시 해남군,산이 흑두 마을만들기사업 전기공사,(주)재광전력,25048424,90.446,
R26BK01488709,2026-05-04,경상북도 문경시,단산모노레일 상하부승강장 방수공사,주식회사 지평토건,41640690,90.447,
R26BK01489543,2026-05-04,경기도교육청 경기도구리남양주교육지원청,평내고 옥상 방수공사,대한이앤씨컴퍼니 주식회사,287592900,90.358,
R26BK01487375,2026-05-04,경상남도교육청 경상남도고성교육지원청,고성 자기주도학습 지원센터 조성공사 입찰 공고,광평산업주식회사,229961700,90.352,
R26BK01489049,2026-05-04,경상남도 양산시,회야강 산책로 방송시설 정비공사,주식회사 엔씨에스(NCS),249737890,90.306,276340000
R26BK01488862,2026-05-04,경상북도,2026년도 사방댐설치사업(경주 천북 오야),산림인 주식회사,198116400,90.213,
R26BK01491915,2026-05-04,전남광주통합특별시 완도군,금일 화목지구 진입도로 확포장사업(2지구),주식회사 수영건설,276836220,90.395,
R26BK01491816,2026-05-04,대구광역시 달성군,2026년 주민참여예산 CCTV 설치공사,태흥정보통신,132464230,89.939,
R26BK01489705,2026-05-04,경상북도 의성군,의성종합체육관시설물설치공사,(주) 무진종합건설,267985000,90.234,
R26BK01491561,2026-05-04,경상북도 안동시,임동면 위리(위리지구) 암반관정 개발공사,승재건설 주식회사,59877600,90.396,
R26BK01502327,2026-05-04,한국농어촌공사 경남지역본부 의령지사,오운지구 수리시설개보수사업 내제배수장 CCTV 구매설치,주식회사 인하씨엔티,17130000,89.94,
R26BK01491554,2026-05-04,경상북도 청도군,부야리부야천쇠실제재해복구사업,각남건설(주),74641550,90.266,
R26BK01491415,2026-05-04,충청남도 계룡시,2026년 계룡시 도로변 배수시설 준설공사,유로산업(주),68958000,90.142,76513000
R26BK01467629,2026-05-04,한국농어촌공사 충남지역본부 부여지사,자왕2지구 수리시설개보수사업 토목건축기계공사,서광건설산업(주),2475622900,89.65,
R26BK01477378,2026-05-04,고용노동부 대전지방고용노동청 보령지청,보령지청 신규 청사(별관) 실내건설 공사,주식회사미고인테리어,107900000,92.85,117285300
R26BK01490567,2026-05-04,경상북도 구미시,봉곡서로5길 인근 도로정비공사,연제건설 주식회사,48634730,90.867,
R26BK01499742,2026-05-04,서울특별시 중부공원여가센터,2026년 산사태예방공사(동숭동),주식회사 산자인(山自人),49499010,90.0,
R26BK01485893,2026-05-04,서울주택도시개발공사,2026년 매입임대주택 가스타이머콕 설치공사,주식회사 채은건설,86664630,90.196,
R26BK01490826,2026-05-04,경상북도 구미시,비산동 행복문화센터 부속 다목적 체육시설건립 기타 전기공사,주식회사 아주전설,22677080,90.27,
R26BK01489139,2026-05-04,경상남도 함안군,"2026년 소나무재선충병 피해위험목 제거사업(2권역,단가계약)",주식회사 우도,2793000,90.856,
R26BK01490898,2026-05-04,경상북도 구미시,지방하천 인노천 통행위험구간 보도설치공사(1공구),주식회사 크로바건설,39471154,90.581,
R26BK01491142,2026-05-04,경상북도 구미시,구평공원 편익시설(화장실) 개선사업,일광조경,37631400,90.29,
R26BK01497300,2026-05-04,서울특별시 강북소방서,2026년 강북소방서 소방용수시설 도색 및 보온 공사,성은건설 주식회사,3820000,95.5,
R26BK01486291,2026-05-04,산림청 중부지방산림청 단양국유림관리소,2026년 임도구조 개량사업(사지원리),주식회사 혜림,92684000,87.772,
R26BK01488928,2026-05-04,전남광주통합특별시 장흥군,2026년 해양쓰레기 선상집하장 설치사업,(주)제이알건설,37633150,90.147,
R26BK01486258,2026-05-04,산림청 중부지방산림청 단양국유림관리소,2026년 임도구조 개량사업(상리),주식회사 누리뫼,140238390,87.752,
R26BK01488948,2026-05-04,충청북도 음성군,2026년 산업단지공원 및 녹지 유지관리사업(1구역),(주)영재조경,89217293,90.312,
R26BK01490507,2026-05-04,경상북도 구미시,도량동 구미고네거리 일원 도로정비공사,(주)동서토건,77056760,90.866,
