공고번호,날짜,발주기관,공고명,1순위업체,투찰금액,투찰률,기초금액
R25BK01124960,2025-12-10,(주)엘지스포츠,25-26시즌 LG세이커스 마케팅리서치 대행 용역,(주)한국리서치,49500000,,
R25BK01214134,2025-12-22,주식회사 케이티스포츠,2026시즌 kt wiz AI 파트너(그래픽 디자인 자동 제작 시스템) 구축 용역,주식회사 헬릭스테크,485000000,,
