공고번호,날짜,발주기관,공고명,1순위업체,투찰금액,투찰률,기초금액
R25BK01169767,2025-11-25,사회복지법인 한국생명의전화,제1회 마음보호 Impact Day 위탁운영 용역,비크라우드 주식회사,76000000,100.0,
R25BK01122029,2025-11-10,기독간호대학산학협력단,기독간호대학교 핵심역량 및 전공모듈 트랙 기반 맞춤형 교육과정 개편 용역,두하우컨설팅 주식회사,49300000,,
